SA3_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
21501,..,147,154,47,55,98,73,33,0,617,..,136,323,205,394,793,938,930,562,4271,52,98,60,30,51,67,78,33,17,481,4516,2587,3122,2854,3448,4085,3572,2256,871,27318,..,69,1935,3035,3697,4913,4401,2420,543,21011,..,619,1628,901,797,623,313,84,9,4966,..,79,369,546,601,327,187,120,91,2324,9189,..,..,..,..,..,..,..,..,9189,..,1859,..,..,..,..,..,..,..,1859,..,1643,674,236,223,129,24,0,0,2928,..,227,156,54,61,161,142,94,61,957,..,147,157,57,48,16,12,12,0,451,..,337,387,115,142,219,160,64,9,1436,..,278,749,536,888,1706,1808,1376,791,8130,109,187,130,87,108,136,143,57,19,978,9296,5448,6183,5569,6568,8230,7190,4223,1521,54225
21502,..,165,241,89,80,90,61,21,3,748,..,97,294,182,312,632,728,648,415,3305,56,70,75,37,62,65,58,17,8,452,4782,2845,3521,3182,3381,3484,2838,1629,632,26286,..,103,2090,3247,3495,3883,3379,1706,358,18257,..,570,1670,935,776,575,292,78,9,4903,..,81,468,658,746,383,151,133,77,2702,9640,..,..,..,..,..,..,..,..,9640,..,2084,..,..,..,..,..,..,..,2084,..,1883,823,267,213,124,20,0,0,3326,..,310,207,72,114,165,169,108,40,1183,..,185,252,100,67,44,15,3,4,679,..,340,594,249,198,192,142,40,4,1760,..,192,648,485,767,1270,1254,992,561,6172,119,154,167,94,117,111,119,39,6,926,9761,5890,6914,6104,6496,6744,5538,3104,1075,51634
21503,..,84,120,72,43,73,38,27,4,466,..,78,143,108,193,385,499,539,353,2303,36,48,49,16,27,51,42,24,15,315,3001,1589,2042,1907,2038,2505,2122,1343,537,17092,..,66,1310,2088,2266,3044,2748,1451,303,13272,..,360,983,501,459,421,194,59,3,2984,..,44,246,320,306,193,107,89,67,1367,5992,..,..,..,..,..,..,..,..,5992,..,1245,..,..,..,..,..,..,..,1245,..,954,452,162,157,88,13,0,0,1834,..,162,128,56,62,123,113,60,22,731,..,106,168,99,56,49,22,3,3,511,..,202,328,208,165,166,103,55,10,1240,..,165,336,294,490,883,1028,818,482,4490,71,103,118,65,55,89,92,34,10,647,6065,3418,4071,3802,4016,5053,4428,2565,905,34316
21601,..,71,71,25,51,70,63,29,5,367,..,63,134,118,225,455,542,526,290,2347,39,44,44,15,31,42,45,23,11,278,3079,1828,1867,1910,2393,2676,2312,1438,488,17987,..,46,1041,1987,2608,3199,2815,1627,321,13639,..,388,1066,563,583,520,279,97,12,3496,..,53,260,393,452,221,116,94,75,1670,6151,..,..,..,..,..,..,..,..,6151,..,1455,..,..,..,..,..,..,..,1455,..,1257,529,207,156,93,22,0,0,2259,..,134,74,22,64,105,118,67,30,630,..,118,92,41,33,27,17,11,4,340,..,133,161,61,91,135,121,57,11,767,..,140,299,299,523,913,1031,835,416,4461,75,107,92,46,76,82,79,45,13,610,6225,3830,3617,3618,4591,5288,4601,2822,884,35478
21602,..,38,82,19,28,70,56,20,3,327,..,39,75,77,166,320,440,435,221,1776,26,27,40,12,18,39,53,13,12,243,2275,1279,1417,1414,1721,2060,2040,1180,403,13796,..,50,839,1483,1872,2393,2538,1384,287,10842,..,288,694,479,450,361,251,87,17,2617,..,39,202,279,325,177,102,71,60,1257,4621,..,..,..,..,..,..,..,..,4621,..,1038,..,..,..,..,..,..,..,1038,..,930,374,149,125,79,18,0,0,1677,..,69,48,21,43,76,68,57,30,409,..,59,106,27,23,25,9,7,0,249,..,83,208,68,68,136,120,47,5,742,..,81,233,224,425,727,837,716,335,3583,53,67,78,40,52,80,100,32,13,513,4675,2687,2789,2774,3373,4055,4046,2395,747,27545
21603,..,162,288,91,82,99,67,16,7,810,..,111,299,232,371,705,862,741,402,3726,73,99,61,49,39,45,64,26,11,466,5891,3461,4179,3870,3946,3963,3349,1919,651,31239,..,155,2733,4285,4466,4562,4007,2121,410,22743,..,599,1897,929,821,614,289,87,17,5252,..,91,518,739,825,458,202,124,94,3055,12186,..,..,..,..,..,..,..,..,12186,..,2813,..,..,..,..,..,..,..,2813,..,2325,1008,350,243,129,26,0,0,4088,..,305,235,89,136,197,207,115,46,1327,..,186,251,107,83,41,23,6,0,687,..,324,598,254,227,222,177,45,11,1853,..,207,662,572,939,1412,1434,1112,549,6890,146,194,191,118,112,95,111,53,21,1043,12327,7192,8097,7455,7850,7732,6479,3668,1137,61938
21701,..,74,65,25,38,56,42,24,5,328,..,71,137,124,232,507,644,539,305,2561,49,54,38,24,30,34,48,23,12,314,2718,1576,1645,1819,2259,2665,2400,1337,481,16898,..,40,951,1829,2428,3131,3009,1385,262,13038,..,407,994,583,548,481,270,83,9,3381,..,42,182,347,436,214,90,83,45,1442,5480,..,..,..,..,..,..,..,..,5480,..,1205,..,..,..,..,..,..,..,1205,..,1040,424,181,122,82,11,0,0,1866,..,118,62,41,50,77,111,60,35,555,..,91,51,26,25,28,12,6,0,242,..,148,155,60,90,128,100,44,9,724,..,156,380,327,586,1050,1158,849,429,4932,83,115,76,55,65,77,86,45,18,629,5564,3366,3280,3444,4351,5270,4852,2560,806,33496
21703,..,70,108,30,55,73,51,21,0,401,..,63,119,99,239,524,589,552,325,2513,30,43,51,36,33,49,40,14,10,300,2872,1673,1880,1896,2306,2636,2333,1350,493,17430,..,18,1023,2056,2443,2978,2880,1420,273,13093,..,378,1093,638,669,484,278,61,12,3612,..,35,183,308,390,241,105,107,56,1428,5918,..,..,..,..,..,..,..,..,5918,..,1422,..,..,..,..,..,..,..,1422,..,1151,541,176,150,83,14,0,0,2118,..,133,84,46,45,102,99,55,41,610,..,78,125,44,38,16,5,11,0,324,..,162,326,97,118,162,119,47,4,1027,..,147,350,310,578,1070,1074,843,432,4793,66,86,89,68,70,101,78,34,16,604,5983,3616,3819,3739,4502,5243,4645,2564,832,34942
21704,..,150,202,38,51,84,54,14,3,595,..,73,243,201,319,673,785,697,411,3402,51,64,64,44,29,51,45,19,10,374,4326,2627,2982,2979,3280,3546,2976,1660,649,25033,..,46,1739,3126,3676,4048,3701,1756,354,18435,..,424,1621,954,751,602,288,67,11,4728,..,39,301,566,618,350,155,118,91,2234,8796,..,..,..,..,..,..,..,..,8796,..,2115,..,..,..,..,..,..,..,2115,..,1719,744,219,227,107,26,0,0,3034,..,192,125,51,81,136,131,68,53,830,..,132,175,55,33,22,10,3,0,429,..,302,467,121,105,141,121,32,9,1290,..,164,519,498,703,1170,1266,995,540,5857,127,117,144,90,80,87,85,46,17,794,8926,5250,5831,5676,6274,6664,5791,3077,1066,48554
29797,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,155,184,266,138,122,139,54,18,6,1091,155,184,266,138,122,139,54,18,6,1091,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,317,352,576,397,348,277,167,41,6,2477,317,352,576,397,348,277,167,41,6,2477
