LGA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
LGA25150,0,0,0,18,12,20,77,30,12,171,0,0,0,3,0,13,13,17,0,47,0,0,0,8,3,0,5,0,0,12,8,48,62,532,14,32,20,3,3,729,0,0,0,9,0,0,0,0,0,13,0,0,0,3,5,4,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,0,11,22,23,18,16,6,0,94,0,0,0,10,6,32,41,24,7,118,0,3,3,10,0,5,0,0,0,29,0,0,0,7,3,0,0,0,0,10,0,0,0,4,4,0,0,0,0,8,0,4,4,12,6,3,3,0,0,36,0,0,3,16,14,46,83,20,8,209,0,0,0,7,4,4,0,0,0,22,0,3,0,6,3,0,0,0,0,17,0,0,0,3,0,0,0,0,0,5,0,0,6,6,19,23,55,29,18,160,4,27,26,161,129,90,65,21,4,529,0,0,0,4,4,12,10,0,5,34
LGA25250,4,7,30,264,85,52,86,76,35,647,0,24,24,128,132,348,686,1209,513,3075,0,5,34,222,41,23,18,4,0,346,42,274,356,2762,275,143,112,54,16,4035,9,38,65,330,60,18,19,9,0,557,3,37,31,366,62,38,14,9,0,561,0,19,36,215,136,111,60,26,9,604,0,14,15,325,79,45,29,19,19,539,0,17,42,469,212,754,1479,2047,1568,6594,0,7,34,234,73,19,13,7,0,393,0,13,23,199,41,11,0,0,0,284,3,32,80,583,592,616,529,199,49,2677,5,27,98,651,121,103,91,25,4,1124,0,0,0,11,20,61,173,232,157,662,0,0,13,95,22,28,12,10,3,184,0,6,5,21,13,17,10,3,0,76,6,38,1254,2224,72,24,15,3,0,3628,4,4,11,88,25,23,34,23,5,219,18,69,224,1921,439,228,112,34,8,3055,0,0,0,44,27,31,33,28,17,181
LGA25340,4,9,23,85,99,120,255,241,96,935,0,7,5,28,32,99,219,244,78,708,4,9,8,34,18,19,23,9,0,117,0,15,37,180,46,57,61,54,18,468,0,5,10,58,13,12,17,12,4,121,0,0,0,17,9,7,10,0,0,52,0,0,0,6,4,13,0,0,4,21,0,30,52,157,125,116,136,72,35,729,0,10,14,75,48,151,461,346,141,1236,0,13,7,28,28,15,12,3,0,104,0,3,7,24,9,4,6,0,0,50,0,0,3,6,9,13,13,6,0,51,0,6,7,48,43,64,53,25,3,255,0,0,0,5,11,19,90,68,16,205,0,0,0,27,20,52,42,23,10,178,0,0,0,7,6,5,7,3,0,26,0,0,5,18,0,0,0,0,0,28,0,3,5,48,59,76,316,256,89,862,4,68,87,494,468,502,424,214,55,2319,0,0,0,11,13,23,16,14,0,83
LGA25430,0,0,0,13,6,23,31,20,5,103,0,0,0,4,0,6,12,4,0,24,0,0,0,5,4,3,0,0,0,12,0,6,0,35,4,7,8,3,0,68,0,0,0,8,4,5,0,0,0,21,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,6,4,5,8,3,3,39,0,0,0,4,3,3,15,4,0,37,0,0,4,11,9,3,4,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,11,0,0,0,16,8,16,4,0,0,44,0,0,0,0,0,6,8,6,0,10,0,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,14,32,21,0,90,4,8,8,69,69,77,49,18,0,301,0,0,0,0,0,0,3,0,0,9
LGA25490,0,0,4,14,5,4,10,0,4,38,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,0,4,0,24,0,3,0,8,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,6,11,0,0,44,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,20,7,0,58,0,11,25,86,51,70,38,10,3,297,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,0,9,0,9,33,23,5,76,0,0,0,0,4,9,7,5,0,24,0,0,0,0,0,3,0,0,0,4,0,6,4,25,12,8,4,7,0,63,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,3,5,0,4,3,5,0,25,0,0,0,0,3,13,16,13,6,52,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,18,0,0,0,0,0,4,8,5,0,14,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,7,0,13,30,19,6,77,0,0,4,34,35,48,36,18,0,187,0,0,0,0,3,5,7,0,0,17
LGA25710,0,5,12,39,49,45,80,67,19,310,0,0,3,10,31,48,68,25,12,203,0,5,5,34,18,13,13,0,3,84,0,21,7,197,47,45,41,15,12,380,0,7,0,30,11,4,9,5,0,61,0,11,16,159,31,26,15,4,0,260,0,0,0,5,4,6,11,0,0,28,0,3,3,56,49,38,32,18,8,219,0,0,0,9,35,145,234,109,35,579,0,4,4,13,17,16,4,3,0,58,0,0,8,17,3,4,3,3,0,40,0,3,0,11,4,20,7,3,3,55,0,13,10,63,34,37,64,15,0,243,0,0,0,6,5,19,37,20,9,97,0,0,0,12,3,15,8,0,0,45,0,0,0,0,0,0,4,0,0,10,0,0,0,7,0,0,0,0,0,13,0,10,9,17,31,25,47,42,14,190,9,28,47,185,162,137,79,27,4,694,0,0,0,12,17,39,37,12,0,117
LGA25810,0,0,0,9,0,7,12,9,5,41,0,0,0,0,3,3,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,6,10,56,0,6,0,4,0,80,0,0,5,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,10,0,0,0,0,0,4,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,8,0,0,0,0,0,8,0,0,0,11,0,0,19,18,0,47,0,0,7,21,18,16,9,5,0,74,0,0,0,0,0,0,0,0,0,0
LGA25900,6,13,32,319,101,61,96,61,11,702,3,0,18,57,47,154,206,419,170,1071,4,21,36,172,37,34,35,6,4,352,13,98,219,1444,140,94,68,34,11,2131,0,8,50,224,61,23,24,9,5,391,0,5,19,252,37,20,15,6,0,360,0,0,3,16,5,3,3,0,0,35,7,8,50,1123,94,71,41,17,10,1418,0,7,23,384,65,87,124,108,61,861,0,10,17,173,50,26,19,0,0,292,5,7,24,224,43,19,6,0,0,310,0,0,3,17,15,12,14,8,0,75,6,13,78,491,99,101,79,31,4,894,0,0,0,7,12,6,29,26,7,91,0,0,10,76,11,25,13,15,5,154,0,0,0,9,3,4,6,0,0,17,0,0,81,156,4,0,0,0,0,247,0,10,14,112,37,34,39,35,14,283,10,45,143,1329,538,362,185,64,12,2684,0,4,3,34,26,13,14,4,0,94
LGA25990,0,0,0,0,5,5,7,5,3,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,8,0,0,0,0,0,3,4,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,17,0,35,0,0,4,19,19,22,16,3,0,91,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,4,0,4,11,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,14,0,0,0,5,0,8,15,9,0,44,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,18,13,32,51,39,15,169,0,0,0,0,3,6,5,8,0,23,0,0,0,3,5,0,0,0,0,11,0,0,13,63,21,10,7,7,0,119,0,0,0,5,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,14,16,16,14,0,74,0,0,0,8,4,16,62,58,30,178,0,0,0,0,8,0,0,0,0,15,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,3,0,0,5,0,5,9,4,6,0,26,0,0,0,3,0,4,5,11,0,16,0,0,5,5,3,8,5,0,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,36,109,55,24,257,5,15,12,77,76,93,74,28,5,377,0,0,0,0,0,0,0,0,0,4
LGA26260,3,0,3,8,6,4,14,7,8,43,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,11,0,57,4,0,0,0,0,84,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,13,0,0,0,3,0,0,8,3,4,14,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,4,0,0,0,15,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,7,0,0,0,0,3,5,16,17,3,49,7,16,25,56,35,44,22,14,0,221,0,0,0,0,0,0,0,0,0,0
LGA26350,4,8,17,153,40,38,116,69,41,485,3,0,10,59,68,142,282,648,323,1536,13,75,91,272,58,82,62,22,0,677,21,92,262,1688,152,118,90,58,16,2497,0,18,86,267,62,33,44,13,5,521,0,10,15,214,37,13,20,8,0,324,0,0,0,24,7,0,0,4,0,37,0,5,12,569,40,42,52,33,15,762,0,5,19,188,44,65,139,126,74,659,9,14,37,187,66,31,28,7,0,377,0,10,28,194,44,16,0,5,0,290,0,3,3,20,13,20,15,3,0,80,5,18,120,612,170,185,151,54,21,1333,0,0,0,0,9,12,13,12,3,52,0,0,14,86,18,18,20,8,5,167,0,0,17,7,3,12,8,0,0,53,0,3,85,121,5,5,0,0,0,215,0,7,16,66,16,22,41,24,11,202,9,40,166,1174,300,271,187,85,26,2262,0,0,0,29,12,13,6,0,0,68
LGA26430,0,0,0,3,5,9,18,8,8,46,0,0,0,0,0,0,11,3,0,17,0,0,0,0,0,3,0,0,0,11,0,5,0,20,0,5,0,0,0,34,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,3,0,0,0,23,0,0,0,0,0,9,5,4,7,26,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,9,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,8,0,0,0,5,4,3,18,8,6,44,0,6,3,18,18,31,37,11,4,123,0,0,0,0,0,0,0,0,0,4
LGA26490,4,4,0,68,22,15,55,27,15,205,0,4,0,0,0,7,17,9,4,38,0,3,3,9,10,4,0,0,0,25,0,0,7,34,7,9,10,7,0,73,0,5,0,19,6,0,0,0,0,35,0,0,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,13,3,48,13,24,14,10,3,129,0,0,3,12,4,13,45,15,16,104,0,3,0,8,9,4,3,0,0,27,3,3,4,13,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,4,9,4,0,49,0,0,0,6,0,13,24,8,3,58,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,3,24,12,16,54,41,7,159,5,30,35,177,96,75,49,26,3,490,0,0,0,0,5,5,6,0,0,18
LGA26610,0,0,0,3,0,3,4,5,0,21,0,0,0,0,0,0,9,10,4,21,0,0,0,9,0,0,0,0,0,14,3,18,16,186,15,10,0,0,0,250,0,9,6,41,18,10,4,0,0,80,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,3,0,0,14,0,0,0,3,0,21,67,68,44,200,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,21,93,548,92,37,3,0,0,796,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,4,0,0,16,0,0,11,16,0,0,0,0,0,30,0,0,0,22,0,0,0,0,0,30,0,0,0,3,3,4,22,3,4,34,3,4,5,39,21,22,15,7,0,117,0,0,0,0,0,0,0,0,0,0
LGA26670,4,0,0,0,3,10,21,8,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,13,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,3,3,9,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,10,3,34,0,0,0,6,11,19,13,0,0,52,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,6,0,15,44,27,3,99,0,0,0,3,4,0,6,10,0,18,0,0,0,4,0,0,7,0,0,6,8,7,15,106,6,4,0,0,0,157,0,0,0,7,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,8,0,0,0,31,0,0,0,8,4,23,93,103,58,288,0,0,4,10,3,0,0,0,0,22,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,11,29,10,10,0,0,0,65,0,0,0,0,0,0,4,0,0,3,0,0,5,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,3,11,54,0,0,0,0,0,73,0,0,0,0,10,13,46,33,8,117,0,10,8,46,41,38,34,21,5,198,0,0,0,0,0,0,0,0,0,0
LGA26730,0,0,0,14,5,10,13,9,5,57,0,0,0,0,0,0,4,0,0,15,0,0,0,3,0,0,0,0,0,10,0,17,22,114,16,8,0,0,0,180,0,3,4,25,5,0,0,0,0,39,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,11,24,10,8,10,11,0,83,0,0,0,7,3,7,10,0,0,33,0,0,0,8,7,3,0,0,0,21,0,0,3,31,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,3,18,12,6,4,0,0,57,0,0,0,0,4,4,7,4,0,15,0,0,0,8,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,10,0,0,0,29,0,0,0,0,0,34,0,0,0,9,6,8,33,36,13,103,0,18,29,110,73,65,53,13,5,377,0,0,0,0,0,0,0,0,0,0
LGA26810,0,0,0,12,15,17,84,42,15,188,0,0,0,3,3,8,13,3,0,29,0,0,0,12,0,0,0,0,0,16,3,12,23,147,18,7,11,0,0,228,0,3,0,11,8,0,0,0,0,25,0,0,0,7,0,0,0,0,0,10,0,3,0,6,0,0,0,0,0,13,0,0,0,12,6,9,8,12,0,55,0,0,6,6,0,14,44,29,4,107,0,0,0,3,0,0,0,0,0,7,0,0,0,7,3,0,0,0,0,8,0,0,0,0,6,0,0,0,0,14,0,0,8,56,20,12,11,3,0,108,0,0,0,3,0,10,15,7,0,32,0,0,0,6,4,9,13,0,0,28,0,0,0,3,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,20,0,0,4,14,3,35,93,90,21,258,0,41,35,151,103,119,98,25,0,574,0,0,0,0,0,3,0,0,0,5
LGA26890,0,0,0,0,5,0,9,3,0,19,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,0,0,0,11,7,8,9,0,0,34,0,0,0,0,0,0,0,0,0,0
LGA26980,3,14,24,68,53,76,151,149,75,613,0,8,12,50,67,166,347,664,252,1564,29,177,218,1052,374,425,341,63,28,2705,52,419,917,3703,624,371,304,170,53,6617,6,14,105,482,190,79,101,43,21,1035,4,71,116,603,191,84,53,30,17,1171,0,10,8,24,11,3,3,6,5,66,0,10,21,58,39,49,47,46,22,290,0,4,22,79,48,127,342,403,257,1280,9,31,53,156,104,36,42,9,7,447,11,48,117,602,239,77,37,17,5,1156,0,4,0,22,28,29,21,8,9,124,12,182,620,2200,878,694,641,261,70,5554,0,0,0,0,0,19,38,48,11,116,0,8,24,87,21,34,28,18,7,223,0,5,25,71,27,19,14,4,9,178,5,10,140,296,19,3,0,0,0,473,0,9,10,23,20,24,66,97,72,329,12,139,220,479,332,294,154,91,42,1764,0,0,0,9,9,17,30,8,9,82
LGA27070,4,8,17,104,59,41,95,63,14,409,0,46,131,246,227,664,1038,1091,379,3832,3,8,28,206,46,69,47,11,0,418,102,825,1933,11385,1352,776,494,126,46,17030,0,17,52,253,105,46,38,8,0,524,7,237,285,1346,322,119,51,11,3,2390,7,170,280,1192,700,434,146,69,7,3013,3,37,13,101,34,47,42,37,8,325,8,51,70,292,271,1008,1857,1441,738,5742,0,21,13,57,40,14,6,4,0,155,0,14,28,169,47,18,12,5,0,297,13,28,92,527,477,498,256,90,19,1992,8,87,147,649,180,189,181,26,6,1479,0,0,0,17,32,150,377,249,73,906,0,10,45,187,60,80,64,15,5,461,0,0,7,40,9,6,10,0,0,69,4,42,292,1411,69,40,13,0,0,1875,0,0,6,25,5,18,47,43,19,177,39,440,419,967,342,249,98,36,4,2608,6,50,112,984,788,1301,1625,707,218,5787
LGA27170,0,4,9,17,15,30,128,67,21,287,0,0,0,0,3,0,4,0,0,17,0,0,0,8,8,0,0,0,0,16,4,29,34,278,32,16,15,8,0,411,0,0,0,8,4,0,0,0,0,19,0,0,0,16,4,4,0,0,0,23,0,0,0,4,0,0,0,0,0,8,0,4,0,12,4,8,6,4,0,44,0,0,0,5,0,5,18,11,8,63,0,0,0,3,3,0,4,0,0,5,0,0,0,16,3,0,0,0,0,22,0,7,0,5,3,5,0,0,0,16,0,8,6,22,13,8,6,5,0,63,0,0,0,0,0,0,9,3,0,11,0,0,3,12,6,0,0,0,0,20,0,0,0,3,3,0,0,0,0,13,0,24,32,48,3,0,0,0,0,107,0,0,0,3,10,10,46,54,14,140,4,28,29,100,85,73,61,20,8,409,0,0,0,0,0,0,3,0,0,6
LGA27260,4,8,33,109,78,73,155,83,33,569,0,15,28,64,77,112,142,94,48,582,12,59,44,370,88,121,64,3,0,772,600,3766,4472,35696,3109,1368,1131,243,50,50435,12,56,123,1160,314,96,113,29,0,1896,6,41,74,485,90,41,20,0,0,762,5,20,42,139,88,42,28,14,0,368,0,30,27,185,50,44,51,31,8,424,0,24,37,138,112,330,470,378,201,1691,3,19,31,126,68,15,7,3,0,279,8,52,55,475,150,43,28,10,5,837,12,41,82,554,216,148,56,15,0,1126,23,270,281,1289,354,271,212,48,6,2760,0,9,7,38,64,215,417,200,35,982,0,17,48,368,91,61,47,23,0,661,3,33,313,1318,515,260,117,73,28,2652,5,26,142,1004,103,39,31,3,0,1350,5,7,9,33,17,30,89,54,19,256,249,1725,1741,3480,1130,762,284,82,8,9449,6,6,15,178,163,182,163,52,9,775
LGA27350,4,16,14,211,72,36,55,43,9,455,0,0,0,38,27,120,190,400,199,975,5,18,27,178,42,30,14,17,3,329,3,22,79,511,55,25,24,15,4,734,3,3,36,157,17,12,15,7,0,253,0,0,6,115,21,8,10,0,0,161,0,0,0,19,6,8,0,0,0,35,0,4,13,456,47,38,37,11,5,612,0,10,16,156,31,80,144,139,157,730,0,14,10,154,48,11,8,4,0,249,0,6,12,142,20,8,0,0,0,191,0,0,0,27,4,12,9,8,5,61,5,5,70,442,106,95,81,29,8,825,0,0,0,7,4,4,23,12,7,57,0,0,5,36,6,14,0,3,0,63,0,0,0,14,8,5,4,0,0,31,0,5,29,53,0,0,0,0,0,89,0,4,11,95,16,17,22,26,0,203,4,17,157,1733,329,213,128,41,10,2619,0,0,0,22,6,17,27,10,4,90
LGA27450,0,9,17,91,92,154,298,229,85,973,0,3,0,9,16,33,50,43,13,161,3,12,12,77,29,24,8,4,6,174,4,78,74,568,152,94,85,40,14,1115,3,5,12,59,36,8,24,7,6,167,0,23,15,187,44,22,13,4,0,310,0,0,0,7,0,3,5,0,0,21,0,13,15,91,51,55,76,56,17,375,0,4,7,53,32,116,277,219,128,833,5,10,10,42,38,11,12,3,0,128,3,10,8,57,25,13,4,0,0,113,0,0,0,19,15,18,12,6,0,68,7,97,40,122,68,67,47,13,5,463,0,0,0,8,3,18,43,26,3,100,0,5,0,25,6,24,17,4,0,91,3,63,276,611,171,66,44,11,0,1249,0,5,9,50,14,0,0,0,0,79,0,7,13,68,107,155,495,384,156,1387,0,67,98,526,405,405,247,66,20,1842,0,0,0,15,5,19,9,8,0,53
