LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,5,0,0,24,0,0,0,10,7,4,6,0,0,32,0,0,0,0,5,0,7,0,0,12,0,0,0,0,0,0,0,0,0,4,0,4,5,9,16,18,21,21,7,90,0,0,0,0,0,3,0,0,0,4,0,0,7,13,13,9,11,5,0,59,0,0,0,7,0,3,5,4,0,23,0,0,0,0,0,0,0,3,0,5,0,4,0,4,8,0,0,0,0,19,0,0,0,4,0,0,0,0,0,3,0,0,5,15,15,17,31,11,3,93,0,0,0,29,19,5,0,0,0,59,0,0,0,0,0,10,11,9,3,29,0,0,0,0,0,3,0,0,0,3,0,5,13,72,50,45,54,32,13,273,41,117,109,241,200,198,221,175,135,1424,808,2046,1550,3990,2808,3292,3353,1755,644,20253
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,14,62,18,6,0,0,0,107,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,7,3,0,38,0,0,0,0,0,0,0,0,0,7,0,3,0,16,10,9,3,0,0,43,0,0,0,3,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,0,3,3,8,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,5,13,3,0,35,0,4,0,0,0,0,0,0,0,8,0,3,0,0,4,7,0,0,0,11,0,0,0,9,0,0,0,0,0,12,0,3,5,17,10,16,12,6,4,77,63,119,121,269,171,197,203,103,54,1304,963,2333,1770,3602,2273,2606,2377,1062,381,17374
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,17,5,3,0,0,0,38,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,22,3,4,63,0,0,0,0,0,6,0,0,0,8,0,0,7,11,12,5,12,9,0,58,0,0,3,9,3,5,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,11,5,11,5,4,3,43,0,0,0,4,6,0,0,0,0,11,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,6,0,0,3,24,23,47,37,20,8,159,52,149,129,258,238,268,218,123,27,1468,651,1555,1375,2866,2145,2650,2410,1204,346,15197
LGA25710,0,5,4,12,6,4,0,5,0,29,0,0,0,9,21,8,0,0,0,39,0,9,12,56,27,20,16,4,0,140,0,0,3,24,14,23,9,9,4,82,0,0,0,0,0,0,0,0,0,0,0,11,18,41,53,77,64,37,13,311,0,21,14,22,28,14,17,5,3,122,0,14,36,102,104,53,21,14,3,349,0,3,5,49,53,29,32,11,0,190,0,0,0,14,6,0,0,0,0,27,5,4,13,32,21,7,0,0,0,81,0,4,0,19,9,17,5,5,0,66,4,24,34,66,59,52,48,10,0,290,0,6,10,32,16,16,5,0,0,77,0,0,4,6,14,17,18,7,7,75,0,0,0,9,11,15,4,0,0,48,4,51,65,228,219,217,166,106,38,1085,69,198,147,318,256,249,231,134,79,1683,3221,8447,8400,13232,9874,9297,6646,2909,880,62895
LGA25810,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,20,67,16,14,4,0,0,134,0,0,0,0,0,0,0,3,0,9,0,0,0,10,0,0,0,0,0,12,0,3,3,0,4,8,10,7,0,37,0,0,0,0,0,0,0,0,0,5,0,0,4,10,4,0,0,0,0,25,0,0,0,16,0,0,0,0,0,16,0,0,4,72,0,0,0,0,0,78,0,0,0,12,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,20,0,0,0,5,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11,0,7,6,44,8,14,16,11,5,106,25,89,68,222,133,184,175,152,97,1147,582,1214,1120,2466,1458,1891,1804,1022,384,11948
LGA25900,0,0,16,78,3,9,0,0,0,110,0,3,9,30,30,15,8,0,0,83,3,15,42,434,60,47,33,13,0,643,0,9,0,141,56,92,147,49,26,514,0,0,0,4,3,0,0,0,0,8,0,3,20,297,119,104,73,46,8,676,5,20,31,183,58,27,26,6,3,362,0,12,39,433,150,78,86,15,5,821,0,0,17,163,38,34,22,8,0,275,3,5,5,128,18,14,9,0,0,179,4,15,34,220,41,20,8,0,0,341,0,3,3,96,33,34,16,6,3,197,27,92,109,526,164,144,98,33,4,1207,3,25,43,209,96,62,24,6,4,461,0,0,5,76,33,21,12,3,0,151,0,0,6,62,22,17,6,0,0,115,27,149,234,3037,694,506,520,429,232,5824,179,337,499,2691,915,735,490,365,155,6357,4177,7452,8838,41405,14681,11604,8050,4268,1468,101942
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,4,4,6,0,0,33,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,10,4,32,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,18,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,5,15,15,16,18,14,0,74,29,79,77,130,108,98,125,57,26,716,311,810,683,1422,1123,1228,1302,602,195,7671
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,5,0,23,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,7,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,3,7,0,37,0,16,10,24,22,48,55,57,17,249,86,226,217,374,311,574,798,512,175,3276
LGA26170,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,7,0,0,0,12,0,10,7,42,25,24,7,4,0,124,0,0,0,0,8,7,7,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,32,42,42,9,160,0,0,0,3,3,3,0,0,0,10,0,0,0,13,20,11,20,5,0,71,0,0,0,16,3,4,6,3,0,31,0,0,0,4,0,0,0,0,0,7,0,0,3,10,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,6,20,8,8,26,4,0,80,0,0,3,14,3,9,0,0,0,25,0,0,0,3,4,3,9,0,3,21,0,0,0,5,0,4,0,0,0,13,0,3,7,46,40,59,65,50,12,282,104,230,158,467,277,381,361,238,108,2324,1437,3697,2815,5751,3917,4840,4817,2454,857,30577
LGA26260,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,18,8,8,0,0,0,48,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,14,0,44,0,0,0,0,3,0,0,0,0,7,0,7,7,18,12,3,3,4,0,54,0,0,0,7,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,7,0,0,0,17,8,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,11,3,5,0,32,0,0,0,3,0,3,0,0,0,8,0,0,0,0,4,0,5,0,0,9,0,0,0,9,4,0,0,0,0,22,0,11,5,28,7,13,17,8,0,84,41,102,95,198,124,164,177,135,73,1106,868,1953,1721,3357,2006,2398,2342,1349,585,16588
LGA26350,0,0,11,81,5,8,4,0,0,111,0,0,4,10,18,9,5,0,0,45,3,11,29,442,79,38,33,9,0,651,0,0,4,78,32,48,91,79,73,399,0,0,0,0,0,4,8,0,0,11,0,4,22,187,54,60,56,64,16,461,6,51,87,244,60,45,52,24,0,564,0,10,58,389,126,124,138,48,20,914,0,9,41,329,75,58,86,31,11,636,0,11,16,176,19,17,11,0,0,255,0,9,40,254,54,25,15,0,0,395,0,3,3,61,23,21,9,6,4,129,48,79,149,408,103,89,82,30,9,1004,0,3,65,249,133,103,67,21,8,657,0,0,3,45,9,11,7,10,3,95,0,0,9,56,11,13,10,4,0,105,32,91,244,1901,469,407,466,397,227,4231,131,310,532,1865,546,457,409,354,241,4843,3950,8061,12798,38784,12626,10682,8975,6073,2749,104703
LGA26430,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,9,0,7,4,20,12,15,9,0,0,64,0,0,0,0,0,0,5,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,13,10,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,10,0,0,0,6,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,3,4,13,6,0,0,0,0,25,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,8,3,0,0,23,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,4,3,12,0,0,3,0,5,0,0,0,0,9,5,10,0,22,10,23,25,12,12,100,26,102,71,189,139,221,190,117,67,1120,532,1088,925,2044,1337,1947,2090,1068,433,11455
LGA26490,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,19,0,0,12,26,8,13,4,0,0,62,0,0,0,6,9,3,3,3,4,34,0,0,0,0,0,0,0,0,0,0,0,0,5,34,25,43,51,18,4,188,0,7,0,0,6,5,5,0,0,18,0,8,25,70,52,32,22,8,0,207,0,0,0,12,3,0,4,3,5,23,0,0,0,0,0,0,0,0,0,5,0,5,3,21,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,6,5,20,20,59,27,21,25,9,0,187,0,0,4,9,3,0,0,0,0,15,0,0,0,11,7,11,9,7,0,40,0,0,0,4,0,4,0,0,0,21,3,20,14,158,67,53,81,46,8,451,77,233,155,439,264,258,304,147,110,1986,2301,5133,3651,9037,5178,4936,4628,2099,738,37694
LGA26610,0,8,0,20,6,0,0,0,0,40,0,0,0,0,0,4,0,0,0,7,0,8,13,89,41,18,9,5,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,22,0,0,0,3,0,4,10,4,0,19,0,0,0,3,0,0,0,0,0,7,5,13,11,29,6,10,3,0,0,76,0,3,0,20,3,0,0,0,0,35,3,0,5,39,0,0,0,0,0,50,0,7,7,84,20,11,3,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,23,0,33,14,153,44,69,28,6,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,27,5,15,22,195,73,47,23,12,0,384,85,262,176,505,210,273,198,137,77,1918,1298,2704,2293,5748,2335,2852,2250,1321,597,21403
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,4,17,3,3,0,0,0,33,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,6,0,0,0,0,6,5,7,3,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,4,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,10,7,11,9,7,0,56,22,50,42,99,73,89,102,66,42,581,278,684,491,1106,772,1116,1031,533,217,6223
LGA26700,0,3,0,15,0,0,0,0,0,19,0,0,0,3,8,0,0,0,0,17,5,16,12,95,13,17,20,6,0,175,0,0,0,0,0,0,0,0,0,8,0,0,5,5,0,3,0,0,0,8,0,4,0,12,17,19,28,25,3,102,3,0,0,0,3,0,0,0,0,13,0,0,5,14,26,11,0,3,0,68,0,4,4,21,14,4,0,0,0,50,0,0,4,10,0,0,0,0,0,11,0,0,3,42,9,3,0,0,0,61,0,0,0,0,0,0,0,0,0,3,0,3,0,17,4,7,10,5,0,60,0,0,0,14,5,0,0,0,0,25,0,0,0,0,0,0,0,11,0,17,0,0,0,10,0,0,4,0,0,10,0,5,7,48,26,41,44,42,16,237,71,203,150,377,222,272,270,203,113,1888,1535,3670,3069,6351,3859,4135,3858,2379,952,29808
LGA26730,0,0,0,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,21,16,118,32,22,7,3,0,221,0,0,0,7,0,0,0,3,0,11,0,0,0,5,0,0,0,0,0,5,0,4,5,23,12,25,39,11,9,126,0,0,0,4,0,3,0,0,0,12,0,20,11,44,20,16,0,4,3,121,0,6,12,77,15,5,11,5,0,115,0,0,3,46,4,0,0,0,0,57,5,9,8,39,8,12,0,0,0,82,0,0,0,3,0,3,0,0,0,6,0,5,8,24,11,14,13,0,0,70,5,18,9,68,0,0,0,0,0,113,0,0,0,0,0,0,10,0,0,12,0,0,0,12,3,0,0,0,0,22,0,9,34,164,38,39,27,19,14,333,86,242,202,483,221,214,228,192,116,1981,1828,4352,3945,8742,4444,4592,4080,2362,1065,35406
LGA26810,0,6,3,17,3,3,0,0,0,28,0,0,0,0,4,5,6,0,0,14,7,21,28,129,52,35,25,6,4,290,0,0,0,4,0,8,11,6,6,36,0,0,0,4,0,0,0,0,0,0,0,3,3,20,14,33,57,30,6,159,0,7,7,9,5,5,6,0,0,24,0,18,15,38,21,13,9,3,0,135,0,0,8,37,12,9,12,3,0,77,0,0,0,21,0,4,3,0,0,33,0,5,14,34,15,7,0,0,0,73,0,0,0,4,3,0,0,0,0,5,6,12,3,29,10,13,29,8,3,108,0,5,9,79,30,31,3,0,0,152,0,0,0,4,7,16,10,3,3,34,0,0,4,6,9,10,4,0,0,27,3,16,16,108,48,92,102,55,17,455,146,347,331,802,443,500,540,296,111,3517,2397,5358,4695,10379,5565,6671,6433,3105,1038,45639
LGA26890,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,15,5,39,23,54,59,65,67,46,17,367,238,428,301,750,513,693,621,319,141,4006
LGA26980,3,35,103,378,48,26,13,3,0,609,0,0,6,9,39,18,10,4,0,82,8,71,121,736,179,155,97,21,7,1396,0,5,4,43,50,69,89,53,37,354,0,0,0,13,0,3,4,0,0,18,0,5,5,56,78,87,110,129,54,533,13,128,163,349,198,129,120,49,18,1162,5,31,90,254,171,117,63,53,18,806,8,70,341,1113,309,236,286,126,73,2553,4,48,65,623,135,71,92,14,0,1063,7,26,53,300,97,45,23,12,0,572,0,13,7,51,23,23,14,8,7,142,16,105,110,147,95,82,38,15,0,613,0,72,200,653,560,536,444,144,47,2653,0,6,3,11,25,27,15,16,5,109,0,4,17,73,23,29,12,4,0,159,25,184,333,1053,547,506,551,450,249,3895,175,417,779,1716,581,507,550,471,467,5665,7787,19164,22723,46931,22674,18721,15256,10629,5471,169346
LGA27070,22,164,143,1005,135,57,27,8,0,1564,0,0,3,11,18,3,3,0,0,42,7,172,285,1369,512,410,297,63,15,3126,0,0,5,58,36,42,77,25,13,259,0,20,52,136,98,103,46,18,3,474,3,13,13,62,46,81,79,67,16,376,4,79,67,180,79,63,34,6,0,517,0,47,96,208,139,64,30,15,6,608,9,140,316,1740,619,456,305,109,25,3717,4,8,8,105,23,12,3,0,5,173,3,33,49,316,89,27,18,3,0,540,0,10,20,216,232,230,131,56,16,913,13,50,78,145,40,36,30,0,0,387,14,95,196,1281,815,741,399,99,41,3681,0,5,4,15,17,23,11,0,0,80,0,27,82,216,105,35,6,0,0,480,62,593,783,3172,1395,1207,960,465,154,8802,533,1205,1113,2943,1085,899,761,677,401,9625,16508,32198,27570,73114,27849,22630,17191,9006,3332,229396
LGA27170,0,0,0,14,0,0,0,0,0,21,0,0,0,6,11,0,0,0,0,26,3,33,34,124,49,23,21,4,0,288,0,0,0,0,5,4,6,5,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,39,27,29,10,143,0,0,0,3,6,0,0,0,0,19,0,0,21,28,16,17,3,4,0,96,0,3,3,33,20,0,4,3,0,62,0,4,3,16,0,0,0,0,0,18,0,5,11,18,10,4,0,0,0,45,0,0,0,3,0,0,0,0,0,3,5,4,8,26,10,11,15,0,0,76,5,41,23,100,10,5,3,0,0,187,0,0,0,3,6,7,8,5,0,33,0,6,10,12,11,0,0,0,0,49,11,108,136,212,124,87,106,104,47,931,98,302,265,563,241,231,228,165,78,2165,2702,5982,5372,11287,5198,5034,4491,2334,846,43253
LGA27260,83,614,443,2751,370,114,76,16,4,4465,0,12,15,39,42,7,3,4,0,127,29,398,909,3252,1532,966,438,84,32,7645,0,5,3,133,101,103,128,45,19,533,9,51,121,394,213,173,72,11,5,1047,3,17,53,117,130,232,191,105,49,894,30,260,245,391,256,124,51,10,0,1371,21,193,214,514,319,188,68,38,9,1564,19,157,294,1530,488,263,128,54,16,2960,0,14,16,210,36,21,24,4,0,322,24,389,713,742,140,61,24,4,0,2094,0,4,13,81,65,35,15,9,0,229,40,192,134,180,69,57,34,8,0,724,15,76,179,1124,480,367,187,51,8,2483,0,9,14,36,28,25,16,9,0,136,0,20,56,239,84,27,6,3,0,437,138,1218,1772,6255,2800,1624,867,440,99,15216,1271,2493,1854,5671,1452,972,681,417,219,15033,26099,48025,34051,108101,31385,22013,14415,6061,1852,292011
LGA27350,0,4,9,36,9,3,0,0,0,65,0,0,3,14,18,7,6,0,0,49,0,11,38,311,54,36,30,3,0,487,0,0,4,67,27,12,18,17,0,149,0,4,0,6,3,0,0,0,0,8,4,4,12,255,58,69,50,32,10,489,3,12,27,190,40,16,12,4,0,304,0,3,33,310,67,23,24,11,0,466,3,0,14,180,32,17,14,5,6,273,5,4,11,118,16,6,9,0,0,165,4,9,24,166,47,10,13,6,0,283,0,0,9,61,43,30,20,12,3,183,24,61,86,684,112,66,50,22,0,1117,3,42,160,546,489,525,413,140,77,2398,0,0,0,56,12,9,6,3,4,101,0,0,7,41,10,6,5,4,0,65,36,119,279,2046,490,359,274,189,85,3877,153,322,467,1989,552,521,337,172,94,4620,3636,5894,9149,42116,10219,8427,6200,3199,1268,90114
LGA27450,0,4,3,38,7,4,3,5,0,53,0,8,0,19,39,21,6,3,0,94,0,30,44,230,112,86,56,11,6,578,0,0,7,59,37,51,78,30,16,276,0,0,0,4,5,9,5,0,0,18,0,12,20,88,94,209,220,153,49,842,5,22,24,46,28,27,21,3,0,174,0,17,71,248,233,128,114,48,9,863,0,10,11,169,72,66,54,28,10,419,0,0,0,33,8,7,3,0,0,58,5,21,75,172,43,22,4,0,0,336,0,0,0,9,16,3,0,4,0,39,4,43,43,165,104,71,84,34,0,548,0,10,14,82,33,18,4,5,0,167,0,0,4,12,27,54,30,23,10,152,0,3,11,34,29,30,12,0,0,120,14,69,99,527,386,415,370,311,94,2288,238,596,606,1360,859,816,680,443,195,5792,9298,19732,18154,39500,21524,20271,16358,8550,2677,156068
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,6,5,14,4,0,6,8,0,30,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,6,5,10,0,5,44,13,38,45,95,67,75,82,82,54,560,284,736,589,1168,740,1127,1001,616,297,6556
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,4,0,4,0,3,32,4,19,63,98,27,8,17,9,0,239,21,62,229,376,105,77,56,16,3,955
LGA29499,0,0,3,9,5,0,0,0,0,22,0,0,0,4,0,0,0,0,0,4,0,6,3,24,11,3,0,0,0,46,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,5,10,7,3,0,0,26,0,3,0,9,3,0,0,0,0,12,0,0,5,12,8,9,0,0,0,28,0,0,0,14,8,4,0,0,0,33,0,0,3,16,0,0,0,0,0,15,0,0,6,8,0,0,0,0,0,13,0,0,0,8,3,3,4,0,0,25,3,6,4,18,9,0,0,0,0,36,0,0,6,13,5,10,3,0,0,38,0,0,0,5,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,5,3,18,32,105,31,18,17,3,3,233,146,300,363,1421,586,371,178,34,11,3416,414,730,1131,3553,1393,1074,613,152,29,9089
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,9,0,0,0,27,0,0,0,17,3,14,4,0,0,38
