LGA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
LGA25250,0,0,0,0,0,19,29,38,0,0,7,4,0,0,0,101,0,0,0,0,24,76,191,113,21,34,28,23,14,9,6,549,0,5,8,35,33,52,89,97,19,22,22,23,16,4,3,433,0,7,11,21,243,333,659,375,106,110,90,95,20,4,28,2104,3,54,165,60,21,37,10,6,0,0,0,3,0,0,15,372,15,120,77,52,63,60,39,55,21,18,20,18,5,6,14,580,0,0,6,15,106,66,54,21,8,3,0,5,0,0,0,289,69,102,26,13,42,64,134,70,18,26,22,36,8,0,10,647,11,509,1739,395,131,44,28,92,18,8,9,4,4,0,84,3075,0,0,4,22,76,65,69,54,12,10,8,12,7,0,6,346,0,4,54,65,133,177,1036,744,246,398,489,479,133,33,53,4035,0,3,3,6,28,105,144,69,34,32,29,47,47,0,13,557,0,0,5,5,42,40,98,244
LGA25340,0,0,0,0,4,6,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,35,64,46,54,88,51,9,9,6,12,5,5,9,394,5,13,5,4,45,37,109,87,18,19,26,28,17,0,9,408,0,40,142,49,15,14,0,4,0,0,0,0,0,0,15,292,19,59,58,11,16,8,12,11,0,0,0,0,0,0,11,203,3,6,9,19,21,14,9,4,0,0,0,0,0,0,6,84,100,280,154,68,98,53,89,53,5,3,9,0,3,0,32,935,14,147,363,85,20,7,9,14,4,0,0,0,0,0,44,708,4,8,6,18,32,8,8,14,0,6,3,8,0,0,0,117,21,8,57,44,37,30,85,70,26,16,22,27,3,4,16,468,0,9,9,6,18,9,30,23,5,0,7,5,10,0,3,121,0,4,3,0,19,0,13,9
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,14,4,4,0,0,0,0,0,3,50,0,0,0,0,4,0,4,5,0,0,0,0,0,0,10,26,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,14,24,17,13,19,6,7,5,0,0,0,0,0,0,4,103,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,12,0,0,9,4,3,4,7,14,3,5,0,5,4,0,8,68,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,3,0,0,19,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,0,5,0,12,7,0,0,0,0,0,0,0,38,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,0,0,3,0,0,0,7,0,24,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
LGA25620,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,9,7,0,0,0,0,0,0,0,29,0,5,0,0,0,0,3,3,0,0,0,0,5,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,13,22,8,7,6,0,0,0,0,0,0,0,0,0,5,76,0,7,13,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,9,4,8,9,14,4,0,0,4,6,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0
LGA25710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,9,12,18,20,23,21,8,0,0,0,0,0,7,118,0,3,10,6,24,38,214,124,18,20,19,27,16,0,13,529,0,11,69,12,9,9,0,0,0,0,0,0,0,0,4,109,3,10,17,13,9,0,8,4,0,0,0,0,0,0,0,67,0,0,3,7,12,3,3,0,0,0,0,0,0,0,0,31,48,65,33,26,27,29,56,11,3,0,0,0,0,0,9,310,0,43,99,34,8,6,0,12,0,0,0,0,0,0,4,203,0,4,3,11,15,17,11,6,0,3,6,4,4,0,6,84,0,6,21,23,49,47,143,60,7,13,10,5,0,0,14,380,0,3,0,5,4,15,18,10,0,0,0,0,0,0,0,61,0,0,0,0,30,17,71,101
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,13,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,4,0,0,5,0,0,0,0,26,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,16,7,3,4,0,10,0,0,0,0,0,0,0,0,41,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,17,12,6,11,15,9,3,0,0,80,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
LGA25900,0,0,0,0,0,5,7,6,0,0,0,0,0,0,0,28,0,0,0,0,0,0,13,14,5,4,0,5,3,0,0,42,0,6,15,31,39,53,81,95,38,25,26,32,13,7,3,462,0,5,5,15,111,196,468,386,105,95,80,111,36,9,32,1658,0,10,60,20,12,27,16,5,0,0,4,0,0,0,0,157,7,18,49,25,19,8,9,16,0,9,3,4,0,0,6,180,0,4,6,9,30,30,24,12,0,0,0,0,0,0,0,116,39,60,44,31,63,61,122,95,26,22,36,68,20,5,12,702,10,181,635,117,11,4,10,26,15,5,0,8,3,0,41,1071,0,0,13,33,59,64,61,46,15,13,12,17,8,13,14,352,8,3,42,59,80,109,447,360,131,219,266,295,55,27,43,2131,0,0,9,6,27,75,108,56,20,31,11,23,13,0,6,391,0,0,0,5,33,24,71,125
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,6,3,4,0,0,0,0,0,0,0,0,0,0,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,0,0,3,7,0,0,0,0,37,5,0,0,4,5,6,12,11,0,3,0,3,0,0,3,48,0,6,8,8,0,0,0,0,0,0,0,0,0,0,0,22,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,45,28,15,14,13,7,4,0,3,0,3,3,0,3,169,0,5,12,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,11,3,0,3,6,18,3,38,31,5,9,4,3,0,0,0,119,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,8,0,0,0,3,0,6,6,4,0,0,0,0,0,0,4,20,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,4,4,8,11,0,0,0,0,0,0,3,0,43,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,5,15,22,5,3,17,13,3,0,3,84,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA26350,0,0,0,0,9,14,9,5,0,0,0,0,0,5,0,47,0,0,0,3,3,3,17,13,3,3,17,3,3,0,0,77,0,5,17,31,37,31,77,74,15,13,28,30,17,5,4,384,7,23,21,34,339,471,877,851,243,284,232,352,143,26,58,3962,0,14,38,13,14,39,7,4,0,0,0,0,0,0,3,132,4,35,47,18,16,10,12,11,7,8,3,3,0,0,3,182,0,4,5,4,26,12,14,14,0,0,0,4,4,0,6,94,82,86,40,26,27,28,72,33,12,17,18,21,6,10,9,485,14,320,876,160,27,14,20,34,3,7,3,5,4,0,54,1536,4,8,33,50,133,116,77,103,21,33,29,30,25,9,4,677,10,8,58,68,103,161,450,375,163,240,308,361,119,26,26,2497,0,3,8,25,30,115,116,70,17,30,32,36,19,0,12,521,5,0,0,10,32,35,50,97
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,9,9,4,3,4,8,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,10,6,6,3,0,0,0,0,0,0,0,0,0,46,0,9,9,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,12,3,4,0,0,3,0,0,3,34,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LGA26490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,20,20,23,10,5,0,9,4,0,0,120,0,0,0,0,7,3,6,18,0,0,3,3,5,0,0,56,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,19,27,45,20,8,9,14,36,18,5,7,3,3,6,0,3,205,0,20,13,3,0,0,4,0,0,0,0,0,0,0,0,38,0,3,0,0,8,4,4,3,4,0,0,0,0,0,5,25,0,0,7,13,4,6,13,11,0,4,5,0,0,0,3,73,0,0,0,0,0,4,3,0,0,0,0,8,6,0,0,35,0,0,0,0,0,4,0,4
LGA26610,0,0,0,0,0,0,14,40,0,0,0,8,0,5,4,84,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,9,0,0,0,0,0,17,0,0,0,0,0,0,22,12,0,26,40,16,0,0,4,125,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,9,4,10,4,0,4,0,3,8,0,0,63,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,21,0,3,11,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,14,0,0,0,0,0,0,74,51,16,21,26,43,4,3,0,250,0,0,0,0,0,0,22,17,0,6,5,23,3,0,0,80,0,0,0,0,0,0,5,3
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,4,0,5,0,3,0,0,0,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8,8,0,0,0,0,0,0,0,31,0,0,0,0,0,3,14,7,0,4,0,0,0,0,0,32,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,24,33,11,3,0,10,8,0,0,0,0,0,0,0,3,99,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,43,25,16,17,16,25,0,4,0,157,0,6,0,0,0,0,4,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0
LGA26730,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,4,0,0,11,4,0,5,4,3,0,0,0,34,0,0,0,3,3,4,44,19,21,34,55,49,5,0,8,236,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,4,0,10,4,0,0,5,0,0,0,0,24,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,21,10,14,3,4,0,3,9,4,0,0,0,0,0,0,0,57,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,4,4,56,42,9,10,15,20,7,4,3,180,0,0,0,0,0,0,8,12,3,0,5,0,10,0,0,39,0,0,0,0,0,0,0,9
LGA26810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,11,11,3,3,8,6,0,0,0,3,0,0,0,51,0,0,0,0,0,3,22,14,9,0,0,4,4,0,17,79,3,0,18,14,3,0,0,0,0,0,0,0,0,0,3,50,0,7,3,0,3,0,0,0,0,4,0,0,0,0,4,25,0,0,4,0,5,0,8,4,0,0,0,0,0,0,0,33,42,69,18,18,14,6,14,0,0,3,0,0,0,0,4,188,4,7,9,6,0,0,3,0,0,0,0,0,0,0,3,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,16,0,0,0,7,3,6,75,50,0,16,23,25,4,0,14,228,0,0,0,0,0,4,5,4,0,3,0,4,4,0,0,25,0,0,0,0,0,0,0,0
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,0,0,0,0,11,19,10,22,5,0,0,0,0,0,3,76,0,0,0,10,10,32,46,48,3,11,12,21,12,0,9,205,0,15,13,46,45,34,54,36,7,3,9,4,0,0,4,266,0,26,59,102,1200,2143,7005,4851,1253,1529,1348,1454,434,98,457,21962,0,43,76,34,12,21,8,3,0,0,0,0,0,0,7,207,11,55,50,31,14,28,10,33,4,3,5,4,6,0,8,272,3,3,9,30,98,44,39,18,0,0,3,5,5,0,0,262,107,157,76,47,55,47,62,34,12,0,9,6,0,4,14,613,15,355,882,140,47,20,10,29,8,0,8,6,11,0,39,1564,0,12,33,162,632,589,469,295,75,92,91,79,85,24,59,2705,19,9,79,124,284,458,1687,1120,363,474,686,858,291,53,104,6617,0,11,16,38,88,296,306,109,23,20,27,44,37,4,8,1035,0,0,0,19,77,82,230,457
LGA27070,0,0,0,0,30,83,85,77,16,10,12,8,7,0,6,325,0,0,0,3,10,38,210,123,13,18,8,11,12,0,5,442,0,0,5,11,17,20,40,30,7,6,8,3,0,0,0,161,0,3,6,33,215,394,1597,783,161,174,212,187,44,6,72,3883,0,23,311,105,38,97,41,5,0,0,0,0,0,0,14,640,14,65,132,60,127,128,208,174,21,4,27,5,6,4,25,1003,0,0,5,23,169,152,201,90,15,30,23,24,7,0,17,769,65,62,52,26,32,38,67,33,4,8,3,4,4,4,11,409,39,560,1979,486,186,99,53,277,19,26,3,4,3,4,76,3832,0,0,14,16,93,85,84,58,19,15,8,9,8,3,5,418,4,0,36,89,251,610,6677,3572,952,1012,1418,1599,479,73,262,17030,0,3,0,25,53,99,174,81,15,27,9,17,10,4,10,524,0,0,0,3,44,118,476,1344
LGA27170,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,23,0,0,5,3,0,6,4,4,0,0,0,0,0,0,0,37,0,0,0,0,9,7,27,18,6,4,0,4,0,0,0,80,0,20,61,5,6,9,0,0,0,0,0,0,0,0,4,105,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,18,0,0,0,0,14,7,3,5,0,0,0,0,0,0,0,27,53,121,40,28,10,8,19,9,0,0,0,0,0,0,7,287,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,8,0,5,0,0,0,0,0,0,0,16,0,0,8,4,10,7,167,116,17,24,26,25,11,0,8,411,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,7
LGA27260,0,0,0,0,34,90,99,74,13,19,5,0,13,0,14,361,0,0,0,0,24,133,1327,658,117,97,107,71,46,16,21,2621,0,0,14,21,19,37,68,45,10,11,21,15,5,5,3,264,0,4,5,9,200,525,3103,1820,426,375,338,404,143,28,118,7488,3,23,167,81,30,102,35,9,5,0,0,0,0,0,11,460,0,18,37,22,52,39,186,73,10,9,25,18,4,3,20,532,0,0,3,22,173,186,404,242,57,25,43,52,23,9,13,1260,90,121,64,34,50,38,91,43,7,3,4,11,4,0,8,569,25,98,195,81,36,16,24,59,15,7,0,0,0,4,20,582,0,4,5,11,78,186,202,116,35,20,28,42,15,5,9,772,7,6,54,100,213,1155,17644,12312,3367,3614,4318,5086,1462,380,727,50435,0,4,4,19,76,474,807,244,53,55,50,40,45,6,29,1896,0,0,0,4,27,26,156,424
LGA27350,0,0,0,0,0,12,20,12,4,0,0,3,0,0,0,52,0,0,0,0,0,8,0,10,4,0,4,0,0,0,0,29,0,0,5,20,38,44,60,88,15,25,31,44,18,4,3,395,7,5,6,17,160,349,340,183,39,57,56,39,21,8,22,1306,0,18,53,12,6,36,4,0,0,0,0,0,0,0,0,131,5,10,23,10,4,7,12,8,0,0,6,0,0,0,0,94,0,0,5,3,18,8,8,4,0,3,0,3,0,0,0,59,31,38,25,32,32,54,67,66,27,25,23,17,8,0,10,455,4,205,588,90,19,9,6,28,0,3,0,0,0,0,21,975,0,4,13,32,78,58,39,50,8,5,11,7,5,0,12,329,0,4,19,32,36,60,139,114,53,55,75,89,37,7,21,734,4,4,4,4,25,51,69,35,8,7,9,15,5,0,6,253,0,0,0,3,23,21,36,34
LGA27450,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,7,10,4,0,0,0,0,0,0,0,25,0,5,22,45,33,38,63,34,4,8,6,4,3,0,4,265,3,6,6,11,41,85,364,234,48,34,42,58,30,12,15,986,0,21,56,14,0,17,0,3,0,0,0,0,0,0,3,125,4,16,15,0,7,0,7,18,0,0,0,0,0,0,0,69,0,4,3,10,29,25,8,5,0,0,0,4,0,0,0,85,98,303,187,58,117,56,80,26,3,3,0,5,7,0,22,973,5,40,63,29,6,0,3,0,3,0,0,0,0,0,12,161,0,0,7,10,28,36,48,12,5,3,5,5,5,0,0,174,9,7,56,64,54,82,420,193,56,42,56,29,21,6,19,1115,0,13,9,15,13,24,47,23,4,0,0,3,5,3,5,167,0,0,0,3,17,8,63,144
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,4,3,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,0,4,7,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
