UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL215008,6,0,0,0,6,0,0,6,162,15,4,0,182,0,0,0,184,17,0,201,176,15,0,0,192,0,0,0,192,8,0,200,17,4,7,0,22,0,0,0,22,0,0,22,0,0,0,6,0,0,0,0,0,0,0,0,353,34,11,3,395,0,0,0,399,21,0,420,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,14,0,0,0,14,0,0,14,8,0,0,4,14,0,0,0,14,0,0,14,358,34,11,8,407,0,0,0,406,21,0,430,44,3,0,4,52,0,0,0,52,11,0,67,0,0,0,0,0,0,0,0,0,0,0,0,401,39,11,11,464,0,0,0,462,32,0,496
UCL215009,5,0,0,0,5,0,0,5,17,3,0,0,21,0,0,0,21,0,0,21,48,5,0,0,57,0,0,0,57,3,0,63,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,80,10,0,0,83,0,0,0,83,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11,0,0,86,0,0,0,86,3,0,91,5,0,0,0,9,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,3,3,85,14,0,0,100,0,0,0,100,3,0,104
UCL215010,15,0,0,0,15,0,0,15,163,19,0,0,182,0,0,0,182,5,0,192,272,38,3,0,312,0,0,0,312,7,4,324,19,6,4,0,23,0,0,0,23,0,0,28,0,0,0,0,7,0,0,0,7,0,0,7,457,63,7,0,527,0,0,0,527,17,4,546,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,3,0,0,3,458,67,7,0,528,0,0,0,528,17,4,553,32,0,3,0,35,0,0,0,35,4,0,43,0,0,0,0,0,0,0,0,0,0,0,6,498,66,9,0,569,0,0,0,569,20,7,593
UCL215011,0,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0,35,0,0,35,31,3,0,0,37,0,0,0,37,0,0,37,6,0,0,0,3,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,75,12,0,3,82,0,0,0,84,0,0,84,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,4,0,0,4,71,11,0,0,84,0,0,0,85,0,0,85,8,0,0,0,8,0,0,0,8,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,81,11,0,3,98,0,0,0,99,3,0,103
UCL215012,0,0,0,0,0,0,0,0,133,12,5,3,157,0,0,0,157,3,0,157,156,49,6,0,213,0,0,0,213,6,3,220,29,0,3,0,30,0,0,0,30,0,0,30,9,0,0,0,12,0,0,0,12,0,0,12,329,61,14,4,404,0,0,0,404,13,3,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,329,65,14,4,407,0,0,0,410,13,3,426,25,4,0,0,34,0,0,0,34,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,356,67,16,4,440,0,0,0,440,14,3,464
UCL215013,13,0,0,0,13,6,0,18,289,33,13,0,343,0,0,0,343,9,0,350,326,26,3,5,363,3,0,3,362,5,0,368,51,11,9,0,70,0,0,0,70,6,0,74,5,0,0,0,10,0,0,0,10,5,0,11,678,72,23,8,782,3,0,3,789,24,0,804,7,0,3,0,9,0,0,0,12,0,0,12,32,4,0,5,41,0,0,0,41,4,0,37,37,5,3,5,46,0,0,0,50,4,0,48,713,76,25,9,831,4,0,4,834,25,0,859,177,36,5,0,219,0,0,0,220,29,0,251,0,0,0,0,0,0,0,0,0,0,7,10,888,112,29,16,1046,6,0,6,1058,57,7,1123
UCL215014,0,0,0,0,0,0,0,0,37,0,0,0,41,0,0,0,41,0,0,41,101,15,0,0,112,0,0,0,112,12,0,118,13,0,0,0,13,0,0,0,13,4,0,13,3,0,0,5,10,0,0,0,10,0,0,10,150,19,0,5,170,0,0,0,170,17,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,3,0,5,0,0,3,0,0,0,3,0,0,3,157,16,0,5,171,0,0,0,171,17,0,184,54,11,0,0,64,0,0,0,64,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,205,29,0,5,239,0,0,0,239,18,0,250
UCL215015,0,0,0,0,0,0,0,0,86,16,0,0,102,0,0,0,100,3,0,105,99,26,8,0,135,0,0,0,135,10,0,144,20,3,0,0,24,0,0,0,24,0,0,24,0,0,0,3,3,0,0,0,3,0,0,3,201,46,7,3,261,0,0,0,262,17,0,275,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,201,47,7,3,265,0,0,0,265,17,0,284,23,13,0,0,41,0,0,0,41,3,0,47,0,0,0,0,0,0,0,0,0,0,3,3,227,61,7,3,305,0,0,0,304,22,3,327
UCL215016,4,0,0,0,4,3,0,11,141,4,9,7,161,0,0,0,164,4,0,168,218,14,10,9,247,3,4,4,248,12,0,262,47,4,3,0,53,0,0,0,53,0,0,53,5,0,0,3,3,0,0,0,3,0,0,3,415,22,20,15,469,3,4,3,470,18,0,493,0,0,0,0,6,0,0,0,6,0,0,7,16,0,0,0,16,0,0,0,16,0,0,16,21,4,0,0,19,0,0,0,19,0,0,23,434,25,20,15,489,3,4,3,493,18,0,517,108,26,14,3,150,0,0,0,150,26,0,174,0,0,0,0,0,0,0,0,0,0,0,0,542,44,33,25,639,3,4,3,644,49,0,689
UCL215017,8,0,0,0,8,0,0,11,136,9,0,0,142,5,0,5,151,3,0,155,249,11,4,7,272,0,0,0,272,4,0,275,42,0,8,0,49,0,0,0,49,0,0,49,9,0,0,0,10,0,0,0,10,0,0,10,428,24,14,10,470,5,0,5,477,7,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,4,0,0,4,427,26,14,10,479,5,0,5,482,7,0,486,78,0,3,12,96,0,0,0,96,3,0,103,0,0,0,0,0,0,0,0,0,0,4,6,512,28,19,20,580,5,0,5,582,15,4,598
UCL215018,0,0,0,0,0,0,0,0,81,25,0,0,106,0,0,0,106,3,0,111,123,21,0,0,146,0,0,0,146,5,0,149,21,0,0,0,20,0,0,0,20,0,0,22,5,0,0,0,5,0,0,0,5,0,0,5,223,48,0,0,282,0,0,0,282,12,0,283,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,6,0,0,0,6,0,0,6,231,48,0,0,284,0,0,0,284,12,0,294,34,4,4,0,38,0,3,10,43,21,0,65,0,0,0,0,0,0,0,0,0,0,0,0,269,48,3,4,325,0,3,10,330,30,0,362
UCL215019,5,0,0,0,5,0,0,5,64,13,4,0,81,6,3,3,86,0,0,85,137,38,0,0,183,0,0,0,183,9,0,188,26,6,7,0,44,0,0,0,44,0,0,44,0,0,0,5,5,0,0,0,5,0,0,5,226,56,16,4,305,6,3,3,312,9,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,226,56,16,4,305,6,3,5,308,12,0,321,35,0,4,3,44,0,0,0,47,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,262,63,18,5,350,6,0,7,356,15,0,371
UCL215020,0,0,0,0,0,0,0,0,14,5,4,0,30,0,0,0,29,6,0,29,51,13,0,0,65,0,3,3,66,0,0,66,6,0,0,0,6,0,0,0,6,3,0,3,0,0,0,3,3,0,0,0,3,0,0,3,70,16,6,3,100,0,3,3,103,5,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,16,6,3,100,0,3,3,103,5,0,111,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,83,18,6,3,112,0,3,3,117,5,0,123
UCL215021,0,0,0,0,0,0,0,0,34,0,0,0,36,0,0,0,36,7,0,41,70,12,3,0,85,0,0,0,85,0,0,84,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,109,13,3,0,124,0,0,0,124,3,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,13,3,0,124,0,0,0,124,3,0,134,25,8,0,0,38,0,0,0,40,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,143,18,6,0,168,0,0,0,167,7,0,173
UCL215022,3,0,0,0,3,0,0,3,81,19,0,0,104,3,0,3,110,3,0,113,133,23,9,3,167,0,3,7,169,7,0,182,25,4,3,0,35,0,0,0,35,0,0,35,5,0,4,0,4,0,0,0,4,0,0,4,244,51,18,4,312,6,3,10,321,15,0,334,3,4,0,0,11,0,0,0,12,0,0,11,9,0,0,0,11,0,3,3,15,5,0,18,13,4,0,0,19,0,3,3,25,7,0,27,259,52,18,5,332,8,10,12,343,22,0,365,92,26,0,3,119,8,4,16,136,67,4,203,0,0,0,0,0,0,0,0,0,0,0,4,349,75,18,13,456,15,8,26,481,81,7,569
UCL215023,0,0,0,0,0,0,0,0,43,3,0,0,47,3,0,3,48,0,0,48,53,9,0,0,64,0,0,0,64,10,0,78,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,4,0,0,4,105,19,0,0,123,3,0,3,125,10,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,9,110,16,0,0,130,3,0,3,130,10,0,137,35,0,7,0,44,0,0,0,44,9,0,52,0,0,0,0,0,0,0,0,0,0,0,0,140,21,6,0,171,3,0,3,171,14,0,187
UCL215024,4,0,0,0,4,0,0,4,79,0,0,0,81,0,0,0,81,0,0,81,81,7,0,4,92,0,0,0,92,0,0,93,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,0,0,3,167,11,0,8,187,0,0,0,187,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,166,11,0,8,186,0,0,0,188,0,0,188,29,3,0,0,33,0,0,0,33,0,0,31,0,0,0,0,0,0,0,0,0,0,3,3,200,18,0,8,220,0,0,0,222,0,3,227
UCL215025,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,13,4,0,17,48,3,3,0,54,0,0,0,61,5,0,62,11,5,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,62,5,3,0,74,0,0,0,77,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,5,3,0,74,3,0,3,82,3,0,89,18,0,3,9,29,0,0,0,29,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,80,5,10,10,106,3,0,3,111,7,0,117
UCL215026,0,0,0,0,0,0,0,0,13,0,3,0,14,0,0,0,14,4,0,15,31,6,0,0,38,0,0,0,38,6,0,43,3,5,10,0,16,0,0,0,16,0,0,16,0,0,0,3,3,0,0,0,3,0,0,3,42,16,6,3,70,0,0,0,70,10,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,41,16,6,3,68,0,0,0,68,10,0,78,17,0,0,0,17,0,0,0,17,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,59,16,6,3,87,0,0,0,87,19,0,103
UCL215027,0,0,0,0,0,0,0,0,25,0,0,0,32,0,0,0,32,0,0,36,34,3,0,3,41,0,0,0,41,5,0,44,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,75,7,0,5,87,0,0,0,86,3,0,90,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,83,7,0,5,93,0,0,0,92,3,0,98,25,4,0,0,30,0,0,0,30,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,109,10,0,5,123,0,0,0,125,6,0,133
UCL215028,3,0,0,0,3,0,0,3,53,11,0,3,64,4,0,4,70,0,0,68,127,22,0,3,156,3,0,7,161,7,0,167,11,6,0,0,23,0,0,0,24,0,0,24,0,0,0,0,4,0,0,0,4,0,0,4,197,39,0,4,248,7,0,12,257,8,0,264,5,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,9,0,0,9,202,45,0,4,252,7,0,12,260,8,0,271,48,8,0,0,59,0,0,0,59,9,0,69,0,0,0,0,0,0,0,0,0,0,0,0,245,53,7,4,310,7,0,12,324,22,0,336
UCL215029,4,0,0,0,4,0,0,4,56,26,0,0,72,4,0,4,75,0,0,75,97,51,0,6,149,0,0,0,149,8,0,154,12,0,4,0,18,0,0,0,18,0,0,18,4,0,0,4,7,0,0,0,7,0,0,7,163,73,4,11,244,4,0,4,249,8,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,77,4,11,244,4,0,4,251,8,0,250,47,15,0,0,55,0,0,0,55,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,205,86,4,11,302,4,0,4,304,8,0,317
UCL215030,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,22,0,0,25,53,3,0,0,55,0,0,0,55,0,0,53,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,82,3,0,0,85,0,0,0,85,5,0,88,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,82,3,0,0,89,0,0,0,89,5,0,92,32,4,0,0,37,0,0,0,36,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,116,10,0,0,120,0,0,0,126,10,0,132
UCL215031,0,0,0,0,0,0,0,0,44,0,0,0,42,0,0,0,42,3,0,46,43,6,3,0,56,3,0,3,57,0,0,55,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,5,5,0,0,0,5,0,0,5,99,4,3,5,113,3,0,3,117,5,0,116,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,101,4,3,5,112,3,0,3,112,6,0,125,34,0,3,3,45,0,0,0,45,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,139,9,10,9,158,3,0,3,168,9,0,171
UCL215032,4,0,0,0,4,0,0,4,78,21,0,0,102,0,0,0,99,8,0,105,107,10,0,0,118,0,0,0,115,4,0,119,10,3,7,4,28,0,0,0,28,5,0,30,3,0,0,6,6,0,0,0,6,0,0,6,192,40,13,7,248,4,0,4,251,15,0,263,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,198,40,13,7,260,4,0,4,261,15,0,269,25,8,5,0,34,0,0,0,34,13,0,48,0,0,0,0,0,0,0,0,0,0,0,3,224,42,10,7,296,4,0,4,296,27,0,322
UCL215033,8,0,0,0,8,0,0,8,271,32,5,0,305,0,0,0,310,12,0,319,279,20,0,0,298,0,0,0,298,5,0,302,30,5,10,0,48,0,0,0,48,3,0,47,9,0,0,0,9,0,0,0,9,0,0,9,590,51,18,0,656,0,0,0,658,18,0,678,3,0,0,0,3,0,0,0,3,4,0,7,7,0,0,0,7,0,0,0,7,0,0,7,10,0,0,0,10,0,0,0,10,4,0,13,605,51,18,0,668,0,0,0,674,20,0,690,130,7,7,3,150,0,0,0,150,4,0,154,0,0,0,7,7,0,0,0,7,0,3,8,735,56,28,9,827,0,0,5,828,28,3,854
UCL215034,0,0,0,0,0,0,0,0,21,3,0,0,23,0,0,0,23,3,0,22,40,8,0,0,43,0,0,0,43,8,0,55,8,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,62,9,0,0,70,0,0,0,70,14,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9,0,0,70,0,0,0,70,14,0,84,9,0,0,0,14,0,0,0,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,77,13,0,0,82,0,0,0,89,13,0,98
UCL215035,3,0,0,0,3,0,0,3,87,5,0,0,91,0,0,0,91,0,0,91,135,20,0,0,156,0,0,0,156,7,0,165,18,0,4,5,23,0,0,0,23,0,0,23,0,0,0,0,3,0,0,0,3,0,0,3,241,25,3,6,274,0,0,0,274,7,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,25,3,6,280,0,0,0,280,7,0,283,82,10,0,0,91,0,0,0,91,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,322,42,3,6,368,0,0,0,368,9,0,376
UCL215036,0,0,0,0,0,4,0,4,37,4,0,0,41,0,0,0,41,0,0,43,89,12,4,0,100,0,0,0,98,0,0,104,14,0,11,0,19,0,0,0,19,5,0,24,0,0,0,4,4,0,0,0,4,0,0,3,141,11,12,5,164,0,0,0,171,8,0,172,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,4,0,0,11,0,0,0,11,0,0,10,142,17,12,5,172,0,0,0,176,7,0,186,24,4,0,0,30,0,0,0,30,6,0,38,0,0,0,0,0,0,0,0,0,3,0,3,166,20,12,5,205,0,0,0,207,20,0,219
UCL215037,4,0,0,0,4,0,0,4,29,0,0,0,35,0,0,0,35,0,0,35,25,5,0,0,24,0,4,4,30,11,0,36,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,53,11,0,0,67,0,4,4,69,9,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,0,0,67,0,4,4,69,9,0,79,35,3,0,0,45,0,0,0,45,3,0,49,0,0,0,0,0,0,0,0,0,0,4,4,88,17,0,0,106,0,4,4,113,18,4,129
UCL215038,0,0,0,0,0,0,0,4,24,0,4,0,24,0,0,0,24,4,0,32,40,15,0,0,56,0,0,0,56,5,0,63,6,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,75,9,5,0,93,0,0,0,95,4,0,103,4,0,0,0,4,4,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,6,0,0,6,75,9,5,0,95,4,0,3,97,4,0,107,26,0,0,0,25,0,8,8,29,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,101,9,4,0,119,4,5,6,129,13,6,144
UCL215039,0,0,0,0,0,0,0,0,29,0,0,0,26,3,0,3,32,5,0,37,62,4,0,0,70,0,0,0,70,8,0,71,12,0,0,0,10,0,0,0,10,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,106,3,0,3,109,16,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8,0,0,106,3,0,3,112,16,0,129,48,0,0,0,49,0,0,0,47,13,0,66,0,0,0,0,0,0,0,0,0,0,0,0,143,8,0,0,156,6,0,6,166,32,0,198
UCL215040,0,0,0,0,0,0,0,0,36,5,0,0,34,0,0,0,36,4,0,41,45,8,0,4,52,0,0,0,52,0,0,52,0,0,3,6,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,72,12,0,3,97,0,0,0,97,4,0,94,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,3,3,3,0,10,5,0,0,0,6,3,0,3,3,3,0,10,79,6,0,3,98,7,0,7,100,4,0,105,11,5,0,0,15,3,0,3,13,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,79,16,0,3,108,5,0,5,117,11,0,126
UCL215041,0,0,0,0,3,0,0,3,74,8,0,0,81,0,0,0,81,6,0,83,183,24,0,3,209,0,0,0,209,6,0,215,19,0,3,0,23,0,0,0,23,0,0,23,0,0,0,9,9,0,0,0,9,0,0,9,271,35,3,10,322,0,0,0,322,10,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,274,35,3,10,327,0,0,0,327,10,0,337,86,0,0,3,86,0,6,8,94,10,0,106,3,0,0,0,3,0,0,0,3,0,8,14,366,35,10,9,424,0,6,8,431,24,8,454
UCL215042,9,0,0,0,9,0,0,9,43,0,0,0,47,0,0,0,47,0,0,47,66,6,4,9,78,0,0,0,78,7,0,88,17,0,3,0,23,0,0,0,23,0,0,23,5,0,0,0,6,0,0,0,6,0,0,6,127,8,3,11,148,0,0,0,148,7,0,160,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,10,0,0,0,10,0,0,10,11,0,0,3,9,0,0,0,9,0,0,9,135,8,3,11,163,0,0,0,163,7,0,168,41,6,0,0,46,0,0,0,46,8,0,54,3,0,0,0,3,0,0,0,3,0,0,3,178,16,3,11,212,0,0,0,212,19,0,226
UCL215043,4,0,0,0,4,0,0,4,136,6,0,0,152,0,0,0,152,9,0,161,284,32,0,0,318,0,0,0,318,12,0,329,39,5,0,0,46,0,0,0,46,4,0,50,0,0,0,3,7,0,0,0,7,0,0,7,467,38,5,9,523,0,0,0,523,14,0,540,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,3,6,0,0,0,6,0,0,0,6,0,0,3,471,38,5,9,526,0,0,0,526,19,0,545,119,16,0,3,138,0,0,0,138,19,0,154,0,0,0,0,0,0,0,0,0,0,0,0,590,55,7,15,661,0,0,0,661,33,9,701
