UCL_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL221042,0,0,0,0,0,0,0,4,4,0,3,3,5,15,15,3,12,10,13,7,23,14,4,26,3,8,8,16,0,17,8,3,16,10,3,11,25,0,19,9,0,9,8,0,8,5,0,5,10,0,8,12,0,12,3,0,3,143,58,202
UCL221043,11,22,34,6,3,7,3,5,5,6,34,39,10,86,101,14,28,40,60,15,75,23,17,34,24,9,35,29,4,29,8,4,13,8,10,12,21,6,23,8,0,8,3,3,7,0,0,0,10,0,9,17,0,15,4,20,23,264,254,521
UCL221044,5,13,15,6,0,8,0,5,8,0,14,14,5,46,55,7,19,25,28,19,47,30,21,48,41,8,47,24,12,34,25,10,37,14,0,11,29,4,35,22,0,26,7,0,7,6,0,6,21,0,22,20,0,20,0,11,14,290,198,485
UCL221045,0,3,6,0,0,0,0,3,3,0,3,3,3,13,18,7,8,14,18,3,22,7,5,12,12,6,17,20,8,28,26,9,27,25,4,23,25,11,36,27,0,27,13,0,13,7,0,5,13,0,13,14,0,14,3,7,3,206,87,292
UCL221046,9,0,7,0,0,0,0,0,0,0,0,4,0,9,11,6,10,16,24,8,28,11,4,14,12,11,22,35,8,35,38,10,43,28,3,30,80,4,85,50,0,50,50,0,53,20,0,20,26,0,26,26,0,25,3,3,7,418,71,486
UCL221047,0,0,6,0,0,0,0,0,0,0,0,0,0,9,4,3,5,4,9,7,6,8,0,8,6,6,9,8,0,8,13,0,13,8,0,8,23,0,23,24,0,24,18,0,18,9,0,9,31,0,33,10,0,10,5,0,5,172,26,196
UCL221048,0,3,7,0,0,0,0,3,3,0,0,0,0,10,12,0,6,8,10,9,15,3,10,12,14,4,24,12,0,9,14,4,18,12,0,12,24,0,22,5,0,8,10,0,10,6,0,6,6,0,6,5,0,7,4,3,7,143,60,201
UCL221049,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,5,15,3,4,9,6,8,9,17,0,17,8,0,7,6,0,6,37,6,38,23,0,19,23,6,27,14,0,14,36,0,36,16,3,17,4,0,4,194,26,223
UCL221050,0,7,6,0,0,5,0,6,3,4,21,24,9,39,48,6,16,21,22,12,37,10,7,23,19,10,31,18,5,18,10,3,13,9,3,22,31,7,32,21,0,21,6,0,10,4,0,4,7,5,8,8,0,12,6,0,7,197,141,338
UCL221051,0,3,3,0,0,0,3,3,5,0,17,14,8,36,43,8,20,29,26,10,39,11,10,19,13,14,27,13,9,17,11,5,20,5,3,9,24,0,25,14,0,14,10,0,13,8,0,8,3,4,5,19,0,23,14,3,17,205,141,343
UCL221052,0,0,4,0,0,0,0,0,0,0,4,4,4,11,13,3,5,10,10,4,14,8,9,11,14,6,21,11,0,10,10,4,12,3,0,7,20,0,18,15,0,15,9,0,10,14,0,14,8,0,12,6,0,6,4,4,3,140,44,186
UCL221053,3,0,5,4,3,3,0,0,0,0,4,3,7,19,24,10,8,20,33,5,38,22,7,29,29,10,37,23,0,31,12,3,18,20,11,25,20,4,21,15,0,15,10,0,10,3,0,3,7,0,9,13,0,13,8,5,10,242,74,324
UCL221054,0,0,0,0,7,5,0,4,7,0,5,5,0,40,38,5,21,22,24,10,33,9,8,22,16,11,20,14,5,21,11,9,19,10,0,15,27,3,35,11,0,11,17,0,17,0,0,0,7,0,13,10,0,10,0,4,7,167,127,291
UCL221055,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,6,4,7,5,0,10,5,0,5,3,4,10,5,0,11,8,0,13,20,5,26,25,0,20,20,0,20,16,0,16,41,0,45,8,0,8,0,0,0,180,20,198
UCL221056,0,0,4,0,0,0,0,0,0,4,7,11,0,23,24,11,4,15,14,3,14,5,6,11,10,8,16,15,8,24,5,5,11,5,0,5,9,5,13,0,0,0,5,0,5,0,0,0,0,0,0,11,0,14,0,0,3,111,73,184
UCL221057,3,3,6,0,5,5,0,0,0,0,0,0,0,6,9,0,3,7,10,0,9,14,8,24,10,8,20,12,3,18,7,0,15,17,0,17,28,0,28,15,0,15,17,0,24,10,0,10,12,0,12,20,0,20,4,5,9,200,40,244
UCL221058,0,0,0,0,0,0,0,0,5,0,0,0,3,7,8,3,0,3,11,4,12,4,0,4,6,5,13,12,7,18,7,4,12,9,5,6,24,3,27,19,0,19,11,0,11,8,0,8,14,0,14,5,0,5,5,6,10,143,34,173
UCL221059,4,4,10,0,0,0,0,0,0,0,3,0,0,16,20,3,8,6,9,3,11,9,10,23,14,6,28,23,8,28,15,0,21,18,0,20,37,5,42,21,0,25,3,0,8,9,0,9,17,0,21,15,0,12,0,5,7,214,77,286
UCL221060,5,4,3,0,0,4,0,7,9,0,3,3,8,34,40,5,15,21,18,7,27,27,12,43,21,6,29,18,10,30,9,3,14,9,5,11,12,0,10,11,0,11,5,0,5,3,0,3,8,5,11,7,0,7,7,5,10,180,113,291
UCL221061,7,4,7,0,0,3,5,0,5,4,8,8,11,22,32,3,8,14,16,9,29,13,10,25,17,11,32,23,5,28,10,3,12,13,0,18,17,4,17,16,0,16,9,0,13,7,0,7,21,0,27,14,3,15,10,4,12,212,92,299
UCL221062,3,9,6,0,7,5,4,9,7,3,18,23,10,55,65,5,33,47,42,7,54,22,15,32,25,15,38,22,9,33,12,3,16,10,3,15,26,0,25,11,0,11,6,0,6,3,0,3,7,0,7,17,0,20,5,29,33,230,208,436
UCL221063,0,0,9,0,0,0,0,4,4,0,9,15,6,36,39,9,15,13,24,3,32,17,8,24,10,4,21,10,0,10,8,0,10,5,3,10,16,3,18,6,0,10,12,0,13,6,0,6,14,0,11,4,3,12,3,4,11,148,102,249
UCL221064,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,6,13,3,13,3,9,11,8,0,12,18,3,18,14,0,18,13,4,17,32,3,34,35,0,35,13,0,15,9,0,9,3,0,3,16,0,16,0,0,0,188,42,228
UCL221065,0,4,4,0,0,0,0,0,0,0,5,5,4,4,7,0,4,9,5,6,12,3,4,11,10,4,9,14,5,16,6,5,10,14,0,16,14,7,19,22,0,22,15,0,14,3,0,3,27,8,34,9,0,9,0,0,4,140,51,190
UCL221066,0,0,0,0,0,4,0,4,4,0,3,3,4,12,16,7,5,8,9,3,11,14,6,21,16,5,20,17,0,21,11,0,11,18,3,27,38,0,38,16,0,16,11,0,11,6,0,6,14,0,17,16,0,16,0,0,0,194,55,248
UCL221067,0,3,5,0,0,0,0,0,0,0,3,8,0,12,15,0,3,9,12,0,16,11,13,24,16,3,17,14,7,27,11,3,20,10,0,13,22,0,24,16,0,16,9,0,9,9,0,9,9,0,4,3,0,3,3,3,10,145,73,215
UCL221068,0,3,3,0,4,4,3,4,3,6,5,3,4,7,16,6,10,18,13,6,24,9,10,23,7,4,12,14,8,18,9,0,10,7,4,9,17,7,17,8,0,8,5,0,6,4,0,4,3,0,5,7,0,12,5,3,5,127,78,209
UCL221069,3,4,6,0,0,0,0,0,0,0,5,11,5,32,35,3,6,14,15,10,24,15,7,27,27,14,43,27,4,38,13,4,15,17,4,24,37,15,49,22,0,22,17,0,19,7,0,11,20,0,19,22,5,28,0,7,9,255,134,390
UCL221070,0,0,4,0,0,3,0,9,6,0,17,17,4,31,37,11,22,33,26,16,42,23,15,35,27,14,40,22,8,31,17,7,22,14,3,21,32,6,36,22,0,22,11,0,16,6,0,6,8,6,8,17,0,17,8,4,14,257,146,406
UCL221071,0,4,4,0,0,5,3,3,3,0,9,13,3,13,18,3,14,15,27,18,46,16,7,28,28,17,45,29,5,31,18,0,22,11,5,18,22,0,26,9,0,11,10,0,13,4,0,4,8,0,8,10,0,10,4,6,13,219,117,331
UCL221072,3,0,3,0,0,0,0,6,6,0,0,0,0,7,6,0,5,6,10,6,12,5,5,8,16,3,20,9,0,11,15,0,15,9,4,13,26,5,25,6,0,6,12,0,12,4,0,4,14,0,14,5,0,5,0,4,7,139,47,190
UCL221073,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,11,5,0,5,5,5,7,7,0,7,10,0,10,5,0,5,20,3,22,16,0,15,11,4,12,11,0,11,25,0,27,11,0,8,0,0,0,137,18,158
UCL221074,0,3,3,3,4,4,0,3,3,0,9,10,8,31,38,0,14,18,16,8,26,9,11,20,23,13,31,16,4,26,19,7,26,16,7,21,26,4,28,17,0,17,17,0,19,6,0,9,34,3,32,16,0,16,0,4,5,227,124,352
UCL221075,4,4,4,0,6,6,0,0,5,4,6,11,0,23,27,0,13,15,24,14,41,22,19,41,11,11,19,23,5,28,15,3,19,21,3,24,32,3,39,15,0,15,15,0,15,8,0,8,24,3,26,15,0,15,5,5,9,235,123,355
UCL221076,3,6,6,6,4,7,4,6,8,0,18,21,4,50,53,5,22,29,31,8,36,30,18,47,27,15,44,24,8,32,4,4,12,10,4,15,16,7,26,14,0,14,8,0,11,4,0,6,19,5,26,13,0,13,8,7,20,235,189,423
UCL221077,0,8,3,0,0,3,0,3,8,4,13,20,3,33,35,4,16,19,24,10,35,19,12,31,9,17,27,13,6,22,20,4,28,11,3,9,12,0,17,8,0,8,6,4,8,5,0,5,7,0,7,7,0,9,9,7,14,169,143,312
UCL221078,0,0,0,0,4,4,0,0,0,0,8,11,4,8,8,4,8,11,7,3,12,9,13,23,8,4,13,8,7,13,14,0,17,13,0,16,22,0,22,17,0,19,6,0,12,6,0,6,17,0,17,8,0,8,4,0,4,154,61,214
UCL221079,0,0,5,4,3,6,0,6,6,0,17,17,7,47,52,12,10,19,23,6,21,14,10,27,12,13,24,24,4,29,11,0,11,14,5,22,7,0,9,8,0,8,3,0,3,3,0,3,4,0,6,5,0,5,8,7,14,158,133,286
UCL221080,0,0,4,3,0,4,0,4,4,0,9,10,4,17,19,5,13,17,13,9,16,12,6,11,13,12,29,14,5,19,13,12,21,6,0,10,23,7,26,10,0,12,15,0,16,6,0,8,12,0,18,8,0,4,0,3,4,157,96,260
UCL221081,3,0,9,4,0,4,0,5,5,0,3,10,4,33,43,0,12,17,16,6,24,12,10,26,10,9,22,17,10,23,8,0,8,13,8,15,16,0,17,8,0,10,6,0,6,3,0,3,9,0,9,4,4,9,0,6,6,138,106,248
UCL221082,0,3,8,0,0,0,0,0,0,0,6,6,8,8,14,0,3,11,4,9,18,9,14,27,11,15,24,19,15,31,13,19,31,15,12,24,32,10,47,29,0,29,28,3,25,12,0,12,43,4,46,13,0,13,0,3,5,223,142,365
UCL221083,3,4,4,0,6,6,6,3,10,0,6,6,8,32,35,3,30,32,21,5,29,11,11,22,24,12,31,26,11,33,20,14,34,15,5,22,50,4,52,19,0,22,21,0,21,15,0,15,22,0,23,24,0,21,7,9,12,296,137,434
UCL221084,3,0,7,0,0,3,0,5,3,0,4,4,3,16,25,4,9,11,18,0,20,6,14,16,18,9,22,20,6,26,12,10,22,20,0,17,33,9,43,24,0,22,17,0,17,10,0,10,20,4,27,18,0,18,0,3,7,223,91,319
UCL222001,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,3,0,3,4,0,4,6,0,6,3,0,3,0,0,0,16,0,12,6,0,6,7,0,7,9,0,9,15,0,15,7,0,5,0,0,0,87,6,95
UCL222002,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,4,9,8,3,6,8,0,7,6,3,8,12,0,15,10,0,8,10,3,17,12,0,13,7,0,8,4,0,7,22,0,28,13,0,13,0,0,0,119,35,148
UCL222003,0,5,4,0,0,0,0,0,0,0,5,6,0,5,11,0,0,0,11,0,7,10,0,9,3,3,5,4,3,3,3,5,5,5,0,4,15,0,18,17,0,17,9,0,9,5,0,5,4,0,4,6,0,6,0,3,4,88,26,115
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,4,4,0,0,0,0,0,0,0,3,3,0,13,15,0,12,12,0,4,4,5,3,11,8,3,11,4,7,7,4,0,3,9,0,9,11,0,11,0,0,4,3,0,3,0,0,0,4,0,4,7,0,7,0,3,3,55,46,104
UCL222006,0,0,0,0,0,0,0,0,3,0,0,6,0,10,10,0,0,3,14,5,18,3,0,9,8,6,13,11,4,14,4,0,9,3,0,3,7,0,7,3,0,3,13,0,13,3,0,3,14,0,16,10,0,10,0,6,6,107,39,152
UCL222007,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,3,0,3,3,0,3,4,3,4,7,0,7,5,0,10,6,0,12,12,4,12,7,0,7,0,0,0,7,0,7,3,0,3,4,0,4,0,0,4,67,18,81
UCL222008,0,0,0,0,0,0,0,0,0,4,5,8,0,15,15,0,8,9,8,3,14,4,4,10,4,9,15,12,6,17,4,6,17,10,0,6,15,7,23,4,0,4,11,0,11,4,0,4,9,3,12,4,0,9,0,0,0,94,65,164
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,8,5,13,9,11,15,14,4,18,16,3,16,6,5,7,7,5,5,9,0,12,5,0,5,3,0,7,0,0,0,3,0,3,6,0,6,4,4,3,91,42,136
UCL222010,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,9,6,9,3,0,3,7,0,8,4,5,7,4,0,4,7,0,7,13,0,13,16,0,16,6,0,6,7,0,7,13,0,13,12,0,9,0,0,0,102,20,126
UCL222011,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,6,3,0,5,8,0,9,11,0,9,6,4,8,6,0,10,12,0,12,13,0,13,14,0,14,0,0,0,14,0,14,6,0,6,0,0,0,93,21,115
UCL222012,0,0,0,0,0,0,0,0,5,0,3,5,3,6,13,0,4,3,12,3,16,5,4,9,5,6,14,9,3,10,10,0,10,8,3,6,10,3,12,16,0,11,7,4,10,0,0,0,9,0,9,13,0,13,0,0,4,117,41,157
UCL222013,0,3,3,0,0,3,0,0,0,0,6,6,0,6,6,0,7,7,0,4,3,3,0,5,13,6,13,8,0,10,3,4,9,5,4,7,13,0,14,3,0,3,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,61,40,103
UCL222014,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,6,0,8,0,0,3,7,5,13,7,0,8,3,0,7,10,0,11,13,3,12,15,0,15,8,0,8,5,0,5,11,0,11,12,0,12,3,4,3,109,29,139
UCL222015,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,9,5,11,3,0,8,11,5,16,7,4,6,9,0,11,5,0,6,24,0,22,12,0,12,5,0,5,3,0,3,6,0,8,5,0,5,0,4,4,113,25,131
UCL222016,0,0,0,0,0,0,0,0,0,0,3,3,0,10,10,0,5,5,9,3,11,6,6,14,9,4,13,11,4,9,0,4,6,10,0,10,7,0,7,0,0,0,4,0,4,0,0,0,3,0,3,3,0,3,4,3,5,65,43,112
UCL222017,0,5,0,0,0,0,0,0,0,0,12,10,0,20,22,0,0,4,9,4,11,3,7,8,6,0,6,5,6,7,0,0,4,4,0,4,9,0,8,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,3,3,45,60,103
UCL222018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,4,3,3,10,0,0,0,4,0,4,3,0,3,8,3,7,0,0,4,0,0,0,21,15,37
UCL222019,0,0,0,3,0,0,0,0,0,0,0,0,4,8,8,3,0,3,4,0,8,10,3,11,10,0,6,3,0,3,5,3,8,8,0,8,15,0,12,14,0,13,8,0,7,6,0,6,8,0,8,4,0,9,3,0,8,107,24,131
UCL222020,6,0,6,0,0,0,0,0,3,0,0,0,0,7,5,3,8,9,5,0,13,0,3,6,7,0,8,8,0,10,3,0,9,3,0,3,17,0,18,0,0,0,4,0,4,4,0,4,0,0,0,12,0,12,0,4,3,80,30,107
UCL222021,0,0,0,0,0,0,0,3,3,0,4,4,0,6,10,0,8,8,5,0,6,6,0,8,5,5,9,7,0,10,3,0,6,6,0,5,12,0,12,0,0,4,9,0,6,4,0,4,11,0,11,8,0,8,6,0,6,81,36,119
UCL222022,0,7,7,0,3,3,0,3,3,0,0,0,0,9,9,0,8,7,9,5,12,0,3,4,7,5,12,10,0,15,4,0,7,4,0,4,16,0,17,6,0,6,7,0,7,3,0,3,3,0,3,6,0,6,0,0,0,70,41,118
UCL222023,0,0,0,0,0,0,0,0,0,0,3,4,4,3,8,5,3,8,7,0,3,6,0,6,6,5,9,6,0,6,5,3,8,15,0,12,29,7,26,23,0,23,9,0,9,6,0,6,4,0,4,14,5,12,3,0,3,132,29,159
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,4,4,15,11,31
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,7,7,8,4,12,5,3,12,4,3,10,0,0,5,3,3,9,4,0,4,3,0,3,4,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,54,38,87
UCL222026,0,0,0,0,0,0,5,0,3,0,3,3,0,0,3,0,0,3,4,0,9,3,3,10,11,3,17,3,0,3,5,0,8,9,0,9,10,0,11,13,0,13,9,6,11,6,0,6,10,0,10,9,0,9,0,0,0,97,20,117
UCL222027,0,3,3,0,0,0,0,4,4,0,0,0,0,8,12,0,4,8,9,0,12,9,0,10,13,0,15,12,0,11,11,0,15,10,0,10,14,3,15,14,0,14,5,0,5,5,0,5,4,0,3,9,0,9,0,5,4,101,36,134
UCL222028,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,6,4,9,0,5,9,0,6,3,7,12,7,0,8,9,3,11,4,0,4,19,4,23,12,0,12,11,0,11,0,0,0,0,0,0,7,0,8,0,0,0,89,32,120
UCL222029,0,0,6,0,0,0,0,5,5,0,7,8,0,15,14,5,0,3,14,3,18,5,4,8,7,4,12,3,0,3,5,0,4,0,0,0,11,0,11,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,6,4,53,49,99
UCL222030,0,4,3,0,0,0,0,0,5,0,0,0,3,7,7,0,4,7,9,4,12,4,4,4,6,5,5,6,0,6,4,0,8,6,0,6,10,0,10,3,0,3,7,0,7,0,0,0,3,3,6,0,0,0,4,4,5,59,28,91
UCL222031,3,0,3,0,0,0,0,0,0,0,4,4,0,14,16,7,3,10,9,3,15,11,3,13,9,3,13,9,0,14,10,0,7,3,0,3,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,4,5,82,48,126
UCL222032,0,4,4,3,0,3,0,0,0,0,0,0,0,9,4,0,10,10,9,0,15,6,6,13,3,9,11,7,0,6,6,0,6,0,3,7,11,6,17,9,0,4,7,0,4,0,0,0,4,0,4,4,3,8,0,3,5,76,60,137
UCL222033,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,6,6,3,3,7,3,3,5,7,4,4,8,6,17,8,3,12,10,0,11,14,3,14,9,0,9,5,0,7,0,0,0,6,0,6,11,4,11,0,0,5,83,34,121
UCL222034,0,0,4,0,0,0,0,3,3,0,11,12,3,11,12,0,0,6,6,3,6,4,7,10,12,4,18,13,0,15,0,4,3,6,0,11,7,0,6,3,0,3,4,0,4,0,0,0,4,3,6,6,0,6,0,3,3,81,57,137
UCL222035,3,3,3,0,0,3,0,5,3,0,9,14,8,17,28,6,7,13,19,9,26,8,4,8,14,0,14,0,0,7,4,0,4,7,0,7,8,0,12,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,7,4,87,64,151
UCL222036,0,0,0,0,0,0,0,0,0,0,3,3,0,10,7,0,0,3,3,6,9,14,4,18,0,3,3,11,0,9,4,0,3,0,0,3,0,0,0,4,0,4,7,0,7,4,0,4,0,0,0,6,0,6,0,3,3,52,33,89
UCL222037,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,4,6,0,7,5,8,10,3,0,3,12,3,14,0,0,0,3,0,3,12,3,18,0,0,0,11,0,11,0,0,0,5,0,8,3,0,3,0,0,0,80,18,95
UCL222038,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,5,3,4,7,0,0,0,5,0,5,6,0,6,0,0,0,6,0,9,10,0,10,8,0,7,0,0,0,7,0,7,3,0,3,0,0,0,60,10,73
UCL222039,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,3,6,0,9,0,0,0,3,4,13,5,0,5,5,0,13,5,4,4,10,0,10,9,0,9,6,0,6,7,0,7,14,0,14,8,0,8,0,0,0,89,15,102
UCL222040,6,7,8,0,0,0,0,0,3,0,6,6,0,8,7,0,8,8,6,4,12,6,3,15,14,4,18,12,3,9,9,4,11,11,6,13,10,0,15,6,0,6,13,0,13,4,0,4,14,0,14,12,0,12,3,0,4,131,54,178
UCL222041,0,0,0,0,0,0,0,0,0,0,4,4,0,8,10,3,4,9,8,6,15,6,0,10,7,3,9,4,3,3,0,0,6,5,0,5,16,0,18,5,0,5,0,0,0,0,0,0,11,0,11,6,0,6,0,0,0,81,28,109
UCL222042,0,3,3,0,0,0,0,6,6,0,3,3,4,11,16,4,6,6,10,5,13,12,0,10,9,3,12,9,0,6,11,0,11,3,0,4,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,5,0,4,71,38,114
UCL222043,0,0,6,0,0,0,0,3,3,3,9,12,3,20,20,4,9,8,11,5,13,9,3,15,11,3,16,14,7,17,8,5,12,5,0,6,14,0,15,16,0,16,0,0,0,0,0,0,4,5,4,7,0,7,3,8,11,118,68,187
UCL222044,3,6,6,0,0,0,3,5,5,0,11,11,0,20,25,3,14,11,9,4,19,9,5,16,8,4,13,8,0,8,3,0,8,3,0,3,11,0,14,0,0,0,0,0,3,4,0,4,0,0,3,11,0,11,0,5,4,78,77,161
UCL222045,0,0,0,0,0,0,4,0,4,0,0,0,3,0,6,0,0,0,0,3,3,4,0,4,0,3,5,7,0,7,10,0,5,5,0,5,14,0,14,13,0,13,4,0,0,3,0,3,13,0,13,6,0,8,0,0,0,82,11,94
UCL222046,0,0,6,0,3,3,0,0,0,0,9,6,3,14,17,4,5,12,13,0,16,13,5,18,3,4,10,13,5,21,5,0,9,7,0,7,7,3,10,8,0,10,5,0,5,0,0,0,0,0,0,9,0,9,9,0,9,101,59,159
UCL222047,4,6,4,0,0,0,0,4,5,0,5,9,0,9,9,0,7,6,10,0,14,10,0,13,6,8,8,4,0,5,4,0,4,0,0,5,6,0,6,8,0,7,5,0,5,0,0,0,0,0,0,7,0,5,0,0,0,58,47,97
UCL222048,0,0,0,0,0,0,0,0,5,0,5,5,0,10,13,0,0,0,11,5,13,0,0,4,5,0,5,7,3,3,3,0,6,8,0,9,9,0,7,4,0,4,4,0,4,0,0,0,0,0,3,3,0,3,0,6,6,58,31,87
UCL222049,0,4,4,0,0,0,0,3,3,0,7,7,0,6,9,0,0,7,3,5,5,13,0,15,3,0,8,12,0,11,7,0,5,5,0,5,17,5,18,4,0,4,5,0,7,0,0,0,5,0,3,9,0,9,3,0,6,77,42,122
UCL222050,0,0,3,0,0,0,0,5,6,0,7,5,5,16,15,0,8,8,11,4,16,10,4,11,8,5,13,15,9,20,7,8,11,10,0,12,22,9,26,14,0,13,4,0,4,0,0,0,8,0,4,13,0,13,0,4,5,133,72,205
UCL222051,0,3,9,0,0,4,0,3,0,0,7,10,0,21,27,5,5,13,10,7,18,10,3,19,8,4,13,14,3,15,11,0,12,8,6,10,16,0,18,4,0,4,5,0,0,0,0,0,9,0,7,16,0,10,3,3,6,137,72,208
UCL222052,0,0,0,0,0,0,0,0,0,4,9,8,0,4,7,12,3,11,5,0,4,8,3,11,4,0,6,10,10,19,4,3,11,8,3,11,17,0,17,13,0,13,7,0,7,3,0,3,7,0,6,12,0,12,3,0,4,120,38,161
UCL222053,0,0,0,0,0,0,0,5,5,3,11,9,4,16,18,4,7,11,19,4,25,11,9,22,12,8,16,6,0,6,3,4,10,7,5,10,20,3,25,13,0,7,0,0,0,3,0,3,0,0,0,5,0,5,5,0,4,116,68,189
UCL222054,0,5,5,0,0,0,0,0,0,0,4,4,0,3,9,0,0,8,10,0,10,4,0,8,3,3,5,4,0,4,3,0,6,4,0,4,9,0,9,8,0,8,8,0,8,5,0,5,0,0,6,3,0,3,3,4,3,77,26,105
UCL222055,3,5,6,0,0,4,0,3,3,0,9,9,4,20,22,6,6,8,22,10,29,12,7,14,11,6,16,9,5,15,5,0,7,7,5,10,13,4,15,5,0,5,0,0,0,0,0,0,3,0,3,10,0,9,0,4,7,103,71,182
UCL222056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,6,3,0,5,5,4,4,0,4,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,3,18,31,41
UCL222057,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,9,9,5,0,6,3,0,5,7,0,7,4,7,14,6,4,12,4,3,3,15,0,10,18,0,18,7,0,7,4,0,4,9,0,9,3,0,3,0,4,4,83,44,120
UCL222058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,3,11,23,36
UCL222059,0,0,0,3,0,3,0,0,0,0,3,3,0,5,5,0,3,3,0,3,3,10,0,5,3,0,3,10,3,12,10,3,5,3,0,3,9,0,9,3,0,3,4,0,4,0,0,0,0,0,6,7,3,4,0,0,3,61,22,82
UCL222060,0,0,0,0,0,0,0,3,3,0,3,3,0,4,4,0,4,3,7,0,10,3,9,14,5,5,6,4,0,9,7,4,10,4,0,5,12,0,14,3,0,3,4,0,4,0,0,0,4,0,4,0,0,5,3,0,6,50,40,96
