SAL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SAL21876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,14,0,0,0,7,3,3,3,0,14,36,22,30,31,40,37,13,0,222,3,0,0,0,8,0,0,0,10,45,18,30,38,50,45,17,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,23,43,38,33,16,5,208,5,0,0,0,3,0,0,0,9,37,16,21,43,44,39,14,5,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,14,0,0,0,7,3,3,3,0,14,70,34,52,77,82,80,28,8,426,7,0,0,0,8,0,0,0,22,76,36,55,87,86,84,30,8,466
SAL21878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,65,58,51,69,76,50,13,6,394,3,4,7,7,3,3,0,0,24,67,67,56,82,81,53,17,10,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,62,52,68,76,51,16,0,380,3,4,3,4,6,4,0,0,27,55,66,58,72,87,53,16,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,115,120,105,145,155,101,25,10,771,3,7,9,11,18,5,0,0,52,117,130,113,153,171,111,27,10,827
SAL21879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,11,0,0,4,4,0,4,0,5,13,48,30,34,55,60,43,9,4,288,6,0,6,11,0,9,0,0,37,57,35,47,71,66,53,9,5,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,30,43,56,58,38,15,4,295,13,5,7,10,4,6,3,3,43,62,40,52,64,61,36,19,6,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,13,0,0,4,3,0,4,0,5,11,100,65,75,110,120,77,28,9,585,15,9,16,15,6,12,5,3,87,114,74,100,131,127,97,30,17,687
SAL21880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,11,0,19,23,24,5,0,87,0,0,0,0,0,0,0,0,0,8,11,0,22,24,23,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,9,5,14,17,15,3,0,66,0,0,0,0,0,0,0,0,3,8,9,5,16,15,16,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,13,24,9,33,42,40,3,0,155,0,0,0,4,0,0,4,0,8,13,24,9,37,48,39,9,0,169
SAL21881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,4,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,6,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,6,0,0,19,0,0,0,0,0,0,0,0,0,3,4,4,3,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,4,5,3,4,0,41,0,0,0,0,0,0,0,0,0,10,5,3,4,5,3,4,0,41
SAL21882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,9,10,4,4,0,28,0,0,0,0,0,0,0,0,0,5,3,6,8,10,4,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,11,0,7,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,12,10,16,4,0,0,53,0,0,0,0,0,0,0,0,0,4,0,12,8,13,4,0,0,55
SAL21883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,0,0,15,0,0,0,0,5,0,0,0,5,4,3,0,8,4,0,0,0,19
SAL21884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,4,12,9,3,0,39,0,0,0,0,0,0,0,0,0,4,0,3,6,10,7,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,5,4,3,0,32,0,0,0,0,0,0,0,0,4,3,0,3,14,0,4,5,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,16,0,6,22,15,12,3,4,71,0,0,0,0,0,0,0,0,4,16,0,6,20,14,11,8,3,78
SAL21885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,7,5,4,9,6,0,0,35,0,6,0,0,0,0,0,0,3,5,4,5,12,9,10,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,13,9,4,0,0,40,0,6,0,0,0,0,0,0,5,9,11,5,16,11,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,13,7,7,19,16,5,0,0,74,0,6,0,0,3,0,0,0,11,11,14,7,20,24,12,0,0,93
SAL21886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,8,10,11,3,0,39,0,0,0,0,3,0,0,0,10,6,8,5,7,19,4,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,8,4,0,3,43,0,4,0,0,3,0,0,0,6,0,11,4,3,10,4,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5,7,21,14,7,3,79,0,4,5,0,8,0,0,0,11,6,24,10,7,29,17,7,3,95
SAL21887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,9,6,0,0,35,0,0,0,0,0,0,0,0,4,7,6,5,3,9,7,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,10,10,5,0,0,29,0,0,0,0,0,0,0,0,3,6,7,9,10,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,15,8,11,10,0,0,72,0,0,0,0,0,4,0,0,8,15,10,15,9,11,12,0,3,76
SAL21888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,6,3,10,4,3,0,26,0,0,0,0,0,0,0,0,0,0,0,6,6,8,10,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,7,8,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,13,6,12,10,3,0,43,0,0,0,0,0,0,0,0,0,0,0,13,6,14,14,3,0,49
SAL21889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,9,0,0,0,0,5,5,6,0,7,14,13,17,8,19,18,8,0,99,0,0,0,0,3,0,0,3,12,19,10,18,9,22,26,12,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,4,12,11,13,13,16,28,4,0,97,0,0,0,0,0,3,0,0,12,11,16,15,16,15,29,4,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,13,0,0,0,4,5,5,6,0,11,31,22,36,16,37,41,16,0,196,4,6,5,4,7,3,5,3,21,31,25,37,26,38,51,18,3,225
SAL21890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,3,3,0,0,24,3,0,0,0,0,0,0,0,3,12,0,0,7,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,10,8,3,3,0,40,0,0,0,0,0,0,0,0,0,13,0,5,10,8,3,3,0,41
SAL21891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,3,0,23,0,0,0,0,0,0,0,0,3,3,3,7,0,3,3,5,0,30
SAL21892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,3,0,0,13,23,13,38,23,33,30,14,0,167,0,0,0,0,3,0,0,0,7,23,13,38,26,40,38,15,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,34,30,31,39,9,5,169,0,0,0,0,0,0,0,0,10,15,10,34,31,30,38,11,5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11,0,0,0,5,0,3,0,0,11,34,19,73,53,64,66,23,5,333,3,0,0,0,5,0,3,0,17,37,22,73,59,68,69,27,8,364
SAL21893,0,4,6,0,0,0,0,0,10,0,8,0,0,0,0,0,0,8,0,13,22,21,55,57,44,23,233,0,24,25,20,54,57,44,23,252,1853,2003,1773,1640,1526,870,409,108,10179,126,153,115,83,72,40,25,12,632,1980,2177,1915,1744,1651,968,476,150,11065,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,8,0,4,36,3,5,4,10,4,8,0,4,37,1664,2100,1797,1754,1606,963,506,208,10597,107,152,116,84,83,45,29,16,627,1769,2254,1915,1846,1695,1015,534,227,11254,4,5,6,0,0,0,0,0,14,0,8,0,0,0,0,0,0,8,3,19,24,28,60,70,47,25,267,7,26,30,29,65,70,47,25,292,3519,4095,3569,3393,3129,1831,913,321,20774,230,308,231,164,160,77,51,31,1253,3754,4433,3833,3589,3353,1974,1011,381,22317
SAL21894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,0,0,0,0,6,5,0,0,6,35,28,25,27,38,14,11,3,178,0,0,0,0,0,0,0,0,5,32,30,22,27,39,24,11,3,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,22,33,29,17,10,0,165,0,0,4,3,0,0,0,0,4,31,17,24,34,29,16,10,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,0,0,0,0,6,5,0,0,6,65,42,51,63,70,36,17,7,349,4,0,3,3,0,0,0,0,10,66,50,54,64,70,39,17,7,360
SAL21895,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,6,8,13,20,9,9,71,0,3,6,12,13,20,9,9,75,634,349,365,570,581,373,142,44,3062,16,29,16,12,14,25,14,18,144,654,379,385,599,604,413,171,65,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,9,600,341,415,625,582,354,169,73,3163,17,14,16,19,18,26,27,35,180,624,354,435,647,604,379,201,115,3343,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,6,13,16,20,17,6,74,0,3,6,14,16,20,17,6,82,1234,688,781,1193,1158,724,314,123,6216,37,40,32,33,39,45,41,51,330,1281,730,822,1241,1209,789,369,179,6630
SAL21896,6,0,0,0,0,0,0,0,10,4,4,0,3,3,0,0,0,9,6,14,15,49,57,44,26,7,213,10,16,20,51,57,44,26,7,236,2594,1770,1929,2198,1610,807,330,52,11280,105,84,67,69,50,17,16,10,426,2709,1870,2012,2317,1718,864,377,73,11940,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,14,12,0,0,0,27,4,0,0,13,10,0,0,0,37,2391,1788,2177,2373,1599,885,391,122,11738,94,76,74,67,44,31,14,4,401,2491,1862,2248,2456,1651,920,407,123,12176,7,0,0,0,0,0,0,0,11,5,4,3,3,3,0,0,0,16,0,14,15,62,62,43,27,7,246,12,22,22,67,68,43,27,7,271,4991,3557,4105,4576,3207,1693,726,176,23023,199,160,142,139,93,49,32,14,825,5201,3737,4263,4778,3371,1789,784,192,24117
SAL21897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,12
SAL21898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,24,9,9,52,0,0,0,9,8,24,9,9,52,112,88,86,98,132,116,66,23,722,13,7,11,9,7,3,3,3,50,120,97,97,107,152,139,72,31,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,0,0,0,4,0,4,0,0,14,106,87,92,103,149,123,78,44,782,12,5,5,4,5,9,3,3,42,120,94,93,108,156,138,81,46,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,25,5,8,61,0,3,0,5,9,25,5,8,62,216,174,185,206,276,244,143,64,1501,25,12,8,12,20,6,4,4,92,237,191,191,221,304,275,158,80,1662
SAL21899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,8,0,0,0,4,0,7,0,6,14,7,30,22,31,62,27,16,12,197,0,3,4,0,0,0,3,0,14,7,27,26,30,65,29,13,12,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,24,19,29,38,45,31,22,26,240,0,0,3,0,3,0,3,0,11,24,18,32,42,51,34,23,26,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,6,14,0,0,3,5,0,7,0,6,11,35,45,53,69,110,60,36,39,441,0,0,4,5,6,0,3,0,28,35,48,61,75,118,67,39,39,483
SAL21900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,9,3,0,0,30,0,0,0,0,0,0,0,0,4,4,0,9,8,9,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,6,0,4,32,0,0,0,0,0,6,0,0,3,3,0,0,6,11,10,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,6,13,17,8,3,3,65,0,0,5,0,0,6,0,0,14,6,4,12,17,17,15,3,5,75
SAL21901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,7,6,0,0,0,33,0,0,0,0,0,0,0,0,0,3,5,7,7,11,0,0,0,27
SAL21902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,8,0,3,5,5,11,5,4,0,31,0,0,0,0,0,0,0,0,3,5,3,5,9,11,4,4,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,7,6,4,3,3,46,0,0,0,3,0,0,0,0,3,12,3,6,4,6,8,3,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,5,9,7,4,15,18,13,9,5,78,3,0,0,0,0,0,0,0,6,11,7,4,19,18,16,9,4,92
SAL21903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,8,16,7,14,16,22,20,4,0,101,0,0,0,0,0,0,0,0,4,16,6,17,17,22,25,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,11,19,14,24,0,0,97,0,0,0,0,0,0,0,0,8,15,12,14,20,17,26,5,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,4,0,0,4,33,16,28,35,37,43,3,4,199,0,0,0,0,0,5,4,0,7,33,22,31,36,34,47,9,4,215
