SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL22687,0,0,0,0,4,0,0,0,0,3,0,0,5,3,30,18,9,0,0,63,0,0,3,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,10,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,9,0,0,0,0,6,0,0,0,0,8,0,0,0,0,10,14,0,0,0,33,0,0,0,0,0,0,0,0,0,0
SAL22688,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,7,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22689,0,0,0,7,10,4,0,0,0,25,15,22,37,73,130,96,20,5,0,395,0,3,4,4,9,10,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,3,11,12,8,13,3,0,0,57,0,0,0,0,4,0,0,0,0,6,0,10,13,12,14,12,4,0,0,66,0,0,5,4,10,7,0,0,0,20,0,9,6,3,21,13,3,0,0,55,18,3,11,6,14,13,3,0,0,58,0,0,0,6,9,7,5,0,0,30,0,0,0,6,3,0,0,0,0,12,0,0,0,0,4,5,5,0,0,13,0,0,0,5,3,0,0,0,0,7,0,0,3,8,18,10,4,0,0,51,0,3,3,4,3,8,4,0,0,19,0,0,0,7,8,10,5,0,0,29,0,0,8,21,30,26,9,0,0,94,5,5,5,22,48,37,9,0,0,124,0,0,0,0,4,4,0,0,0,15
SAL22690,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,0,0,0,14,0,0,0,4,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL22691,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,16,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22693,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,5,4,0,0,31,0,0,12,4,0,8,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SAL22694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22695,0,0,0,4,0,0,0,0,0,6,7,15,23,28,39,26,4,0,0,143,0,0,0,0,5,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,5,5,0,0,24,0,0,3,0,0,0,0,0,0,4,0,4,14,17,11,8,0,0,0,60,0,0,0,4,8,0,0,0,0,15,5,3,7,5,10,6,0,0,0,32,3,0,0,3,0,3,0,0,0,8,0,0,0,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,13,0,0,4,5,3,7,0,0,0,19,0,0,4,5,5,3,0,0,0,15,0,0,5,4,10,0,0,0,0,20,0,6,6,0,11,11,0,0,0,37,0,0,0,0,0,0,0,0,0,3
SAL22696,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22697,0,0,0,0,3,4,0,0,0,10,26,34,91,74,90,116,25,3,0,462,0,7,16,17,18,23,11,8,3,101,0,0,0,0,0,0,0,0,0,0,0,4,3,11,6,17,0,0,0,42,0,0,4,0,5,0,0,0,0,11,4,7,14,12,15,14,4,0,0,65,4,4,5,11,7,12,3,0,0,42,20,13,22,14,9,17,7,0,0,98,3,5,14,0,5,11,0,0,0,38,0,0,14,4,3,7,3,0,0,38,0,0,3,0,0,3,0,0,0,7,0,0,4,3,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,3,0,5,10,5,4,4,0,0,0,25,0,0,4,0,0,3,0,0,0,14,0,0,5,10,18,17,3,0,0,50,0,3,26,10,17,14,3,0,0,74,16,14,45,47,42,72,20,0,0,257,0,0,0,0,0,0,0,0,0,6
SAL22698,8,6,34,21,15,11,5,4,0,101,294,429,1040,909,944,771,181,18,0,4595,10,26,148,71,57,39,23,14,3,397,0,0,13,10,20,13,3,0,0,63,29,46,135,114,131,102,20,0,0,590,0,3,26,35,45,35,9,0,0,154,47,159,338,211,205,136,40,0,0,1143,6,12,37,35,56,40,10,0,0,204,137,109,154,125,127,117,29,0,0,794,177,87,73,52,46,46,8,0,0,490,5,20,50,39,75,77,20,7,0,282,5,11,20,22,32,20,8,4,0,110,0,8,42,52,39,24,6,5,0,180,6,11,21,28,24,19,7,0,0,121,8,32,109,115,88,84,39,6,0,479,13,18,43,64,43,47,10,0,0,244,4,19,139,127,133,102,26,0,0,542,17,64,208,252,254,201,54,6,0,1050,22,118,365,333,303,289,68,8,0,1511,19,22,23,25,31,20,5,0,0,135
SAL22699,0,0,0,0,0,0,0,0,0,0,5,4,4,11,13,20,8,0,0,66,0,0,3,9,4,11,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,0,4,0,5,0,0,0,0,16,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,3,11,0,0,0,16,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SAL22700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22701,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22702,3,3,3,6,13,8,0,0,0,49,121,161,139,219,418,291,68,8,0,1426,5,0,0,0,0,8,0,4,0,22,0,0,4,0,4,0,0,0,0,8,9,21,12,29,52,40,15,5,0,182,0,0,0,7,10,8,0,0,0,22,23,42,33,64,102,64,21,0,0,352,3,3,11,19,34,25,3,3,0,102,47,74,23,30,50,47,9,0,0,283,67,27,8,11,20,16,3,0,0,151,0,6,4,5,32,14,8,0,0,72,0,0,0,11,12,5,0,0,0,32,0,8,9,17,43,31,8,0,0,115,0,6,10,15,10,8,4,3,0,54,7,27,38,41,103,61,33,0,0,301,0,8,13,8,17,10,3,0,0,67,3,11,15,16,43,40,10,0,0,130,15,23,25,55,89,81,13,0,0,298,17,34,56,77,134,102,31,4,0,463,18,7,0,6,15,4,0,0,0,54
SAL22703,0,0,0,0,3,0,0,0,0,3,23,20,26,26,51,39,12,8,0,189,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,0,0,0,27,0,0,0,0,3,0,0,0,0,4,0,10,3,13,17,3,0,0,0,51,0,0,0,0,0,0,0,0,0,7,13,9,7,4,8,6,3,0,0,48,9,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,4,3,10,0,0,0,0,17,0,0,0,0,0,4,0,0,0,12,0,0,0,5,13,10,3,0,0,34,0,0,5,0,0,3,0,0,0,7,0,0,0,0,3,3,0,0,0,15,3,0,3,9,10,13,0,0,0,42,0,8,7,3,8,19,3,4,0,52,5,0,0,0,0,0,0,0,0,8
SAL22704,6,5,3,15,15,3,4,0,0,46,125,116,161,261,364,276,48,3,0,1351,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,8,14,16,25,81,49,13,6,0,193,0,0,5,8,4,7,0,0,0,25,18,47,57,55,69,61,9,0,0,309,0,8,10,18,28,26,4,0,0,95,75,62,31,39,42,46,4,0,0,305,66,23,10,3,15,13,0,0,0,133,0,4,5,15,27,24,3,0,0,76,0,4,10,10,14,8,0,0,0,52,0,3,14,19,36,22,3,3,0,104,0,3,3,16,9,7,0,0,0,43,0,18,24,55,76,37,16,0,0,231,0,3,8,12,20,10,3,0,0,60,0,9,12,33,42,47,6,0,0,150,11,28,40,75,75,81,22,0,0,334,6,23,50,57,114,84,22,0,0,352,10,7,13,11,9,10,0,0,0,61
SAL22705,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,12,0,0,0,0,6,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22706,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,4,0,0,35,0,0,0,0,0,12,9,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,6,0,0,0,3,0,6,6,0,0,13,0,0,0,0,0,0,0,0,0,0
SAL22707,0,0,0,4,0,0,0,0,0,8,11,25,27,29,32,31,9,0,0,162,0,7,0,0,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,6,0,0,0,24,0,0,0,0,0,0,0,0,0,10,5,6,8,13,17,3,3,0,0,55,0,0,0,0,3,3,0,0,0,13,10,5,3,8,8,5,0,0,0,36,7,6,7,0,3,3,0,0,0,21,0,0,0,5,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,4,0,4,0,3,0,0,0,19,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,6,0,0,0,10,0,3,3,9,3,7,5,0,0,32,0,0,7,13,15,13,3,0,0,48,0,0,0,0,0,0,0,0,0,3
SAL22708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22709,0,0,0,0,0,0,0,0,0,0,8,4,8,3,11,3,3,0,0,45,0,0,0,7,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SAL22710,7,21,41,29,45,30,13,9,0,189,558,644,1579,1485,1592,1427,290,28,0,7608,24,47,86,54,46,76,43,19,0,400,0,3,3,22,12,14,3,0,0,54,45,103,369,273,294,222,37,0,0,1343,0,14,50,55,65,36,7,0,0,227,77,145,313,254,205,191,47,5,0,1232,8,20,72,62,54,79,30,0,0,321,361,229,321,247,280,264,67,7,0,1773,356,168,257,177,127,104,38,7,0,1230,7,26,57,76,108,131,35,3,0,432,5,12,32,25,21,16,4,0,0,113,4,12,53,58,53,41,14,0,0,238,3,8,24,30,43,21,19,0,0,151,12,42,140,160,127,110,40,7,0,631,9,31,85,80,89,82,29,0,0,412,10,35,136,200,229,192,30,0,0,837,46,70,302,327,360,293,61,3,0,1474,29,178,658,610,696,693,135,6,0,3007,20,22,41,35,33,35,12,4,0,207
SAL22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,0,3,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22712,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,5,0,0,0,17,0,0,4,4,3,4,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL22713,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,19,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
