SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL20206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,8,5,6,0,36
SAL20207,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,22,13,11,21,28,8,20,0,128
SAL20208,3,22,8,0,21,13,9,11,0,83,0,11,12,5,18,14,0,6,12,85,153,418,339,261,600,527,162,354,33,2859
SAL20209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,9,0,6,4,3,14,0,48
SAL20210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,7,3,3,5,9,5,0,44
SAL20211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,9,3,3,0,33
SAL20212,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,6,6,6,14,9,7,8,0,66
SAL20213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,6,0,15
SAL20214,24,53,48,22,40,56,12,20,0,278,13,44,33,21,52,84,16,44,46,348,463,1409,1072,752,1799,2288,570,1149,102,9601
SAL20215,40,95,67,48,89,81,28,51,3,503,21,63,55,38,134,128,29,60,82,615,725,2230,1736,1155,3008,3674,963,1802,183,15473
SAL20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SAL20217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,13,6,12,14,17,5,22,5,94
SAL20218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,3,0,14,0,24
SAL20219,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,12,9,7,6,17,0,10,0,74
SAL20220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,15
SAL20221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,10,7,4,8,16,3,17,0,74
SAL20222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,7,0,20
SAL20223,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,6,5,16,22,4,22,0,87
SAL20224,61,139,121,64,189,170,41,90,11,885,30,112,90,52,281,270,62,90,147,1141,1099,3576,2879,1938,5761,5724,1473,2569,336,25356
SAL20225,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,7,5,0,5,6,3,14,5,47
SAL20226,0,5,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,6,6,8,0,9,14,5,0,0,41
SAL20227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,5,8,13,6,6,3,49
SAL20228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3
SAL20229,0,0,0,0,5,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,15,35,30,16,59,47,8,36,10,252
SAL20230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,5,0,3,6,0,29
SAL20231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,13,7,0,29,4,32,0,126
SAL20232,0,0,0,0,0,0,0,4,0,5,5,0,3,0,0,0,0,0,0,13,14,23,20,15,22,38,9,16,4,163
SAL20233,9,11,7,5,25,13,9,7,0,85,5,16,12,4,20,38,3,11,27,136,131,239,246,181,570,537,151,265,43,2350
SAL20234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20235,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,16,12,9,36,28,5,14,0,130
SAL20236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,4,0,11
SAL20237,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,8,4,3,0,25
SAL20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,16,0,31
SAL20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL20241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,8,0,25
SAL20242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,7,3,10,14,5,17,0,69
SAL20243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
SAL20244,0,3,0,3,0,4,0,0,0,16,0,4,0,0,0,3,0,0,3,15,13,37,38,28,40,70,15,64,8,310
SAL20245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
SAL20246,0,3,0,0,4,3,4,0,0,18,5,3,0,0,4,0,0,0,8,22,18,48,28,20,76,73,25,40,20,344
SAL20247,0,0,0,0,5,4,0,0,0,15,3,3,0,9,4,0,0,0,4,15,30,83,59,50,62,100,19,62,11,475
SAL20248,9,19,13,8,21,10,0,6,0,94,7,8,8,3,16,11,3,10,11,80,138,323,265,172,368,402,111,227,27,2031
SAL20249,0,7,9,0,9,3,3,5,0,39,0,4,4,3,3,4,0,9,3,27,61,136,146,104,222,191,68,90,8,1022
SAL20250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,14,7,27,22,7,0,4,97
SAL20251,10,19,13,18,8,10,8,10,0,92,17,29,21,6,19,41,12,30,17,188,178,571,379,216,381,653,231,547,37,3194
SAL20252,15,51,44,25,41,43,6,20,0,245,6,33,29,14,52,50,15,15,47,265,370,1233,864,587,1450,1727,380,830,88,7528
SAL20253,14,33,22,10,34,24,5,13,0,144,3,23,17,8,36,35,6,18,21,165,174,595,478,265,745,813,242,407,45,3768
SAL20254,12,31,30,15,29,31,9,5,0,164,9,23,26,16,54,42,10,17,29,214,242,863,618,419,1004,1149,300,550,57,5197
SAL20255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,4,0,0,0,15
SAL20256,0,4,4,0,0,0,0,3,0,6,4,0,0,0,0,0,0,0,0,4,15,35,29,15,19,35,11,26,0,190
SAL20257,0,9,5,0,0,5,0,0,0,25,6,10,7,0,4,12,3,4,10,58,102,234,141,83,116,197,60,139,25,1092
SAL20258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,4,0,3,6,0,3,0,25
SAL20259,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,7,19,22,14,13,28,6,13,0,116
SAL20260,5,5,3,6,8,7,5,0,0,36,0,0,5,4,5,5,0,0,5,27,35,81,77,53,155,147,35,61,9,661
SAL20261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,3,6,0,3,10,0,45
SAL20262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,0,9,0,17
SAL20263,0,0,0,0,5,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,3,6,4,3,12,10,3,7,7,56
SAL20264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,6,4,3,9,0,9,5,40
SAL20265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL20266,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,5,12,4,7,4,9,0,40
SAL20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,6,0,8,0,31
SAL20268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8
SAL20269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20270,0,4,3,0,6,0,0,0,0,10,0,0,0,0,0,4,0,0,0,6,19,27,21,11,16,17,10,26,3,134
SAL20271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,13,6,10,14,21,7,15,8,95
SAL20273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
SAL20274,0,9,4,0,4,3,0,8,0,26,0,0,5,0,0,0,0,0,3,17,17,53,44,32,47,43,11,37,10,292
SAL20275,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,6,0,17
SAL20276,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,11,4,9,5,0,20,0,62
SAL20277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,8,0,3,0,17
SAL20278,11,25,19,9,20,15,4,6,0,107,5,24,15,10,34,39,3,10,17,156,193,430,339,300,760,822,262,380,41,3519
SAL20279,0,0,0,0,0,0,3,0,0,7,0,4,0,0,7,0,0,0,0,13,16,33,22,26,60,187,31,55,10,442
SAL20280,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,5,0,5,12,36,23,12,31,27,5,15,9,167
SAL20281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,27
SAL20282,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,14,7,21,25,7,38,32,6,15,13,161
SAL20283,3,3,0,0,0,3,0,0,0,15,0,3,6,0,3,5,0,0,0,14,21,79,39,15,36,72,10,45,13,335
SAL20284,5,5,6,6,4,0,0,0,0,23,0,3,4,10,0,6,0,0,7,26,34,67,62,71,118,83,30,63,17,541
SAL20285,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,14,3,12,13,3,32,0,87
SAL20286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20288,0,6,3,0,0,0,0,3,0,11,3,6,0,0,5,3,0,4,6,27,27,74,59,32,71,85,15,50,14,430
SAL20289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,8,0,14,5,3,19,0,67
SAL20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,4,0,26
SAL20292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10
SAL20293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,7
SAL20294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,8,6,4,9,3,27,0,81
SAL20295,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,12,11,3,12,13,3,10,0,64
SAL20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13
SAL20297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,13,3,3,0,32
SAL20298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,8,7,16,0,13,5,77
SAL20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,7,3,7,0,35
SAL20300,0,4,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,5,14,25,57,38,36,36,59,19,57,5,335
SAL20301,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,4,3,6,13,0,16,0,52
SAL20302,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,5,6,4,8,8,4,17,0,49
SAL20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,17
SAL20304,35,74,53,36,113,93,26,46,8,489,22,65,44,44,159,127,30,47,69,611,609,1606,1391,959,2747,2715,638,1059,162,11876
SAL20305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,8,3,7,0,25
SAL20306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,11,0,11,0,50
SAL20307,18,23,26,14,33,30,13,11,0,163,7,16,14,10,43,47,3,13,23,173,230,433,430,253,773,877,253,486,48,3780
SAL20308,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,10,0,19,19,8,13,0,64
SAL20309,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,11,9,10,3,9,0,72
SAL20310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,3,0,7,0,5,4,27
SAL20311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,5,0,0,0,22
SAL20312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,7,10,13,5,18,0,64
SAL20313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,3,0,17
SAL20314,15,40,53,21,56,41,8,10,0,239,12,60,69,26,57,60,13,15,94,409,320,1141,1196,559,1526,1339,259,470,123,6933
SAL20315,13,31,37,18,28,37,9,17,0,185,4,41,52,21,48,52,6,16,52,294,287,1019,819,507,1240,1365,306,543,88,6171
SAL20316,15,19,22,14,26,19,6,10,0,145,3,23,11,7,32,45,4,11,27,168,200,708,538,355,838,956,260,417,51,4328
SAL20317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL20318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SAL20319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,8,0,24
SAL20320,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,0,22
SAL20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,5,10,7,10,9,6,8,5,61
SAL20322,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,16,22,20,39,9,34,7,159
SAL20323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,8
SAL20324,21,28,34,24,34,24,4,8,6,178,11,41,32,16,75,50,0,12,83,314,253,615,587,314,1119,882,172,281,123,4341
SAL20325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,0,7,0,16
SAL20326,0,3,0,0,7,4,0,0,0,20,0,3,0,0,8,6,3,0,4,23,35,60,67,38,93,87,24,41,11,450
SAL20327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,7,13,9,7,11,0,12,0,74
SAL20328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL20329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,4,0,11,0,26
SAL20330,4,6,5,0,5,3,4,0,0,20,6,5,0,0,3,4,0,0,5,21,50,61,59,43,104,102,32,58,11,518
SAL20331,3,5,11,7,14,11,4,4,0,49,0,5,9,0,14,8,5,6,5,48,98,220,193,140,338,346,95,211,14,1647
SAL20332,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,5,12,11,8,4,13,0,5,3,66
SAL20333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,6,6,12,4,11,4,70
SAL20334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,0,16,0,36
SAL20335,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,9,14,23,17,9,27,23,11,21,11,147
SAL20336,3,4,3,4,4,5,0,4,0,33,8,6,7,4,6,7,0,7,5,39,114,222,154,120,207,197,63,121,21,1221
SAL20337,27,66,35,37,30,33,11,28,0,272,16,100,59,24,52,107,21,75,75,525,512,1915,1278,831,1357,2317,680,2183,161,11235
SAL20338,14,49,23,18,29,43,18,24,0,214,6,55,26,21,37,81,23,51,47,347,396,1380,853,574,1056,1732,529,1349,88,7960
SAL20339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,16,13,10,8,14,0,19,4,83
SAL20340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
SAL20341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,3,11,0,38
SAL20342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,13,9,0,13,0,48
SAL20343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,6,0,9,0,20
SAL20345,7,12,11,3,26,14,6,9,3,83,4,11,11,9,12,26,3,16,22,118,136,306,238,153,435,456,138,254,49,2155
SAL20346,8,23,13,10,38,23,3,10,3,138,18,29,44,17,65,38,9,11,79,301,187,599,663,322,919,669,147,200,137,3841
SAL20347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,3,5,6,26,0,43
SAL20348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,11
SAL20349,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,3,0,6,0,27
SAL20350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,18
SAL20351,6,23,16,11,48,42,8,9,3,167,10,17,20,16,60,58,4,14,49,253,196,583,492,351,1055,971,243,447,100,4442
SAL20352,0,0,3,0,6,3,3,8,0,35,0,9,3,4,3,9,4,0,11,53,69,110,106,62,262,287,77,130,16,1118
SAL20353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20354,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,11,11,14,5,11,14,15,5,8,4,86
SAL20355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,0,9,0,27
SAL20356,3,13,10,13,14,12,3,9,0,69,3,9,7,0,9,12,4,9,9,64,139,316,263,210,446,518,134,259,20,2301
SAL20357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,15,0,12,0,57
SAL20358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,7,3,10,13,0,43
SAL20359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,7,11,11,4,26,0,66
SAL20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20361,33,76,74,50,122,73,19,28,0,475,22,47,52,32,96,124,33,63,85,555,782,2079,1725,1356,3255,3676,1010,1795,173,15860
SAL20362,25,42,33,22,53,53,13,20,0,266,8,38,24,22,57,84,19,40,39,330,440,1055,847,682,2019,2184,599,1049,76,8953
SAL20363,19,36,33,36,62,59,16,18,0,277,16,36,29,22,68,69,14,26,47,320,474,1239,1028,737,1868,1931,527,956,104,8863
SAL20364,0,0,3,3,0,5,4,3,0,19,0,0,0,0,0,3,0,0,3,14,35,63,49,35,63,70,21,47,3,376
SAL20365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,3,6,0,10,0,42
SAL20366,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,16,10,8,9,19,5,16,12,95
SAL20367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,11,6,10,5,16,0,13,0,64
SAL20368,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,18,15,6,10,11,6,13,0,80
SAL20369,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,6,12,26,7,7,18,30,3,27,0,131
SAL20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,15
SAL20371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,19
SAL20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,9,0,10,12,4,8,0,61
SAL20374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20375,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,10,14,27,17,16,6,22,8,33,3,146
SAL20376,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,24,16,16,25,28,15,20,9,148
SAL20377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,9,4,16,4,59
SAL20378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,11
SAL20381,0,0,0,3,8,3,0,0,0,12,0,6,0,0,3,0,0,0,3,10,15,50,33,32,67,77,12,33,8,321
SAL20382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,14
SAL20383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,5,13,0,38
SAL20384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,7,0,3,3,3,0,37
SAL20385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,8,0,25
SAL20386,22,43,34,23,33,32,8,10,0,198,14,21,15,14,44,42,8,19,36,209,260,821,635,394,1018,1217,337,572,78,5330
SAL20387,0,4,0,0,0,3,0,4,0,12,0,4,0,0,0,3,0,0,6,15,19,49,39,23,42,80,25,45,12,339
SAL20388,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,10,0,8,8,9,6,7,0,45
SAL20389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,0,0,0,0,14
SAL20390,0,4,0,4,0,6,0,0,0,19,0,3,0,0,3,0,0,3,0,13,19,47,40,21,44,64,17,53,6,313
SAL20391,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,3,11,17,5,3,19,16,0,23,0,101
SAL20392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,8,9,0,5,0,41
SAL20393,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,3,10,28,9,13,33,34,14,34,0,164
SAL20394,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,6,17,25,11,11,13,3,33,3,114
SAL20395,0,3,0,0,0,0,0,4,0,13,0,0,0,0,3,0,0,0,3,15,23,38,22,24,33,60,25,25,3,253
SAL20396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,6,0,0,0,29
SAL20397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20398,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,9,7,9,4,5,0,30
SAL20399,33,80,65,36,97,97,39,34,7,485,14,87,80,32,143,124,26,43,121,668,715,2251,1739,1105,3027,2828,679,1085,232,13656
SAL20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,17
SAL20401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,3,15,0,35
SAL20402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,22
SAL20403,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,11,4,4,12,9,5,13,0,58
SAL20404,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,11,28,16,7,27,25,13,28,4,154
SAL20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15
SAL20406,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,0,6,0,27
SAL20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,3,14
SAL20409,9,6,9,4,10,10,0,0,0,50,3,6,5,3,3,3,0,4,12,43,120,260,216,147,312,338,96,241,23,1753
SAL20410,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,5,7,23,20,13,22,22,9,19,0,141
