SAL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SAL22669,0,0,7,9,0,11,3,10,0,44,4,10,18,4,3,14,5,9,0,68,18,25,28,10,8,5,7,6,0,105,28,35,26,8,0,5,4,8,4,111,47,35,33,5,6,0,3,4,0,143,40,32,27,3,0,6,6,5,3,123,5,15,3,0,7,0,4,0,0,39,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,137,164,140,42,22,46,37,45,11,633,0,0,0,15,6,35,0,3,0,60,0,7,3,14,6,13,3,5,0,54,14,52,4,11,14,9,0,0,0,104,16,43,0,11,16,5,0,0,5,111,20,55,9,20,29,7,0,4,0,140,12,41,4,13,23,11,0,7,0,105,0,9,0,5,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,216,18,89,90,77,6,19,12,590
SAL22670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,5,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11
SAL22671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,15,6,6,6,4,0,0,4,0,0,29,8,9,6,0,0,0,0,4,0,32,7,3,6,3,0,0,0,3,0,27,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,25,26,15,3,3,0,16,0,116,0,0,0,3,0,5,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,11,3,17,0,0,0,0,0,0,0,34,5,9,6,4,5,0,0,3,0,33,0,7,0,3,3,4,0,3,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,7,17,14,8,0,10,0,114
SAL22672,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,6,0,0,0,3,4,0,18,5,0,9,0,0,0,0,0,0,19,6,0,12,0,0,0,0,5,0,23,15,0,7,0,0,0,3,0,0,32,8,0,5,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,45,7,34,3,0,3,14,9,0,121,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,4,0,0,0,14,3,9,0,4,3,0,0,0,0,15,8,5,0,0,13,3,0,0,0,30,7,0,0,3,10,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,14,8,16,29,6,0,4,0,108
SAL22673,4,0,19,4,0,10,0,13,0,53,5,6,42,3,0,13,5,16,0,88,13,22,88,8,3,10,18,19,0,180,28,20,58,9,8,3,14,12,7,156,43,20,65,5,9,5,17,29,4,203,43,17,33,5,10,5,18,11,3,149,10,8,13,0,0,0,10,4,0,56,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,151,100,322,35,31,38,85,106,16,885,0,0,7,13,4,22,0,8,0,51,6,17,11,33,9,17,0,0,0,84,19,45,13,36,26,7,3,6,3,158,11,35,14,29,30,10,0,9,0,137,25,25,9,42,56,20,0,17,0,194,14,26,0,25,40,13,5,12,0,138,4,3,0,3,13,8,0,0,0,32,0,0,0,0,5,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,81,152,53,175,184,101,6,54,8,814
SAL22674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,13
SAL22675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,4,3,0,13,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,4,3,0,36,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,3,3,0,0,0,0,33
SAL22676,0,0,12,0,0,3,0,3,0,24,5,0,11,0,0,4,4,4,0,36,8,7,29,0,3,4,5,8,0,56,9,0,28,0,4,0,12,11,0,71,13,9,34,5,4,5,15,7,5,100,18,4,14,3,3,0,20,10,0,74,3,3,6,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,28,143,15,17,21,55,43,10,381,0,0,8,9,0,8,0,4,0,20,5,3,5,11,0,7,3,3,0,35,5,10,5,5,10,3,0,3,0,43,10,19,5,14,20,0,0,0,0,70,17,15,10,17,25,9,0,6,0,88,6,7,0,10,18,13,0,5,3,70,0,3,0,4,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,56,27,64,78,38,9,22,5,344
SAL22677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22678,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,9,6,0,0,0,4,0,0,13,5,3,0,0,0,0,5,0,0,14,3,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,14,8,4,0,0,6,5,0,57,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,5,0,0,3,0,5,0,0,0,22,0,3,0,0,4,0,0,0,0,8,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,12,7,12,0,0,0,54
SAL22679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
SAL22680,0,0,60,25,7,62,12,118,17,303,19,18,132,34,9,27,30,70,5,340,81,147,259,74,27,47,84,129,9,856,142,150,192,66,32,40,97,108,20,843,134,100,163,72,48,54,119,117,19,828,105,83,125,58,49,42,143,109,15,725,45,42,40,13,21,14,47,28,0,253,12,6,6,3,0,5,5,3,0,35,4,0,0,0,0,0,0,0,0,0,537,540,984,339,192,281,528,695,84,4179,3,4,14,71,16,145,6,57,6,321,21,56,31,103,36,69,9,34,10,374,70,317,55,190,105,94,9,53,5,910,84,267,40,169,141,77,12,58,8,847,90,220,48,209,171,73,9,91,14,935,55,178,18,159,181,86,19,94,7,789,19,33,4,30,49,22,3,27,3,195,5,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,344,1080,210,939,711,560,69,406,56,4381
SAL22681,0,0,0,0,0,0,0,6,3,11,0,0,4,0,0,0,0,0,0,5,7,0,3,0,3,0,0,3,0,21,0,0,7,7,0,0,6,0,0,24,7,6,3,4,0,0,9,4,0,36,0,3,10,0,0,0,6,5,0,29,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,14,36,12,6,5,25,25,3,141,0,0,0,9,3,5,0,5,0,15,0,0,0,0,0,0,0,0,0,3,0,6,0,3,3,0,0,0,0,13,3,10,0,9,3,0,0,0,0,19,8,4,0,10,13,3,4,0,0,34,5,8,0,5,3,0,0,0,0,29,4,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,33,4,30,30,10,6,9,5,136
SAL22682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22683,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,3,0,14,0,0,6,0,0,0,0,0,0,8,8,3,4,0,0,0,6,0,0,20,3,0,0,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,12,13,5,0,0,11,15,3,72,0,0,0,0,0,11,0,0,0,18,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,3,0,0,0,17,5,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,8,14,8,15,0,9,0,66
SAL22684,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,8,3,0,0,0,24
SAL22685,3,7,22,11,8,35,7,46,3,145,10,47,62,19,23,44,16,49,6,288,63,192,145,37,49,47,48,48,13,647,206,260,153,31,70,54,47,46,20,884,140,184,151,27,52,50,54,43,16,719,108,117,121,26,48,36,57,51,16,583,46,49,39,9,13,14,25,24,14,225,3,9,0,0,6,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,573,864,691,173,260,275,256,315,86,3503,0,6,6,29,10,80,9,19,0,156,11,59,16,60,34,64,0,16,10,271,55,246,32,65,99,51,6,24,7,581,94,329,44,99,137,55,13,26,15,823,70,201,33,108,166,51,16,33,8,699,42,114,21,73,173,36,18,39,9,522,8,26,7,28,46,17,4,17,6,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,980,155,466,667,353,57,184,53,3210
SAL22686,5,9,34,37,14,62,4,69,7,244,18,105,119,48,42,77,37,49,12,505,118,335,207,43,112,79,55,68,27,1047,260,391,168,40,85,77,57,63,36,1161,269,275,178,47,70,42,76,65,22,1044,210,232,144,42,76,56,82,67,18,924,76,81,51,20,31,18,33,38,3,355,8,10,3,0,4,5,0,6,0,34,3,0,0,0,0,0,0,0,0,3,967,1446,907,268,429,416,344,422,119,5324,5,10,7,48,11,129,0,20,4,233,24,103,25,89,98,113,5,26,8,491,89,371,31,113,177,90,10,33,12,924,140,423,37,125,221,84,9,32,32,1100,142,286,52,149,245,70,26,51,14,1034,87,218,39,127,259,69,17,69,9,894,19,46,9,38,78,17,0,19,8,234,0,3,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,502,1462,189,695,1098,568,70,251,83,4918
SAL22687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,4,0,0,20,3,3,11,0,0,0,4,3,0,22,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,6,0,4,14,13,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,4,7,0,6,10,0,0,4,0,30,0,3,0,0,7,0,0,3,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,11,13,3,3,5,0,63
SAL22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10
SAL22689,0,0,4,8,0,0,0,3,0,15,0,0,8,4,0,3,0,4,0,21,4,9,10,0,0,5,3,8,0,52,8,10,16,4,4,3,7,10,0,67,24,31,16,8,7,6,6,11,0,112,10,18,21,4,6,0,19,11,5,101,6,8,5,8,3,5,3,5,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,55,76,82,30,21,19,41,56,10,406,0,0,0,9,0,0,0,0,0,15,4,0,0,5,0,0,0,0,0,22,0,8,3,14,5,5,0,7,3,37,12,26,3,16,11,4,0,8,0,73,24,27,6,25,15,7,4,13,5,130,11,27,4,34,15,9,0,4,0,96,0,0,0,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,53,96,19,100,48,28,8,31,9,395
SAL22690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,4,0,14
SAL22691,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,16
SAL22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
SAL22693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,12,5,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,12,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,6,0,3,3,4,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,8,4,0,3,0,31
SAL22694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22695,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,15,9,0,17,0,0,0,3,6,0,35,5,0,14,0,0,0,5,0,0,32,8,3,13,0,0,3,8,4,0,34,3,0,10,6,0,0,12,6,0,32,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,60,3,5,4,29,15,7,158,0,0,0,0,0,0,0,3,0,7,0,0,5,3,3,3,0,3,0,15,0,10,0,3,3,5,0,4,0,23,3,3,0,3,4,0,4,0,0,28,8,0,0,8,11,0,0,0,0,39,0,0,0,3,11,0,0,3,6,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,3,23,34,14,7,18,5,143
