POW_SA2_CODE_2021,M_AgFF_H_0,M_AgFF_H_1_19,M_AgFF_H_20_29,M_AgFF_H_30_34,M_AgFF_H_35_39,M_AgFF_H_40_44,M_AgFF_H_45_49,M_AgFF_H_50ov,M_AgFF_H_NS,M_AgFF_H_Tot,M_Min_H_0,M_Min_H_1_19,M_Min_H_20_29,M_Min_H_30_34,M_Min_H_35_39,M_Min_H_40_44,M_Min_H_45_49,M_Min_H_50ov,M_Min_H_NS,M_Min_H_Tot,M_Mnf_H_0,M_Mnf_H_1_19,M_Mnf_H_20_29,M_Mnf_H_30_34,M_Mnf_H_35_39,M_Mnf_H_40_44,M_Mnf_H_45_49,M_Mnf_H_50ov,M_Mnf_H_NS,M_Mnf_H_Tot,M_EGWWS_H_0,M_EGWWS_H_1_19,M_EGWWS_H_20_29,M_EGWWS_H_30_34,M_EGWWS_H_35_39,M_EGWWS_H_40_44,M_EGWWS_H_45_49,M_EGWWS_H_50ov,M_EGWWS_H_NS,M_EGWWS_H_Tot,M_Const_H_0,M_Const_H_1_19,M_Const_H_20_29,M_Const_H_30_34,M_Const_H_35_39,M_Const_H_40_44,M_Const_H_45_49,M_Const_H_50ov,M_Const_H_NS,M_Const_H_Tot,M_WST_H_0,M_WST_H_1_19,M_WST_H_20_29,M_WST_H_30_34,M_WST_H_35_39,M_WST_H_40_44,M_WST_H_45_49,M_WST_H_50ov,M_WST_H_NS,M_WST_H_Tot,M_RetT_H_0,M_RetT_H_1_19,M_RetT_H_20_29,M_RetT_H_30_34,M_RetT_H_35_39,M_RetT_H_40_44,M_RetT_H_45_49,M_RetT_H_50ov,M_RetT_H_NS,M_RetT_H_Tot,M_AcFd_H_0,M_AcFd_H_1_19,M_AcFd_H_20_29,M_AcFd_H_30_34,M_AcFd_H_35_39,M_AcFd_H_40_44,M_AcFd_H_45_49,M_AcFd_H_50ov,M_AcFd_H_NS,M_AcFd_H_Tot,M_TPW_H_0,M_TPW_H_1_19,M_TPW_H_20_29,M_TPW_H_30_34,M_TPW_H_35_39,M_TPW_H_40_44,M_TPW_H_45_49,M_TPW_H_50ov,M_TPW_H_NS,M_TPW_H_Tot,M_IMT_H_0,M_IMT_H_1_19,M_IMT_H_20_29,M_IMT_H_30_34,M_IMT_H_35_39,M_IMT_H_40_44,M_IMT_H_45_49,M_IMT_H_50ov,M_IMT_H_NS,M_IMT_H_Tot,M_FinIns_H_0,M_FinIns_H_1_19,M_FinIns_H_20_29,M_FinIns_H_30_34,M_FinIns_H_35_39,M_FinIns_H_40_44,M_FinIns_H_45_49,M_FinIns_H_50ov,M_FinIns_H_NS,M_FinIns_H_Tot,M_RHRE_H_0,M_RHRE_H_1_19,M_RHRE_H_20_29,M_RHRE_H_30_34,M_RHRE_H_35_39,M_RHRE_H_40_44,M_RHRE_H_45_49,M_RHRE_H_50ov,M_RHRE_H_NS,M_RHRE_H_Tot,M_ProSTS_H_0,M_ProSTS_H_1_19,M_ProSTS_H_20_29,M_ProSTS_H_30_34,M_ProSTS_H_35_39,M_ProSTS_H_40_44,M_ProSTS_H_45_49,M_ProSTS_H_50ov,M_ProSTS_H_NS,M_ProSTS_H_Tot,M_AdSup_H_0,M_AdSup_H_1_19,M_AdSup_H_20_29,M_AdSup_H_30_34,M_AdSup_H_35_39,M_AdSup_H_40_44,M_AdSup_H_45_49,M_AdSup_H_50ov,M_AdSup_H_NS,M_AdSup_H_Tot,M_PubAS_H_0,M_PubAS_H_1_19,M_PubAS_H_20_29,M_PubAS_H_30_34,M_PubAS_H_35_39,M_PubAS_H_40_44,M_PubAS_H_45_49,M_PubAS_H_50ov,M_PubAS_H_NS,M_PubAS_H_Tot,M_EdTrn_H_0,M_EdTrn_H_1_19,M_EdTrn_H_20_29,M_EdTrn_H_30_34,M_EdTrn_H_35_39,M_EdTrn_H_40_44,M_EdTrn_H_45_49,M_EdTrn_H_50ov,M_EdTrn_H_NS,M_EdTrn_H_Tot,M_HltHC_SA_H_0,M_HltHC_SA_H_1_19,M_HltHC_SA_H_20_29,M_HltHC_SA_H_30_34,M_HltHC_SA_H_35_39,M_HltHC_SA_H_40_44,M_HltHC_SA_H_45_49,M_HltHC_SA_H_50ov,M_HltHC_SA_H_NS,M_HltHC_SA_H_Tot,M_ArtsR_H_0,M_ArtsR_H_1_19,M_ArtsR_H_20_29,M_ArtsR_H_30_34,M_ArtsR_H_35_39,M_ArtsR_H_40_44,M_ArtsR_H_45_49,M_ArtsR_H_50ov,M_ArtsR_H_NS,M_ArtsR_H_Tot,M_OthSvs_H_0,M_OthSvs_H_1_19,M_OthSvs_H_20_29,M_OthSvs_H_30_34,M_OthSvs_H_35_39,M_OthSvs_H_40_44,M_OthSvs_H_45_49,M_OthSvs_H_50ov,M_OthSvs_H_NS,M_OthSvs_H_Tot,M_IDNS_H_0,M_IDNS_H_1_19,M_IDNS_H_20_29,M_IDNS_H_30_34,M_IDNS_H_35_39,M_IDNS_H_40_44,M_IDNS_H_45_49,M_IDNS_H_50ov,M_IDNS_H_NS,M_IDNS_H_Tot
209041530,0,3,0,0,8,15,6,6,0,36,0,0,0,0,0,0,0,0,0,0,0,3,5,10,29,28,5,26,0,106,0,0,0,0,4,0,0,0,0,10,0,16,20,16,42,53,9,28,0,187,15,22,38,25,107,121,38,85,3,460,0,28,32,12,56,55,11,25,0,220,0,8,0,4,4,10,5,6,0,39,0,18,27,14,33,43,15,21,5,182,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,8,0,0,0,19,0,0,0,0,3,4,0,5,0,20,0,4,5,3,10,9,6,6,0,44,3,14,6,6,14,9,0,5,3,53,0,0,8,0,8,13,0,0,0,33,0,10,9,7,12,11,0,11,0,57,0,8,0,8,24,16,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,8,3,6,0,27,0,14,17,10,34,42,4,14,32,161
209041531,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,4,8,6,0,9,11,9,12,3,57,0,0,0,0,0,0,0,0,0,5,0,40,22,9,18,9,0,4,0,98,6,3,4,0,0,0,0,0,0,19,0,7,9,4,8,7,10,8,0,50,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,10,0,3,0,17,0,0,0,0,0,5,0,3,0,10,0,5,0,3,4,11,0,5,0,30,0,8,5,0,0,5,0,0,0,14,0,0,0,0,0,0,0,4,0,3,0,7,0,0,10,6,3,8,0,29,0,8,3,10,11,4,0,6,0,47,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,8,0,0,7,9,24
209041532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,4,0,0,10,4,7,6,10,29,42,14,14,0,122,0,0,0,0,0,0,0,0,0,6,0,16,11,3,15,6,3,3,0,60,5,40,14,5,11,6,5,0,0,83,3,9,12,5,4,24,4,8,0,60,0,0,3,0,4,0,0,0,0,3,0,0,0,0,6,4,0,0,0,15,0,0,0,0,0,0,3,4,0,3,0,4,5,0,12,12,0,9,0,36,0,3,3,0,5,4,0,0,0,21,5,3,0,0,8,28,6,10,0,57,3,6,7,0,16,18,10,18,0,70,0,0,0,0,4,4,3,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,16,3,3,0,0,3,6,0,0,6,21
210011226,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,0,8,0,33,5,22,18,26,146,110,35,68,4,429,0,0,0,0,0,4,0,0,0,6,13,25,23,25,120,266,56,108,5,640,0,0,8,4,28,38,10,8,0,95,25,161,48,31,63,46,14,24,6,409,9,47,18,3,13,7,5,8,0,111,11,19,23,10,53,61,10,22,0,211,6,8,5,0,0,4,0,0,0,34,0,0,0,4,5,9,0,4,0,25,4,4,4,4,4,10,5,7,0,41,0,13,4,10,19,27,15,15,0,104,0,8,5,0,12,10,3,0,0,44,0,5,5,0,24,19,3,4,0,61,4,12,4,7,10,6,7,5,0,55,7,3,7,6,26,5,3,11,0,65,3,5,6,0,0,0,0,3,0,16,7,24,15,7,69,81,16,49,4,274,4,7,4,8,46,33,12,17,27,162
210011227,0,0,0,0,4,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,10,6,0,9,48,107,21,40,0,245,0,0,0,0,7,8,5,8,0,26,5,0,6,5,40,46,9,23,0,129,8,19,3,7,38,24,25,14,0,148,33,81,46,34,163,84,29,40,9,513,4,11,17,4,17,9,0,10,3,75,31,27,34,27,147,221,66,127,8,685,0,0,0,0,0,4,0,0,0,7,4,0,0,0,30,34,16,11,0,95,0,0,0,0,3,0,0,0,0,11,3,5,0,4,30,16,6,11,0,80,0,6,8,3,17,11,5,0,0,60,27,35,39,43,281,210,88,92,7,818,4,0,0,0,0,8,3,0,0,16,8,6,9,16,25,31,14,23,0,138,5,15,6,0,8,4,3,6,0,40,3,8,4,6,57,39,6,12,0,128,8,4,10,4,30,26,0,13,55,146
210011228,3,8,3,0,18,11,0,10,0,59,0,3,3,0,4,10,3,3,0,22,44,94,89,77,822,714,199,330,17,2391,3,3,4,7,41,60,9,34,0,163,58,96,108,108,663,1225,291,611,54,3210,14,36,45,33,242,288,72,158,3,891,12,40,43,32,121,114,32,56,0,443,14,68,28,9,36,33,9,10,0,212,73,139,202,149,476,578,179,463,27,2280,10,7,14,10,66,72,15,33,0,214,0,0,6,0,10,38,0,22,0,74,3,9,3,4,32,47,17,39,0,166,5,19,21,6,94,124,27,58,0,354,14,68,58,18,100,77,27,39,4,413,19,49,58,38,165,119,38,53,4,539,4,18,9,9,29,35,16,30,3,147,4,11,22,19,40,50,12,27,3,182,8,19,3,0,7,7,3,6,0,58,13,13,35,24,107,134,31,58,4,427,24,64,54,40,240,263,71,122,112,995
210011230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,19,0,0,0,0,0,0,0,3,0,6,5,7,3,8,47,94,28,46,0,238,4,0,5,3,9,0,0,3,0,24,0,24,17,11,21,21,6,9,0,114,6,36,15,10,5,8,0,6,0,87,3,0,0,0,4,5,0,12,5,31,0,0,0,0,4,3,0,0,0,10,0,0,3,5,7,23,6,8,0,48,0,4,0,0,0,0,0,0,0,10,0,7,6,3,7,29,8,12,5,71,4,13,7,5,7,6,0,0,0,36,0,3,0,0,9,0,0,0,0,10,9,34,11,12,28,38,15,31,0,175,3,6,15,11,18,23,4,12,0,82,5,5,0,0,0,5,0,3,0,18,0,8,12,4,9,11,0,8,0,55,6,4,3,0,13,8,0,0,14,46
210011231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,10,0,7,0,20,0,0,0,0,0,0,0,0,0,3,10,9,6,11,16,47,11,21,4,129,0,0,0,0,0,0,0,7,0,12,4,14,4,0,7,7,0,7,0,43,3,16,13,6,4,9,4,6,0,55,0,3,0,0,0,4,0,3,0,15,0,0,0,0,3,0,0,0,0,7,0,5,5,0,4,9,0,3,0,26,0,0,3,0,3,0,0,4,0,15,3,3,9,7,4,18,4,22,0,71,0,9,3,3,3,0,0,3,0,26,0,0,0,0,5,6,0,3,0,14,9,17,5,12,30,17,14,20,0,116,0,6,7,0,6,4,0,0,0,26,5,0,0,0,0,0,0,0,0,6,0,4,3,4,3,8,0,5,0,27,0,5,0,0,0,5,0,7,3,27
210011533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,3,16,10,12,39,13,20,0,128,0,3,0,0,3,4,0,0,0,7,4,24,23,7,10,10,5,3,0,79,5,27,15,3,3,3,0,8,0,61,0,6,3,0,6,6,0,4,0,19,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,14,0,0,0,24,0,0,0,0,0,0,4,0,0,4,4,6,8,0,4,8,8,22,0,59,4,5,8,3,11,0,0,0,0,27,3,0,0,0,8,13,0,0,0,23,0,10,7,0,0,5,0,4,0,30,4,11,12,7,25,13,7,3,0,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,3,5,33,0,9,3,3,7,10,3,3,13,45
210011534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,11,0,0,0,17,0,0,0,0,0,0,0,0,0,6,7,9,14,16,34,56,16,26,3,187,3,0,4,0,3,9,0,3,0,23,0,25,18,9,17,13,6,10,0,106,0,19,10,0,5,9,0,3,0,61,3,13,6,4,8,3,0,9,0,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,15,5,9,0,30,0,3,0,0,3,5,0,7,0,24,0,3,5,3,8,15,3,19,0,57,0,9,8,0,5,0,0,3,0,31,10,0,3,0,4,8,10,6,0,43,6,10,6,4,27,27,10,39,0,138,5,16,18,8,17,18,5,15,0,104,0,3,0,3,0,0,0,4,0,13,0,5,3,7,0,0,3,5,0,24,0,0,5,4,9,13,3,0,11,47
210021232,0,0,5,0,4,3,0,9,0,24,0,0,0,0,0,0,0,0,0,0,5,6,5,3,26,44,9,15,0,121,0,0,0,0,6,5,3,0,0,13,14,27,18,22,62,214,56,88,0,504,0,3,0,0,17,4,7,15,0,50,6,63,13,13,24,25,6,16,0,171,9,81,23,11,16,13,7,11,0,175,6,10,9,5,14,14,3,8,0,72,0,3,3,0,0,0,0,0,0,13,0,5,3,9,21,16,9,6,0,64,0,0,0,0,0,5,9,7,0,14,0,11,7,7,16,41,6,29,0,128,4,8,6,6,12,11,4,9,0,49,5,9,3,7,25,26,3,12,0,92,5,17,11,8,24,11,11,23,0,111,6,8,21,19,22,25,8,15,4,121,4,8,7,0,7,0,0,0,3,30,3,13,10,9,14,23,5,17,3,88,3,12,5,4,15,24,8,10,8,87
210021233,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,5,0,4,7,0,10,32,4,21,0,80,0,0,0,4,0,6,0,0,0,5,0,3,3,4,0,0,4,0,0,14,12,4,3,0,4,4,0,4,0,42,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,3,0,0,3,16,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,3,0,4,0,14,3,4,6,0,0,11,3,10,0,40,0,8,0,0,0,0,0,3,0,22,0,0,0,0,8,4,0,0,0,17,0,9,4,6,3,15,9,8,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,26,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,7,0,8,5,20
210021234,5,0,0,4,0,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,9,6,10,0,30,0,0,0,0,0,5,0,0,0,3,5,9,0,10,18,49,6,29,4,132,0,0,0,0,0,0,0,0,0,9,0,20,3,0,10,3,3,0,0,44,0,6,0,0,4,5,0,0,0,17,0,0,3,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,6,0,5,0,17,0,3,0,0,0,6,0,0,0,11,0,0,0,0,0,4,0,0,0,10,0,0,3,0,8,7,0,4,0,23,0,0,3,0,3,0,0,0,0,13,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,5,0,15,0,0,0,0,0,0,0,0,0,0
210021235,3,19,27,13,16,40,12,42,4,178,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,11,6,10,0,53,0,0,0,0,0,6,0,0,0,11,16,16,9,7,47,81,29,51,10,273,0,6,0,0,3,3,0,6,0,24,6,25,11,4,16,9,0,8,0,76,15,19,0,3,3,10,0,7,3,57,9,10,4,0,3,13,3,15,4,58,3,3,4,0,0,5,0,15,0,24,0,0,4,0,9,8,4,5,0,20,0,0,0,0,0,0,0,0,0,9,0,7,4,9,6,17,6,12,0,59,0,4,0,4,4,3,0,8,0,26,0,4,0,0,21,24,4,3,0,56,0,4,0,3,13,7,0,9,0,38,0,3,3,5,0,4,4,5,0,29,0,0,5,0,7,3,0,13,0,26,6,3,8,0,5,13,4,12,3,57,4,9,0,6,3,18,5,11,19,65
210031236,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,22,48,49,46,179,200,49,99,3,684,3,6,0,4,8,9,0,10,0,36,10,26,37,32,111,205,54,124,16,601,0,14,11,4,58,48,11,36,3,190,23,87,83,37,86,79,28,45,6,469,6,20,16,5,5,18,0,9,0,94,3,17,24,10,31,37,14,21,3,154,4,13,4,0,3,9,4,8,0,39,0,0,4,0,5,10,0,3,0,27,0,0,0,0,11,4,6,4,0,22,0,18,4,4,27,47,9,20,0,135,0,12,8,0,21,22,6,9,0,67,0,3,6,0,19,18,9,13,0,69,0,20,7,5,12,14,3,7,0,68,0,7,12,8,21,12,3,5,0,71,11,19,7,4,0,12,0,3,0,61,11,38,25,15,93,76,41,35,5,334,3,22,18,19,71,70,15,30,30,278
210031237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,12,11,56,78,20,38,3,237,0,0,0,0,4,0,0,0,0,6,6,24,14,10,33,41,0,17,0,146,0,0,3,0,3,3,0,6,0,22,9,23,15,12,28,22,8,14,3,127,9,24,6,0,4,4,4,7,8,61,10,31,36,13,16,14,3,9,7,133,0,0,3,0,0,5,0,3,0,9,0,0,0,0,3,0,0,4,0,11,0,0,0,0,3,0,0,0,0,4,0,3,0,3,10,18,0,8,0,48,0,14,11,0,12,6,0,6,0,45,0,10,0,0,7,13,0,5,0,34,7,22,16,11,39,30,14,7,3,138,0,10,0,9,20,11,0,5,0,59,4,10,5,4,3,7,0,0,0,29,0,15,9,10,29,28,4,7,0,105,3,9,10,3,14,17,5,9,16,77
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,4,5,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,3
210031440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,17,11,4,3,0,49,0,0,0,0,3,0,0,0,0,3,0,13,12,5,10,38,5,10,3,105,0,0,0,0,0,0,0,0,0,3,0,16,7,0,7,6,3,10,0,56,0,3,9,0,5,0,0,4,0,19,0,9,4,0,0,5,5,4,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,18,0,0,0,0,3,0,0,0,0,9,14,9,7,12,113,102,16,34,5,307,0,7,0,0,0,0,0,0,0,14,0,0,3,0,4,8,0,0,0,24,0,3,0,0,0,0,0,0,0,3,0,5,5,7,34,23,10,3,0,87,3,3,0,0,3,7,0,4,5,38
210031535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,26,28,6,17,5,96,0,0,0,0,0,0,0,0,0,0,5,19,16,14,21,56,13,33,5,189,0,0,6,0,9,10,0,0,0,22,0,3,0,0,3,10,0,3,0,26,0,19,7,3,3,0,0,7,0,46,3,12,28,18,6,14,0,8,0,96,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,5,0,0,0,12,0,0,0,0,4,6,0,0,0,8,0,10,3,0,7,8,3,8,0,52,0,9,6,3,0,9,0,6,0,41,3,0,3,0,3,0,0,0,0,10,4,10,3,12,35,20,5,10,0,106,5,11,24,9,29,14,7,15,0,110,0,0,0,3,5,0,0,0,0,12,4,6,16,6,10,11,7,8,0,62,0,3,7,0,9,13,0,4,14,54
210031536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,0,8,11,27,0,12,0,69,0,0,0,0,0,9,0,0,0,7,3,31,16,5,28,9,0,7,0,102,4,9,10,0,3,3,0,4,0,39,0,15,5,7,9,10,0,4,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,13,0,0,4,4,11,8,6,9,0,41,0,4,3,5,8,22,6,10,0,54,0,3,7,3,0,5,0,0,0,19,0,4,0,0,0,0,0,0,0,6,3,0,9,0,6,8,4,5,0,31,6,16,11,12,24,13,4,8,0,90,0,0,0,0,0,3,0,0,0,8,7,0,9,6,8,3,4,0,0,27,4,6,3,0,0,8,0,5,5,36
210031537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,5,0,0,0,0,4,0,0,0,0,4,0,4,9,9,17,22,9,13,0,80,0,0,0,0,0,0,0,4,0,4,0,0,7,0,3,4,0,4,0,18,0,38,4,0,4,6,0,3,0,64,0,4,3,0,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,4,0,4,0,13,0,0,0,0,0,0,0,0,0,4,0,0,4,3,6,11,0,8,0,33,0,0,4,0,3,6,0,4,0,13,0,3,0,0,0,0,0,6,0,14,0,5,0,0,4,0,4,4,0,15,8,4,9,6,12,13,8,7,0,66,0,5,0,0,0,3,0,4,0,13,0,3,0,0,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,12
210031538,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,10,10,19,5,5,0,50,0,0,0,0,0,0,0,0,0,3,4,18,15,5,35,64,9,28,0,179,0,3,0,3,12,12,0,13,0,41,0,8,7,0,11,6,5,7,0,37,7,27,13,12,15,19,0,11,0,104,4,12,16,5,9,13,3,4,0,72,0,0,0,0,0,9,0,5,0,15,0,5,0,6,4,20,3,11,0,43,0,0,0,0,0,5,0,8,0,15,3,12,4,6,10,27,3,28,5,95,3,4,3,0,4,9,0,0,0,40,5,4,0,0,0,5,6,3,0,31,3,19,10,4,14,10,3,17,0,82,3,16,13,9,26,20,3,11,0,102,0,3,3,0,4,4,0,3,0,18,0,5,10,5,10,7,3,3,0,37,0,3,3,3,5,20,0,4,6,47
210041240,0,4,5,4,9,0,0,8,0,31,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,7,0,0,19,0,0,0,0,0,4,0,0,0,4,6,17,16,7,40,96,19,47,3,260,0,0,0,0,3,0,0,0,0,10,0,3,8,0,4,5,0,6,0,23,4,14,8,3,0,0,0,0,0,28,3,6,8,3,5,10,0,6,0,54,0,0,0,0,3,0,0,0,0,10,0,0,0,0,6,8,3,6,0,20,0,3,0,0,0,0,0,3,0,10,0,10,7,9,6,13,6,16,0,71,4,11,10,0,6,7,0,0,0,33,10,0,0,0,8,31,3,3,0,63,5,6,12,7,30,29,22,30,0,144,0,10,9,9,10,15,0,0,0,50,0,0,0,0,3,3,0,3,4,17,5,0,0,0,6,9,3,0,0,18,0,4,0,5,4,17,0,3,6,40
210041539,0,0,0,0,3,10,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,7,4,0,11,18,3,9,0,59,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,14,3,0,6,3,4,3,0,4,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,4,0,0,15,0,0,3,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,3,0,15,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,4,0,11,0,0,0,0,5,5,0,0,0,5
210041540,0,0,6,0,0,3,0,3,0,18,0,0,0,0,0,0,0,6,0,3,3,5,11,6,17,37,19,35,0,120,4,0,8,3,42,69,15,16,0,159,12,24,31,20,117,197,53,111,10,567,0,5,3,0,7,5,8,9,0,37,34,164,82,50,92,96,26,37,3,590,31,158,44,18,39,34,9,24,0,353,15,24,20,5,35,45,14,18,0,178,0,6,0,0,5,7,0,0,0,16,0,0,0,0,4,7,0,8,0,29,0,0,5,0,9,9,4,12,0,47,0,6,9,3,14,16,9,20,0,85,0,10,8,5,8,6,0,0,0,26,3,3,6,3,30,23,8,13,0,92,3,17,10,9,12,6,3,5,0,68,3,11,26,20,41,40,16,11,3,168,5,8,0,3,6,0,0,0,0,33,10,22,15,9,41,64,14,30,0,197,9,18,9,8,23,25,3,8,23,127
210041541,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,4,0,18,0,0,0,0,0,0,0,0,0,0,4,7,14,10,19,43,4,26,5,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,14,4,7,0,3,0,0,0,5,0,16,5,0,4,3,6,11,0,6,0,38,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,5,4,3,4,0,5,0,28,3,3,4,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,4,6,5,3,15,5,4,8,0,46,0,0,4,0,5,4,0,0,0,12,6,7,3,0,0,0,0,0,0,15,0,3,0,0,5,0,0,0,0,12,0,0,0,0,3,4,0,5,8,22
210051242,0,0,3,0,4,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,21,51,73,68,592,522,183,193,21,1730,0,6,0,0,30,22,6,14,0,72,12,24,36,12,103,171,47,89,12,500,3,8,9,14,66,67,14,26,0,208,22,109,59,32,87,65,18,15,4,416,11,81,35,13,27,15,5,8,0,185,17,46,45,29,37,55,19,29,4,282,8,5,3,0,31,15,3,8,0,83,0,0,0,0,8,7,0,0,0,23,0,3,4,0,5,7,3,0,0,22,0,7,9,8,63,53,13,24,0,182,5,22,25,13,49,36,7,13,3,172,34,41,47,33,269,318,78,85,9,925,14,42,24,41,162,119,18,53,4,467,11,58,43,67,101,99,16,27,4,429,7,18,0,3,0,5,4,0,0,37,7,19,28,20,54,33,6,21,11,201,9,28,28,24,107,105,30,39,82,450
210051243,0,4,4,11,35,45,5,9,0,122,0,0,3,0,10,19,0,3,0,37,148,265,358,251,2193,2119,751,1099,46,7233,11,16,15,18,97,106,45,79,6,389,81,128,148,120,714,1165,371,695,62,3470,20,38,57,47,459,383,120,186,10,1337,24,136,82,55,229,186,54,95,12,878,13,97,54,21,40,33,11,24,7,299,33,114,181,69,295,354,97,236,16,1394,4,0,3,0,21,23,8,13,0,69,5,0,0,0,9,0,0,3,0,16,0,3,0,0,20,23,17,27,0,94,6,15,20,10,73,107,18,52,4,301,5,40,33,24,80,63,13,38,6,303,11,10,14,12,72,74,12,14,3,226,5,33,19,18,77,57,5,18,0,228,8,16,11,20,27,36,12,26,0,155,5,4,7,5,7,16,5,4,4,58,23,63,77,46,267,234,55,93,19,871,45,129,120,75,608,433,123,177,203,1915
