POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
209031209,13,1757,0,1777,0,1035,5,1036,0,199,0,202,16,2990,6,3016,5,1164,0,1173,5,2166,3,2179,3,295,0,301,19,3628,10,3654,21,2923,6,2948,5,3200,7,3213,3,496,0,501,30,6618,11,6668
209031210,0,192,0,189,0,90,0,90,0,13,0,17,3,289,0,294,0,104,0,101,0,224,0,223,0,23,0,23,0,345,0,350,3,291,0,292,0,312,0,314,0,36,0,36,6,634,0,642
209031211,3,310,0,314,0,121,0,117,0,39,0,39,10,467,0,475,4,147,0,152,5,194,0,196,0,37,5,41,10,374,6,385,8,453,0,470,3,315,0,318,0,72,5,73,15,840,6,858
209031212,6,383,0,383,0,175,0,175,0,40,0,39,6,597,0,602,0,201,0,203,4,333,0,333,0,44,0,44,4,581,0,585,6,585,3,586,4,509,0,508,0,83,0,83,8,1176,3,1179
209031213,0,578,0,586,0,258,0,256,0,52,0,48,3,882,4,890,3,503,0,508,7,660,4,666,0,105,0,105,5,1263,4,1278,6,1081,0,1091,5,915,4,925,0,152,0,153,12,2148,3,2166
209031214,5,482,0,490,0,198,0,202,0,56,0,56,4,743,0,742,0,262,0,263,0,414,3,419,0,55,0,55,0,730,3,740,7,748,0,753,0,617,3,622,0,108,0,108,6,1471,4,1482
209031215,4,792,7,802,3,432,0,437,0,86,0,84,7,1308,7,1326,0,464,0,459,5,958,0,963,0,128,0,125,5,1543,6,1553,4,1258,4,1266,7,1388,6,1395,0,208,0,212,16,2853,11,2875
209041216,10,1715,3,1729,0,527,0,534,3,149,0,148,18,2388,5,2412,3,1050,0,1057,10,1092,3,1102,5,193,0,196,14,2328,11,2354,16,2764,4,2786,8,1614,5,1636,9,340,0,348,27,4721,14,4768
209041217,7,315,0,317,0,318,4,326,0,46,0,46,8,683,4,689,4,381,0,386,6,769,0,779,0,83,0,83,10,1237,0,1245,6,696,0,704,7,1090,3,1102,0,131,0,131,16,1916,3,1932
209041220,6,1139,0,1145,3,835,3,844,0,150,0,153,9,2122,5,2135,13,1183,5,1195,20,1925,0,1947,4,326,3,334,32,3439,6,3472,15,2321,4,2343,22,2762,3,2789,4,475,5,484,40,5560,12,5617
209041221,0,221,0,221,0,116,0,118,0,15,0,15,0,358,0,361,0,178,0,174,0,240,0,239,0,32,0,31,0,450,7,451,0,400,0,396,0,357,6,359,0,46,0,53,0,806,4,811
209041223,73,9024,17,9111,7,2115,7,2128,3,526,7,535,89,11656,29,11775,26,2818,4,2854,18,2387,7,2417,0,353,0,353,45,5558,12,5621,100,11842,24,11962,29,4497,18,4546,6,880,7,890,130,17218,45,17393
209041224,18,1011,0,1031,6,545,0,553,0,93,6,92,22,1647,0,1675,11,672,0,684,13,1085,0,1100,0,167,0,168,29,1922,0,1947,27,1683,0,1714,20,1633,0,1653,0,254,3,262,49,3566,8,3623
209041225,3,777,3,779,3,329,0,336,0,64,0,64,8,1166,0,1183,3,438,0,444,9,709,5,720,0,116,0,116,11,1266,0,1281,3,1214,6,1224,11,1040,5,1054,0,180,0,180,16,2436,9,2459
209041431,0,378,0,378,0,174,0,174,0,48,0,48,0,595,0,595,0,372,0,379,0,442,0,447,0,65,0,60,7,882,0,884,0,750,0,752,0,619,0,623,0,106,0,111,7,1479,0,1480
209041432,26,4956,9,4991,5,1646,10,1667,0,396,0,397,33,7006,18,7056,19,3482,0,3504,32,3879,3,3918,8,667,0,671,63,8029,9,8096,52,8440,8,8498,43,5532,15,5581,8,1065,0,1073,98,15032,28,15155
209041433,14,1551,0,1563,5,469,0,476,0,116,0,118,17,2132,0,2154,10,674,0,685,0,687,0,693,0,103,0,106,12,1470,0,1486,18,2225,0,2246,10,1159,0,1170,4,216,0,221,33,3605,0,3642
209041435,0,246,0,246,0,118,0,118,0,34,0,34,0,397,0,398,0,202,0,198,0,250,0,252,0,29,0,29,0,475,0,476,0,446,0,444,0,370,0,372,0,59,0,59,0,874,5,878
209041436,11,847,0,852,3,406,0,409,0,79,3,74,14,1327,3,1342,10,837,0,848,6,1080,4,1084,0,136,0,136,12,2052,4,2067,18,1681,0,1702,9,1486,0,1501,0,212,3,215,29,3381,9,3415
209041437,3,791,0,791,0,394,0,392,0,48,0,49,7,1232,0,1242,0,382,0,386,3,359,0,362,0,46,0,48,8,786,3,800,5,1169,0,1179,5,752,0,760,0,96,0,96,8,2022,4,2036
209041527,3,718,0,720,0,266,0,275,0,64,0,69,3,1049,0,1058,9,670,0,683,7,755,0,762,0,121,0,121,13,1549,0,1564,9,1389,0,1404,6,1027,0,1039,0,187,0,185,18,2602,0,2625
209041528,0,254,0,259,3,154,4,161,0,26,0,26,5,436,4,448,0,199,0,203,0,350,0,350,0,34,0,34,0,582,0,583,3,451,0,456,3,509,4,510,0,54,0,54,9,1014,4,1025
209041529,0,286,0,286,0,221,0,221,0,40,0,40,0,548,0,551,0,288,0,288,0,464,5,467,0,49,0,50,0,803,5,805,0,571,0,572,0,691,5,690,0,85,0,85,3,1344,5,1347
209041530,9,1185,4,1190,0,442,0,444,3,80,0,81,10,1703,7,1718,8,535,0,545,0,491,0,501,0,67,0,67,11,1099,0,1111,13,1720,7,1736,0,934,0,942,4,151,0,154,18,2800,6,2830
209041531,0,248,0,248,4,183,0,182,0,25,0,25,4,447,0,452,0,264,0,264,0,360,0,362,0,52,0,48,3,672,0,678,0,507,0,512,8,538,0,544,0,71,0,75,9,1119,0,1129
209041532,5,402,0,405,0,184,0,183,0,31,0,32,3,613,0,625,4,310,0,309,3,383,0,385,5,60,0,66,8,759,0,760,6,707,0,716,3,569,0,572,5,97,0,100,15,1375,0,1384
210011226,6,1958,4,1963,3,689,0,697,3,152,4,154,10,2796,3,2813,4,645,3,655,7,1238,3,1252,3,242,0,241,8,2132,4,2145,7,2607,3,2619,5,1938,3,1947,4,388,4,400,20,4933,9,4961
210011227,16,2555,4,2573,6,555,0,557,7,238,0,244,22,3354,7,3382,6,1283,5,1288,3,879,0,884,0,238,0,240,13,2400,5,2415,20,3836,9,3863,11,1434,3,1447,4,479,0,482,28,5750,12,5795
210011228,59,10408,25,10493,12,2144,6,2162,5,559,4,576,78,13114,37,13228,10,3197,5,3220,9,2190,4,2207,3,394,0,399,23,5784,13,5823,75,13605,26,13707,20,4340,9,4365,8,953,11,977,98,18898,52,19052
210011230,4,704,0,707,0,310,0,313,0,63,0,63,7,1083,0,1091,0,562,5,569,4,696,0,698,0,123,0,123,0,1370,7,1381,3,1264,5,1274,3,1002,0,1007,0,185,0,185,9,2452,7,2467
210011231,0,383,0,391,0,200,0,198,0,42,0,42,0,626,0,629,0,301,0,307,0,471,0,471,0,62,0,61,0,840,3,846,0,685,3,689,0,675,0,677,0,109,0,108,0,1465,3,1470
210011533,6,341,0,343,0,241,4,244,0,46,0,53,6,631,0,639,0,294,0,293,0,589,0,586,0,62,0,62,5,945,5,948,0,637,0,642,0,827,0,831,0,108,0,111,5,1574,9,1583
210011534,0,590,0,591,0,306,0,305,0,67,0,69,3,962,0,965,0,556,0,560,0,793,0,797,0,102,0,108,5,1459,5,1458,0,1149,0,1149,5,1096,0,1097,0,173,0,176,7,2417,3,2424
210021232,6,1266,0,1273,8,539,3,547,0,102,0,102,14,1907,3,1922,0,872,5,875,8,1447,0,1462,0,202,0,198,15,2518,11,2539,8,2135,10,2150,18,1983,4,2010,0,300,0,302,27,4425,13,4464
210021233,3,248,5,256,3,104,0,108,0,31,0,33,4,387,6,398,0,156,4,164,5,217,0,217,0,45,0,45,4,423,5,425,3,411,3,416,7,321,0,326,0,75,0,79,7,807,5,827
210021234,3,242,0,237,0,107,0,103,0,16,0,16,4,357,0,368,0,147,0,148,3,260,0,267,0,37,0,37,8,449,0,455,4,387,0,393,10,363,0,373,0,55,0,55,10,803,3,819
210021235,11,739,0,748,5,292,3,295,6,95,0,98,16,1124,3,1138,0,406,0,408,3,658,0,662,0,84,0,85,10,1154,0,1161,13,1146,0,1157,10,952,3,956,3,178,0,183,20,2278,6,2301
210031236,13,2355,4,2368,9,866,0,873,0,171,6,178,13,3392,9,3414,6,878,5,890,6,1003,0,1009,0,123,0,127,11,2004,4,2023,15,3231,5,3258,10,1869,0,1877,3,295,5,305,33,5401,11,5440
210031237,0,768,0,766,0,424,4,422,0,89,0,89,0,1284,3,1285,5,470,0,471,0,621,0,627,0,83,0,83,3,1176,4,1180,5,1237,0,1239,0,1042,5,1048,0,177,0,177,4,2455,5,2467
210031439,0,61,0,61,0,20,0,20,0,0,0,3,0,90,0,89,0,30,0,30,0,50,0,50,0,6,0,6,0,89,0,89,0,90,0,90,0,72,0,72,0,9,0,11,0,176,0,173
210031440,3,552,0,561,0,169,0,173,0,47,0,47,4,769,0,770,11,283,0,293,0,277,0,282,0,40,0,42,10,598,0,612,12,836,0,848,7,444,0,451,0,82,0,86,18,1365,0,1382
210031535,4,563,0,575,0,325,0,325,0,54,0,54,4,942,0,950,5,536,0,545,0,638,4,644,0,102,0,103,10,1275,3,1287,8,1103,0,1112,0,958,4,964,0,160,0,156,13,2220,3,2238
210031536,4,353,4,362,5,218,0,221,0,38,0,38,4,614,4,617,0,360,0,362,5,461,0,464,0,79,0,80,5,896,3,904,3,716,6,722,4,680,0,684,0,114,0,116,7,1508,5,1522
210031537,0,218,0,217,0,151,0,151,0,21,0,21,0,387,0,384,0,183,0,183,4,267,0,266,0,29,0,34,3,476,0,478,0,395,0,398,4,410,0,416,0,49,0,49,0,855,0,862
210031538,0,650,0,652,0,306,0,306,0,55,0,54,0,1013,3,1015,5,570,0,576,3,701,0,702,0,110,0,108,12,1382,5,1388,7,1221,0,1227,3,1011,0,1016,0,163,3,165,10,2387,7,2401
210041240,6,604,3,612,4,244,0,246,0,48,0,48,8,898,3,911,6,502,0,502,5,545,0,552,0,100,0,103,7,1147,3,1159,8,1100,4,1116,9,793,0,801,0,147,0,149,21,2044,8,2068
210041539,0,153,0,155,0,59,0,59,0,14,0,14,0,227,0,231,0,90,0,91,0,123,0,123,0,19,0,24,4,240,0,242,4,246,0,251,0,186,0,186,0,35,0,37,0,463,0,467
210041540,21,1786,3,1814,17,910,0,926,0,175,0,174,41,2873,8,2917,10,1241,0,1253,18,2079,7,2106,4,290,5,301,31,3614,13,3660,37,3035,3,3070,36,2988,10,3032,3,468,4,475,70,6487,16,6578
210041541,4,268,0,267,0,114,0,113,0,38,0,38,5,415,0,421,5,285,4,288,5,294,0,299,0,45,0,45,7,629,4,638,5,553,0,560,3,409,0,412,0,90,0,90,13,1047,0,1061
210051242,23,4598,6,4631,0,1426,3,1431,8,338,5,354,33,6364,11,6411,26,3271,7,3304,11,2650,0,2661,0,471,0,472,35,6392,12,6439,54,7875,11,7935,17,4073,5,4096,6,807,0,821,71,12756,24,12848
210051243,92,15284,32,15409,14,3124,11,3154,0,823,5,831,111,19228,46,19384,10,3603,12,3629,11,2914,6,2932,7,419,6,429,27,6942,15,6991,106,18890,37,19033,27,6041,18,6085,6,1246,11,1259,141,26174,65,26381
210051245,7,1247,4,1261,6,602,0,612,0,150,0,152,10,2003,4,2022,3,918,0,919,9,1067,4,1079,0,165,0,169,18,2151,4,2172,13,2168,4,2179,16,1669,4,1685,0,319,3,320,30,4156,7,4193
210051246,7,910,0,921,0,431,0,429,0,80,0,88,12,1424,9,1437,0,631,0,632,0,702,0,703,0,102,0,98,3,1433,0,1439,8,1541,0,1555,4,1132,3,1136,0,181,8,185,17,2858,7,2879
210051247,0,178,0,180,0,182,0,182,0,52,0,52,0,403,0,409,0,184,0,184,3,248,0,248,0,37,0,37,3,470,0,472,0,362,0,362,3,427,0,435,0,90,0,90,6,879,0,884
210051248,38,7157,12,7207,13,2268,11,2284,7,948,0,950,57,10367,24,10444,21,2695,6,2719,8,1987,5,1999,7,908,4,919,39,5586,16,5642,59,9849,24,9932,21,4250,15,4287,17,1850,4,1871,98,15946,39,16084
210051250,15,2138,0,2157,0,519,0,516,0,137,0,140,15,2790,4,2808,0,865,0,871,0,549,0,550,0,98,0,105,0,1518,4,1524,13,3007,3,3025,3,1066,0,1067,0,238,0,239,15,4311,8,4332
210051441,6,401,0,407,3,230,0,233,0,47,0,47,8,682,0,687,0,256,0,255,0,428,0,428,0,59,0,59,5,745,0,748,9,662,0,668,0,655,0,663,0,108,0,108,7,1428,0,1437
210051442,0,375,0,375,0,237,0,241,0,46,0,46,0,658,0,657,3,413,0,417,3,504,0,511,0,72,0,75,3,985,3,1000,3,788,0,794,6,739,0,746,0,119,0,116,7,1643,3,1656
210051443,25,2265,3,2289,0,598,3,602,0,181,0,181,27,3045,8,3078,3,935,4,949,5,718,0,729,3,142,0,144,16,1803,3,1821,30,3202,9,3239,11,1318,3,1334,3,326,0,326,42,4847,6,4897
210051445,0,925,0,930,4,448,0,451,0,85,0,84,6,1459,0,1471,5,580,3,592,6,489,0,491,0,85,0,90,14,1160,6,1170,9,1513,10,1526,10,934,0,944,3,171,0,171,18,2616,4,2642
210051542,0,157,0,153,0,91,0,95,0,9,0,9,3,256,0,257,0,135,0,137,0,135,0,135,0,33,0,33,0,304,0,306,5,288,0,294,0,225,0,224,0,43,0,43,0,561,0,560
210051543,0,490,0,493,0,537,0,540,0,82,0,85,3,1112,3,1120,3,580,0,591,3,1014,0,1019,0,167,0,167,6,1760,0,1776,5,1071,5,1078,3,1554,0,1558,0,253,0,258,10,2873,4,2892
210051544,25,4219,5,4251,5,1198,9,1207,4,265,3,271,35,5681,16,5731,5,1263,4,1272,10,1060,0,1076,0,143,0,146,17,2468,3,2487,34,5477,9,5520,19,2256,10,2287,4,409,4,416,56,8146,19,8221
210051545,0,194,0,197,0,223,0,222,0,40,0,38,5,455,0,461,4,182,0,181,0,286,0,287,0,43,0,43,4,503,0,507,4,372,0,380,0,507,0,509,0,79,0,85,10,963,6,971
211011251,54,7131,11,7200,10,1351,5,1371,0,361,0,366,62,8845,21,8930,12,2456,4,2472,9,1955,6,1966,0,264,0,269,19,4673,7,4703,59,9587,21,9672,24,3303,10,3329,6,629,3,633,88,13517,31,13634
211011254,36,8706,13,8764,8,1570,3,1587,8,420,4,429,50,10696,23,10776,18,4067,6,4085,3,2248,0,2260,5,388,0,397,24,6711,9,6738,55,12772,21,12846,15,3822,7,3845,8,811,0,821,78,17409,31,17517
211011255,3,259,6,264,0,119,0,120,0,20,0,20,3,399,6,402,0,104,0,104,0,172,0,172,0,22,0,22,0,303,0,301,4,362,6,369,0,292,0,293,0,46,0,46,4,704,6,706
211011256,6,2166,8,2179,6,737,0,744,0,125,0,126,15,3028,8,3042,8,1267,0,1276,0,1366,0,1373,5,170,0,172,12,2807,7,2825,11,3433,6,3456,11,2100,3,2114,4,292,0,298,28,5833,12,5866
211011257,3,1759,0,1766,0,317,0,320,0,78,0,78,8,2158,0,2162,0,520,0,521,4,428,0,429,0,49,0,49,5,985,6,993,3,2273,4,2287,3,741,0,745,0,126,0,126,7,3140,9,3154
211011258,0,1061,3,1070,0,308,0,309,0,59,0,59,4,1431,3,1437,4,553,0,557,6,475,0,475,0,69,0,75,6,1100,0,1104,6,1616,4,1628,7,781,0,783,0,134,0,133,7,2526,4,2543
211011259,4,928,0,936,5,582,0,587,3,102,0,106,15,1617,0,1627,4,1099,3,1107,10,1810,3,1821,0,230,0,230,12,3142,9,3166,10,2024,9,2041,7,2392,7,2414,3,338,0,339,20,4757,12,4792
211011260,4,1718,8,1726,4,1113,5,1119,0,211,6,216,10,3044,11,3068,0,1698,0,1705,16,2634,0,2653,4,447,0,450,22,4778,3,4810,9,3420,8,3434,21,3748,3,3772,7,660,4,666,34,7827,14,7877
211011446,17,2286,3,2309,7,916,3,925,3,196,0,197,29,3398,3,3430,11,1395,3,1407,22,1894,4,1914,4,222,0,225,34,3508,3,3546,25,3674,6,3712,28,2808,3,2842,3,417,0,424,62,6905,8,6973
211011447,4,718,5,729,4,369,0,372,0,56,0,56,3,1143,5,1153,0,587,0,590,6,967,0,974,0,104,0,104,3,1656,3,1669,4,1306,3,1318,11,1338,0,1343,0,157,0,157,8,2800,8,2820
211011448,9,1744,7,1758,9,753,5,763,0,131,0,131,14,2628,9,2650,4,1067,0,1074,7,1664,3,1671,0,231,0,238,9,2961,7,2981,13,2810,10,2833,15,2417,8,2433,0,365,0,365,24,5592,15,5638
211011449,0,153,0,151,0,81,0,81,0,18,0,18,0,256,0,257,0,100,0,100,0,197,0,198,0,17,0,17,0,312,0,311,0,253,0,250,0,281,0,283,0,37,0,37,5,567,0,569
211021261,0,749,3,754,0,439,0,439,0,58,0,57,0,1246,4,1249,3,621,0,622,0,908,4,911,0,94,0,94,3,1619,5,1627,5,1373,0,1378,0,1342,4,1344,0,144,0,149,5,2860,6,2874
211021262,6,636,0,635,5,372,0,375,0,88,0,88,6,1091,0,1099,3,406,0,414,4,785,4,795,0,131,0,132,7,1329,5,1340,9,1046,0,1055,8,1159,4,1164,0,215,0,221,17,2419,5,2438
211031263,30,5378,11,5417,12,1068,6,1078,7,275,6,286,49,6717,16,6782,4,1396,3,1401,7,1473,0,1482,0,192,3,192,14,3057,4,3075,30,6772,13,6815,21,2540,6,2563,7,473,8,484,60,9778,20,9859
211031265,0,602,4,606,0,259,0,263,0,52,0,50,4,913,5,916,4,489,5,502,3,673,0,679,0,75,0,75,6,1239,5,1256,10,1090,4,1108,0,932,0,941,0,124,0,125,7,2150,11,2171
211031266,30,4839,20,4886,8,2026,0,2035,7,444,0,450,51,7304,17,7370,9,3357,8,3373,26,4569,11,4603,11,828,3,842,41,8757,17,8812,42,8192,22,8261,32,6597,9,6639,16,1265,0,1291,93,16060,36,16187
211031267,8,1541,0,1552,9,682,0,688,0,106,0,106,13,2331,0,2346,11,1558,7,1571,10,2250,5,2268,5,293,0,296,26,4099,8,4133,15,3093,9,3118,16,2934,5,2956,5,404,0,406,38,6430,10,6475
211031268,0,325,0,326,0,240,0,241,0,31,0,31,0,598,0,598,0,261,0,264,6,563,5,573,0,71,0,67,7,898,5,899,3,588,0,587,6,809,4,817,0,97,0,98,5,1493,4,1500
211031450,9,1351,5,1371,6,521,4,533,0,133,0,133,20,2010,3,2033,7,811,3,822,3,1257,0,1270,3,191,0,198,16,2273,3,2289,18,2170,7,2191,11,1785,0,1802,3,320,0,323,32,4279,4,4317
211031451,3,728,0,730,3,524,0,529,0,71,0,71,9,1320,0,1330,6,672,0,678,9,1166,4,1174,0,122,0,126,14,1963,6,1974,12,1394,0,1407,7,1691,7,1704,0,195,0,192,19,3276,6,3300
211031452,4,1436,0,1445,0,268,0,265,0,43,0,44,8,1742,6,1753,3,521,0,526,5,443,3,447,0,51,0,51,9,1020,3,1027,7,1959,0,1971,5,708,0,720,0,94,0,91,16,2763,5,2784
211041269,3,1203,4,1207,0,763,0,764,0,120,6,124,3,2083,7,2093,5,1123,0,1124,5,1656,3,1663,0,245,0,247,16,3021,4,3038,7,2319,0,2333,5,2420,0,2427,0,371,6,375,13,5108,10,5137
211041270,19,2689,7,2713,3,900,4,906,5,151,0,157,25,3736,17,3780,4,1555,4,1564,3,1760,0,1764,0,216,0,216,13,3530,3,3545,28,4239,9,4275,9,2656,6,2669,3,369,0,380,33,7263,23,7324
211041271,9,2808,3,2821,3,1034,0,1036,0,233,4,239,12,4079,4,4099,0,1298,0,1304,0,1574,0,1578,3,227,0,228,9,3095,4,3108,17,4108,4,4126,8,2607,4,2617,3,465,4,468,19,7180,10,7205
211041272,7,1026,3,1025,4,355,0,359,0,65,0,65,4,1445,3,1447,0,541,0,546,0,747,3,747,0,76,0,76,4,1358,3,1367,4,1565,3,1572,5,1098,3,1108,0,141,0,141,11,2799,5,2815
211041273,0,540,0,541,0,457,0,460,0,62,0,62,0,1055,0,1061,0,512,0,514,4,932,0,936,0,124,0,124,4,1565,3,1572,0,1043,3,1052,4,1395,4,1399,0,188,0,188,9,2622,4,2631
211051274,3,628,0,640,6,336,0,342,0,77,0,79,4,1047,3,1058,0,412,0,417,3,750,0,752,0,102,0,102,4,1267,0,1274,3,1050,0,1057,7,1085,0,1097,4,177,0,179,17,2309,3,2330
211051275,10,1079,0,1089,9,654,0,667,4,129,0,131,22,1861,6,1886,18,632,4,650,3,1318,0,1328,7,207,0,211,30,2153,3,2185,27,1707,4,1741,18,1968,6,1988,7,332,0,339,52,4015,5,4075
211051276,26,1214,0,1238,16,616,3,639,0,207,0,209,40,2036,3,2085,16,848,0,865,38,1536,3,1578,4,316,7,319,56,2696,5,2764,39,2059,0,2104,54,2153,4,2215,8,519,4,530,99,4738,10,4845
211051277,26,2230,7,2256,0,425,0,429,0,102,0,102,25,2756,7,2784,7,788,5,800,4,691,10,700,0,96,0,96,12,1572,8,1597,29,3018,7,3054,8,1116,10,1126,0,198,0,198,40,4330,16,4381
211051278,39,3538,10,3587,18,1220,11,1243,3,296,3,306,63,5049,19,5131,19,1945,0,1961,24,2697,3,2724,0,468,4,474,41,5111,10,5160,51,5480,12,5549,44,3915,15,3967,6,767,4,773,103,10165,30,10287
211051279,4,791,5,801,3,289,0,292,0,76,0,80,6,1153,6,1165,0,397,0,396,9,583,0,588,4,96,0,99,9,1076,0,1080,4,1190,3,1193,11,871,0,879,4,170,0,173,11,2233,4,2254
211051280,0,473,0,472,0,152,0,154,0,37,0,37,0,657,0,658,3,239,0,242,0,428,0,428,0,41,0,44,0,709,0,714,3,711,0,713,0,576,0,576,0,76,0,76,4,1368,0,1371
211051281,7,903,0,910,7,576,0,582,0,108,0,109,12,1582,0,1594,4,842,0,856,6,1310,0,1323,0,156,0,155,11,2309,3,2330,11,1748,5,1762,10,1882,0,1897,3,260,0,263,26,3890,4,3927
211051282,3,491,0,494,3,348,0,352,0,89,0,90,5,931,0,938,4,316,0,318,6,654,0,655,4,149,0,149,9,1111,0,1129,6,805,0,810,8,1003,0,1008,0,240,0,244,13,2048,4,2062
211051283,3,636,0,640,0,347,0,348,0,49,0,54,7,1030,7,1037,8,400,3,405,6,770,0,777,0,92,0,92,12,1260,4,1271,10,1030,4,1044,9,1118,3,1124,0,143,0,143,18,2285,11,2316
211051284,0,373,0,368,0,281,0,281,0,47,0,47,3,694,0,699,4,335,0,337,3,656,3,661,0,73,0,73,4,1060,3,1070,4,704,0,710,3,937,3,938,0,120,0,123,8,1758,3,1765
211051285,5,666,0,673,3,278,0,277,0,46,0,47,9,992,0,1004,6,289,0,296,0,547,0,552,0,91,0,97,9,924,0,937,9,958,0,965,7,824,4,835,4,136,0,141,18,1918,5,1938
211051286,7,1074,3,1082,3,508,0,515,3,137,0,140,14,1717,7,1737,8,587,4,599,14,1100,3,1117,0,198,0,205,23,1889,8,1921,18,1661,6,1682,16,1608,0,1627,5,335,9,341,33,3607,15,3659
212011289,10,946,6,958,3,498,4,509,0,135,4,139,12,1586,12,1610,6,603,0,608,9,1206,0,1219,0,188,0,192,19,1994,4,2015,11,1548,4,1571,15,1703,3,1726,0,323,6,327,33,3582,16,3625
212011546,11,1405,0,1418,4,692,0,691,0,136,5,139,10,2236,0,2249,7,1277,4,1289,10,1546,0,1559,4,216,0,218,15,3041,4,3063,9,2686,5,2702,16,2240,0,2255,4,354,5,360,30,5273,7,5310
212011547,5,955,0,965,0,301,0,296,0,93,0,94,10,1344,5,1358,3,516,5,520,4,723,5,736,0,106,0,108,4,1348,12,1361,8,1470,3,1487,9,1021,9,1035,4,196,0,198,20,2691,13,2723
212011548,10,1072,4,1092,3,383,3,392,0,90,0,94,14,1552,4,1575,6,615,4,620,3,854,5,862,0,122,0,127,8,1584,9,1599,13,1686,10,1703,3,1237,7,1248,5,219,0,222,24,3141,17,3176
212011549,0,372,0,376,3,335,0,340,0,63,0,63,5,771,0,775,3,340,0,343,4,742,0,745,0,85,0,85,8,1163,3,1173,0,714,0,717,6,1078,0,1084,0,146,0,144,11,1931,5,1942
212011550,4,1040,3,1050,0,320,3,325,0,80,0,82,10,1440,3,1452,3,559,0,566,7,515,0,525,0,104,0,104,7,1176,4,1190,15,1598,8,1615,6,836,6,847,0,181,0,182,20,2614,10,2640
212011551,18,2440,8,2466,0,599,0,603,3,163,0,166,25,3209,10,3236,18,1041,0,1061,11,1159,0,1173,4,185,0,185,27,2383,4,2421,34,3478,9,3529,14,1766,3,1777,5,344,0,353,53,5591,17,5659
212011552,15,2572,4,2598,7,707,0,716,3,177,0,178,28,3458,4,3489,8,1157,3,1170,13,1523,4,1540,0,227,0,232,23,2909,6,2934,24,3735,10,3767,18,2229,3,2253,10,399,0,406,52,6359,19,6430
212021293,16,2253,5,2274,3,1051,0,1057,0,204,0,206,19,3508,7,3532,14,2680,8,2703,24,3644,5,3673,0,493,0,492,41,6809,13,6866,29,4929,10,4973,31,4691,8,4733,0,692,3,698,56,10316,20,10402
212021295,4,724,6,732,0,326,0,329,0,56,0,58,7,1103,3,1115,3,380,0,389,0,507,0,510,0,59,0,59,4,947,0,955,8,1105,6,1120,5,835,0,838,0,115,0,110,13,2052,3,2071
212021297,44,6799,14,6859,9,1267,4,1280,3,343,0,352,56,8409,21,8490,7,2093,0,2103,7,1495,5,1504,0,226,0,227,10,3809,8,3828,45,8893,18,8959,13,2758,9,2784,4,573,0,576,67,12219,29,12319
212021299,3,502,0,504,0,217,0,217,0,42,0,42,3,757,0,764,0,328,0,326,0,452,0,454,0,72,0,72,0,848,5,854,3,826,0,832,0,667,0,666,0,113,0,113,3,1611,3,1616
212021453,0,313,0,315,0,166,0,170,0,33,0,35,7,517,4,524,7,339,0,341,0,389,0,386,0,52,0,52,9,781,0,789,5,650,0,664,0,553,0,557,0,88,0,89,11,1294,4,1310
212021454,0,414,0,416,0,350,0,355,0,67,0,67,6,829,0,834,0,352,0,352,0,708,4,717,0,85,0,86,0,1152,4,1152,0,768,0,771,4,1062,0,1071,0,156,0,155,4,1982,0,1989
212021455,0,264,0,264,0,151,0,151,0,29,0,29,0,440,0,443,0,237,0,237,4,292,0,294,0,48,0,48,4,580,0,582,0,504,0,498,4,443,0,441,0,78,0,78,4,1018,0,1022
212021456,15,2530,3,2553,0,1607,6,1614,0,336,0,336,17,4478,9,4504,8,2275,5,2289,25,3940,7,3976,6,695,3,699,44,6905,16,6966,26,4805,5,4845,30,5553,10,5589,10,1023,3,1037,60,11384,23,11473
212021553,0,548,0,544,0,312,0,316,0,53,0,53,0,906,0,909,0,574,0,574,3,681,0,687,0,88,0,86,3,1340,0,1349,3,1115,0,1119,5,997,3,1000,0,137,0,135,10,2247,3,2256
212021554,0,293,0,293,3,311,0,316,0,46,0,46,3,656,5,662,0,245,0,247,4,476,0,483,0,48,0,48,4,770,0,781,0,539,0,544,6,792,7,799,0,95,0,102,5,1428,3,1437
