POW_LGA_CODE_2021,Ad_Dip_300_399_Mng,Ad_Dip_300_399_Pro,Ad_Dip_300_399_TecTW,Ad_Dip_300_399_CoPSW,Ad_Dip_300_399_ClAW,Ad_Dip_300_399_SWks,Ad_Dip_300_399_MaOpDv,Ad_Dip_300_399_Lab,Ad_Dip_300_399_IDNS,Ad_Dip_300_399_Tot,Ad_Dip_400_499_Mng,Ad_Dip_400_499_Pro,Ad_Dip_400_499_TecTW,Ad_Dip_400_499_CoPSW,Ad_Dip_400_499_ClAW,Ad_Dip_400_499_SWks,Ad_Dip_400_499_MaOpDv,Ad_Dip_400_499_Lab,Ad_Dip_400_499_IDNS,Ad_Dip_400_499_Tot,Ad_Dip_500_649_Mng,Ad_Dip_500_649_Pro,Ad_Dip_500_649_TecTW,Ad_Dip_500_649_CoPSW,Ad_Dip_500_649_ClAW,Ad_Dip_500_649_SWks,Ad_Dip_500_649_MaOpDv,Ad_Dip_500_649_Lab,Ad_Dip_500_649_IDNS,Ad_Dip_500_649_Tot,Ad_Dip_650_799_Mng,Ad_Dip_650_799_Pro,Ad_Dip_650_799_TecTW,Ad_Dip_650_799_CoPSW,Ad_Dip_650_799_ClAW,Ad_Dip_650_799_SWks,Ad_Dip_650_799_MaOpDv,Ad_Dip_650_799_Lab,Ad_Dip_650_799_IDNS,Ad_Dip_650_799_Tot,Ad_Dip_800_999_Mng,Ad_Dip_800_999_Pro,Ad_Dip_800_999_TecTW,Ad_Dip_800_999_CoPSW,Ad_Dip_800_999_ClAW,Ad_Dip_800_999_SWks,Ad_Dip_800_999_MaOpDv,Ad_Dip_800_999_Lab,Ad_Dip_800_999_IDNS,Ad_Dip_800_999_Tot,Ad_Dip_1000_1249_Mng,Ad_Dip_1000_1249_Pro,Ad_Dip_1000_1249_TecTW,Ad_Dip_1000_1249_CoPSW,Ad_Dip_1000_1249_ClAW,Ad_Dip_1000_1249_SWks,Ad_Dip_1000_1249_MaOpDv,Ad_Dip_1000_1249_Lab,Ad_Dip_1000_1249_IDNS,Ad_Dip_1000_1249_Tot,Ad_Dip_1250_1499_Mng,Ad_Dip_1250_1499_Pro,Ad_Dip_1250_1499_TecTW,Ad_Dip_1250_1499_CoPSW,Ad_Dip_1250_1499_ClAW,Ad_Dip_1250_1499_SWks,Ad_Dip_1250_1499_MaOpDv,Ad_Dip_1250_1499_Lab,Ad_Dip_1250_1499_IDNS,Ad_Dip_1250_1499_Tot,Ad_Dip_1500_1749_Mng,Ad_Dip_1500_1749_Pro,Ad_Dip_1500_1749_TecTW,Ad_Dip_1500_1749_CoPSW,Ad_Dip_1500_1749_ClAW,Ad_Dip_1500_1749_SWks,Ad_Dip_1500_1749_MaOpDv,Ad_Dip_1500_1749_Lab,Ad_Dip_1500_1749_IDNS,Ad_Dip_1500_1749_Tot,Ad_Dip_1750_1999_Mng,Ad_Dip_1750_1999_Pro,Ad_Dip_1750_1999_TecTW,Ad_Dip_1750_1999_CoPSW,Ad_Dip_1750_1999_ClAW,Ad_Dip_1750_1999_SWks,Ad_Dip_1750_1999_MaOpDv,Ad_Dip_1750_1999_Lab,Ad_Dip_1750_1999_IDNS,Ad_Dip_1750_1999_Tot,Ad_Dip_2000_2999_Mng,Ad_Dip_2000_2999_Pro,Ad_Dip_2000_2999_TecTW,Ad_Dip_2000_2999_CoPSW,Ad_Dip_2000_2999_ClAW,Ad_Dip_2000_2999_SWks,Ad_Dip_2000_2999_MaOpDv,Ad_Dip_2000_2999_Lab,Ad_Dip_2000_2999_IDNS,Ad_Dip_2000_2999_Tot,Ad_Dip_3000_3499_Mng,Ad_Dip_3000_3499_Pro,Ad_Dip_3000_3499_TecTW,Ad_Dip_3000_3499_CoPSW,Ad_Dip_3000_3499_ClAW,Ad_Dip_3000_3499_SWks,Ad_Dip_3000_3499_MaOpDv,Ad_Dip_3000_3499_Lab,Ad_Dip_3000_3499_IDNS,Ad_Dip_3000_3499_Tot,Ad_Dip_3500mo_Mng,Ad_Dip_3500mo_Pro,Ad_Dip_3500mo_TecTW,Ad_Dip_3500mo_CoPSW,Ad_Dip_3500mo_ClAW,Ad_Dip_3500mo_SWks,Ad_Dip_3500mo_MaOpDv,Ad_Dip_3500mo_Lab,Ad_Dip_3500mo_IDNS,Ad_Dip_3500mo_Tot,Ad_Dip_PINS_Mng,Ad_Dip_PINS_Pro,Ad_Dip_PINS_TecTW,Ad_Dip_PINS_CoPSW,Ad_Dip_PINS_ClAW,Ad_Dip_PINS_SWks,Ad_Dip_PINS_MaOpDv,Ad_Dip_PINS_Lab,Ad_Dip_PINS_IDNS,Ad_Dip_PINS_Tot,Ad_Dip_Tot_Mng,Ad_Dip_Tot_Pro,Ad_Dip_Tot_TecTW,Ad_Dip_Tot_CoPSW,Ad_Dip_Tot_ClAW,Ad_Dip_Tot_SWks,Ad_Dip_Tot_MaOpDv,Ad_Dip_Tot_Lab,Ad_Dip_Tot_IDNS,Ad_Dip_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot,CL_nfd_400_499_Mng,CL_nfd_400_499_Pro,CL_nfd_400_499_TecTW,CL_nfd_400_499_CoPSW,CL_nfd_400_499_ClAW,CL_nfd_400_499_SWks,CL_nfd_400_499_MaOpDv,CL_nfd_400_499_Lab,CL_nfd_400_499_IDNS,CL_nfd_400_499_Tot,CL_nfd_500_649_Mng,CL_nfd_500_649_Pro,CL_nfd_500_649_TecTW,CL_nfd_500_649_CoPSW,CL_nfd_500_649_ClAW,CL_nfd_500_649_SWks,CL_nfd_500_649_MaOpDv,CL_nfd_500_649_Lab,CL_nfd_500_649_IDNS,CL_nfd_500_649_Tot
LGA26080,0,6,0,6,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,16,0,0,6,5,3,0,0,3,0,22,0,5,0,6,0,5,0,3,0,23,5,4,4,3,7,0,0,0,0,28,3,8,4,5,11,0,0,0,0,34,5,5,0,0,4,0,0,0,0,19,0,9,3,4,0,0,0,0,0,18,3,0,0,3,3,0,0,0,0,16,12,10,3,0,8,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,38,53,35,33,44,12,0,12,3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3
LGA26170,11,6,3,13,7,4,3,0,0,44,16,10,4,20,5,4,0,5,0,68,15,8,9,29,21,11,0,9,0,109,25,14,4,42,20,8,3,9,0,131,27,34,11,39,31,14,0,19,8,179,29,30,19,49,27,7,6,9,0,173,37,21,11,15,17,4,7,9,0,131,26,25,11,12,19,3,0,3,0,97,27,17,3,3,7,5,4,0,0,71,43,24,4,14,9,6,6,4,0,114,6,4,0,0,0,0,0,0,0,17,14,6,3,3,5,0,0,0,0,32,5,4,0,3,0,0,0,5,0,14,293,212,80,260,170,75,36,89,12,1233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,5,0,0,3,4,0,0,5,0,11,0,0,0,0,3,0,0,0,0,7,4,0,0,5,4,4,0,3,0,21
LGA26260,7,9,0,5,0,0,0,6,0,24,4,4,0,0,8,0,0,0,0,28,9,8,3,22,13,3,0,6,0,65,18,11,5,28,14,6,3,3,0,94,20,12,5,25,21,5,0,13,0,106,47,24,9,47,21,13,4,5,3,168,23,22,6,18,17,5,0,4,0,91,29,34,3,17,9,5,3,4,0,100,27,11,0,9,8,0,0,0,0,54,28,14,3,15,3,0,0,3,0,70,7,0,0,0,0,5,0,0,0,17,21,6,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,7,265,156,44,195,111,40,18,46,3,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,9,0,0,0,4,0,4,0,0,0,8
LGA26350,10,23,23,85,25,91,4,33,0,290,14,26,34,111,41,86,3,39,0,365,37,53,78,177,77,145,5,61,0,632,61,85,89,237,69,134,11,55,7,748,121,124,160,228,152,139,10,46,8,990,191,161,214,263,204,128,11,41,18,1240,160,176,142,119,146,66,14,9,11,845,138,198,73,78,103,55,13,7,12,677,105,146,43,59,59,32,9,10,8,468,224,235,51,71,63,43,3,4,3,706,71,51,7,11,9,10,0,0,3,166,115,93,9,5,13,35,0,0,13,286,8,6,5,6,7,3,0,0,9,52,1288,1417,955,1529,1000,1034,94,338,95,7738,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,11,0,0,0,3,4,7,0,3,0,19,0,6,4,3,7,12,0,5,0,26,3,7,0,15,12,12,0,5,0,57,5,6,3,20,16,13,0,7,0,66
LGA26430,5,6,5,7,0,0,0,0,0,24,4,5,0,5,0,0,0,0,0,18,8,4,3,16,0,6,0,3,0,36,15,6,3,24,0,4,0,8,3,65,7,5,7,20,7,3,0,6,3,58,20,13,16,18,7,0,0,10,0,85,16,6,10,3,8,0,0,6,0,57,8,3,4,0,4,7,0,0,0,33,6,3,7,6,8,0,0,3,0,37,20,0,0,5,5,0,0,0,0,34,0,0,4,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,3,7,146,54,58,104,51,26,5,51,9,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11
LGA26490,6,9,6,13,4,6,0,5,0,58,8,8,8,26,5,9,3,9,0,68,22,24,14,55,16,12,0,12,0,156,24,18,22,64,32,15,0,17,0,194,25,17,24,67,26,8,6,16,4,201,44,36,43,32,24,11,5,3,0,210,39,34,26,13,21,9,4,7,4,152,38,29,26,12,15,4,3,3,0,137,16,19,13,5,10,5,0,8,0,76,37,31,14,22,16,8,0,4,0,131,10,5,0,0,0,3,0,0,0,29,18,13,0,0,6,8,0,0,0,42,0,3,0,6,0,0,0,0,0,7,300,273,197,333,188,102,27,101,19,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,11,0,4,0,7,5,3,0,0,0,21
LGA26610,3,3,3,4,0,0,0,3,0,14,0,4,4,5,10,0,0,5,0,32,16,8,3,23,10,5,0,9,0,74,20,17,13,25,20,3,9,9,3,113,16,23,18,36,26,12,9,26,3,156,29,33,19,48,25,8,8,30,0,191,17,36,8,22,15,3,0,4,0,101,26,34,3,27,10,0,0,3,5,108,16,19,3,15,0,3,0,0,5,64,31,21,3,21,3,0,0,0,0,78,9,0,0,5,0,0,0,0,0,13,12,3,6,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,196,194,71,243,131,50,24,103,17,1016,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,4,0,9,4,0,0,0,4,0,0,4,0,10
LGA26670,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,11,10,0,5,8,0,5,0,0,0,22,7,0,3,10,5,0,0,3,0,24,8,0,6,3,4,0,0,5,0,27,7,7,0,14,12,3,0,0,0,46,7,6,0,10,3,4,0,3,0,34,4,5,0,3,0,0,0,0,0,11,3,0,0,5,0,0,0,0,0,12,5,0,4,16,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,34,15,58,33,15,0,17,5,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
LGA26700,11,3,0,18,0,8,0,3,0,40,6,5,4,12,5,3,0,4,0,50,6,15,9,44,17,13,0,10,0,114,10,12,14,54,25,15,0,15,0,157,20,38,32,68,40,19,10,16,4,238,36,65,29,97,52,15,8,7,4,316,30,52,17,50,41,6,0,0,7,203,35,42,14,43,19,6,3,0,4,163,32,41,4,35,8,0,0,3,5,134,43,32,4,45,11,4,3,0,0,147,4,3,0,5,0,0,0,0,0,13,11,3,0,3,4,0,0,0,0,24,0,0,0,4,0,0,0,0,0,8,267,316,122,486,237,86,38,75,31,1661,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,15,0,0,0,0,5,9,0,6,0,23
LGA26730,8,8,0,21,5,7,0,7,0,52,3,5,4,23,18,13,0,8,0,68,7,8,8,55,24,21,7,8,0,132,8,23,12,71,57,21,4,15,0,210,26,35,29,77,49,29,9,18,5,277,36,66,34,104,56,15,3,19,3,334,33,68,21,81,36,12,7,6,0,256,31,63,15,47,23,7,4,0,4,193,30,45,12,31,15,0,6,3,0,144,54,40,11,50,15,6,0,0,0,178,6,6,0,0,0,0,0,0,0,24,8,6,0,0,8,0,0,0,0,32,6,4,0,0,4,0,0,0,4,16,256,372,161,573,318,134,38,99,18,1963,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,7,0,12,0,0,0,4,9,0,0,0,0,11,0,0,5,4,9,3,0,3,0,19
LGA26810,19,6,0,20,5,11,0,5,0,59,13,11,10,29,8,6,0,11,0,87,24,9,20,55,22,11,3,14,5,164,26,20,18,66,30,13,0,20,3,196,21,28,14,81,39,16,6,15,6,217,46,43,24,82,43,4,11,11,7,274,41,35,22,47,22,12,6,3,0,192,37,50,29,44,26,3,6,0,0,196,34,44,8,41,12,3,4,3,7,153,64,61,23,40,19,3,3,0,4,210,23,19,10,3,0,0,0,0,0,62,19,25,25,7,4,0,0,0,0,84,4,3,0,6,5,0,0,0,4,21,392,360,197,534,244,87,41,94,31,1978,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,4,0,0,4,0,3,0,3,0,11,4,4,4,3,9,0,0,7,0,24
LGA26890,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,3,4,0,3,0,0,0,0,0,13,10,6,0,3,0,0,0,4,0,29,11,0,0,3,5,0,0,4,0,23,4,3,0,0,0,0,0,0,0,14,17,0,0,0,4,0,0,0,0,24,9,0,0,3,0,0,0,0,0,16,19,5,0,3,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,97,24,7,32,24,3,4,9,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA26980,18,32,27,93,49,57,10,36,5,331,29,40,40,104,58,65,15,33,10,399,51,82,78,205,105,66,17,62,12,665,56,116,87,252,182,94,29,59,4,882,92,146,153,317,219,85,43,76,12,1139,150,212,177,330,338,95,25,60,29,1420,118,227,130,187,211,61,17,19,14,992,148,226,91,154,153,50,12,6,9,842,109,184,76,92,92,24,5,8,14,608,301,300,80,143,97,31,5,4,9,975,77,54,6,24,17,12,0,0,4,188,116,46,16,4,13,14,7,4,0,222,4,4,6,12,10,5,0,5,9,53,1298,1737,977,1998,1602,717,201,413,143,9083,3,0,0,0,4,0,0,0,0,8,0,0,0,4,8,0,0,4,0,16,0,0,0,10,6,7,0,5,0,34,0,4,5,9,10,4,4,14,0,47,0,4,6,15,8,11,6,7,0,48,0,3,8,27,26,12,3,15,0,94
LGA27070,9,22,23,69,37,44,12,28,3,259,21,32,41,102,63,75,29,43,5,406,36,49,62,203,103,95,40,54,8,656,44,70,93,258,152,80,76,73,10,863,116,97,154,391,182,97,132,131,13,1301,153,143,207,285,250,77,145,88,23,1369,148,149,142,149,145,64,96,59,6,957,153,145,100,133,106,33,64,31,11,774,121,107,60,67,53,14,33,14,0,471,207,124,74,95,72,42,20,16,7,646,51,19,10,9,12,8,6,0,5,129,68,17,16,0,12,10,0,4,0,129,9,6,4,9,12,4,0,7,10,53,1158,1009,1017,1862,1243,715,656,581,115,8358,0,0,0,4,0,0,0,0,0,8,3,0,0,5,0,6,0,0,0,25,0,0,3,10,4,7,0,5,0,34,0,4,5,12,10,15,3,12,0,56,0,0,8,14,9,10,3,9,0,43,6,10,8,18,25,24,8,15,4,114
LGA27170,0,4,5,15,10,10,0,9,0,46,4,9,0,13,19,13,0,4,0,62,11,16,5,44,21,23,3,8,0,147,13,16,16,75,44,15,8,10,4,197,30,41,30,130,47,20,15,17,3,329,37,61,39,98,71,12,26,15,11,386,42,74,49,71,60,7,22,8,8,329,60,94,27,42,45,5,25,6,6,323,57,62,23,33,20,9,10,3,0,214,97,72,31,75,24,9,15,7,0,328,15,5,6,0,0,0,0,0,0,26,21,8,0,0,0,6,0,6,0,32,0,0,5,5,0,0,0,0,0,10,376,463,240,621,380,128,133,90,33,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,5,0,4,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,4,0,4,0,10,3,0,0,7,10,4,0,4,0,29
LGA27260,15,15,33,82,31,64,28,38,9,312,23,34,55,140,43,60,46,52,11,461,40,37,67,239,93,109,93,87,8,773,54,57,110,345,132,107,134,87,14,1047,114,86,192,452,231,84,331,119,23,1629,162,121,218,348,289,91,382,103,27,1740,148,148,148,167,209,59,277,59,18,1224,160,135,116,126,148,38,204,39,19,981,137,123,77,59,76,33,87,15,6,611,294,160,81,97,79,38,75,25,15,866,77,25,14,14,15,11,6,4,0,159,82,37,8,4,12,11,10,8,4,158,11,10,9,13,12,7,6,4,11,81,1350,1035,1151,2149,1413,768,1718,663,171,10421,3,0,0,0,6,0,3,0,0,19,0,4,0,5,0,5,3,0,0,17,0,3,6,12,6,7,4,3,0,36,6,0,0,8,5,13,3,14,0,52,5,0,10,21,10,8,12,3,0,63,4,6,6,29,22,10,12,14,6,104
LGA27350,16,27,21,51,13,39,4,25,0,192,19,43,23,97,43,63,16,42,3,356,34,60,63,156,79,69,25,49,0,538,55,115,109,179,135,91,23,57,7,780,117,165,209,237,215,100,33,87,19,1181,207,294,288,269,346,130,45,57,18,1656,201,353,185,168,285,110,29,20,14,1371,240,389,131,99,184,83,7,18,13,1170,189,254,88,53,113,47,8,5,7,762,485,535,130,89,126,76,12,18,9,1492,152,95,34,8,8,16,0,0,0,323,265,136,27,10,20,37,3,0,3,501,6,11,4,14,7,4,3,4,3,61,2003,2522,1342,1511,1617,907,199,416,115,10625,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,5,3,0,3,0,15,0,4,4,3,7,6,0,3,0,27,3,0,0,0,7,8,0,4,0,22,4,6,10,20,26,10,9,9,0,73
LGA27450,19,24,15,64,37,40,8,32,3,236,30,23,32,91,39,30,7,39,0,294,53,45,36,168,74,54,10,59,4,506,51,65,74,183,97,57,17,59,0,616,108,76,104,246,123,70,23,60,10,812,131,98,118,178,155,30,26,59,8,803,91,105,80,100,93,27,28,28,10,564,110,87,79,75,62,22,13,15,6,477,90,71,35,42,28,9,8,7,0,294,170,90,42,68,35,19,8,6,0,437,40,8,6,4,5,8,0,0,4,79,42,24,10,3,11,0,0,0,0,97,8,11,11,17,3,0,0,0,3,56,976,789,665,1330,806,415,144,400,72,5591,3,0,0,3,0,0,0,0,0,6,0,5,0,3,0,4,0,3,0,22,3,0,0,12,6,0,0,8,0,33,3,0,4,8,6,6,0,3,0,33,3,0,9,12,9,4,3,6,0,45,8,5,13,25,14,17,8,14,0,108
LGA27630,3,0,0,3,0,0,0,3,0,12,3,4,0,5,0,0,0,0,0,10,3,4,0,13,4,0,0,0,0,18,8,4,0,8,6,0,0,0,0,23,7,7,4,9,5,0,0,6,0,38,8,8,0,20,4,3,0,0,0,45,7,3,0,12,6,0,3,0,0,30,8,4,0,0,5,0,0,0,0,24,5,0,0,3,5,0,0,0,0,18,11,7,0,12,6,0,0,0,0,41,3,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,86,41,10,88,34,13,9,11,3,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA29399,0,0,0,5,0,0,4,0,0,10,3,0,0,4,0,0,0,0,0,8,10,0,0,12,0,6,0,3,0,29,8,0,0,8,0,5,5,8,3,42,7,0,5,12,10,7,10,3,0,49,9,0,8,4,4,9,4,4,0,37,7,0,0,5,0,3,0,3,0,30,4,4,5,3,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,59,15,18,60,23,32,28,26,3,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA29499,23,93,86,150,41,34,50,130,15,626,30,108,108,187,50,39,58,139,18,748,50,156,179,303,83,53,141,211,25,1199,75,148,234,375,111,51,136,227,35,1388,92,187,382,343,115,75,152,238,24,1609,134,247,471,324,154,85,142,265,37,1854,162,181,377,177,98,60,77,140,33,1306,160,168,363,119,69,34,49,117,24,1113,122,152,227,64,45,38,30,61,10,748,298,240,310,87,54,49,34,88,17,1174,66,71,55,4,14,7,6,11,10,240,112,102,38,3,13,11,3,8,0,294,19,20,14,22,10,6,3,16,11,117,1408,1964,2938,2341,950,578,926,1814,291,13210,0,0,5,4,3,3,3,3,0,26,0,4,0,16,3,9,3,15,0,56,4,12,9,24,9,3,3,32,0,96,3,10,10,36,3,8,8,37,0,119,0,8,18,40,16,9,10,40,3,137,7,5,22,59,12,12,23,60,5,209
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,13,0,4,0,0,0,0,3,0,0,6,0,7,3,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,3,18,10,0,0,0,6,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
