POW_LGA_CODE_2021,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_16_20,SEO_AGFF_2021,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_16_20,SEO_Min_2021,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_16_20,SEO_Mnf_2021,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_16_20,SEO_EGWWS_2021,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_16_20,SEO_Const_2021,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_16_20,SEO_WST_2021,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_16_20,SEO_RetT_2021,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_16_20,SEO_AcFd_2021,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_16_20,SEO_TPW_2021,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_16_20,SEO_IMT_2021,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_16_20,SEO_FinIns_2021,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_16_20,SEO_RHRE_2021,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_16_20,SEO_ProSTS_2021,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_16_20,SEO_AdSup_2021,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_16_20,SEO_PubAS_2021,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_16_20,SEO_EdTrn_2021,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_16_20,SEO_HC_SA_2021,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_16_20,SEO_ArtsR_2021,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_16_20,SEO_OthSvs_2021,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_16_20,SEO_IDNS_2021,SEO_IDNS_NS,SEO_IDNS_Tot
LGA24970,10,0,7,3,4,0,0,0,0,19,0,3,0,0,4,0,4,0,0,15,689,118,162,155,177,136,133,8,15,1592,31,4,8,7,14,3,8,0,0,85,365,60,99,98,124,106,103,0,15,962,439,51,101,117,128,97,66,3,17,1021,404,72,98,143,184,147,141,4,13,1217,88,13,24,59,79,51,69,0,8,386,168,26,31,46,59,44,73,0,9,460,79,11,22,21,29,20,16,0,3,192,171,26,42,48,50,40,35,3,9,427,96,7,12,19,21,13,15,0,0,178,547,99,116,163,178,149,131,9,15,1401,197,32,32,47,71,49,62,4,10,501,225,21,37,45,42,35,23,0,8,441,770,141,202,249,275,282,263,4,15,2210,1105,199,247,312,322,228,224,0,22,2665,32,8,10,26,15,17,12,0,3,123,149,23,33,38,59,41,33,0,5,389,308,39,72,97,104,85,84,4,34,827
LGA25060,3,0,0,0,4,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,85,13,10,22,14,21,11,0,0,171,0,0,0,3,3,0,3,0,0,7,127,7,17,19,29,28,17,0,7,258,20,0,4,0,0,7,6,0,0,49,152,20,24,47,46,29,39,0,4,366,43,6,23,23,40,34,54,0,0,217,107,13,23,20,28,21,9,0,0,229,18,3,4,3,6,0,3,0,0,42,75,9,14,16,12,16,0,0,0,154,17,5,6,3,11,11,4,0,0,53,160,20,31,20,36,30,23,0,4,332,54,9,15,10,13,14,15,0,0,125,190,27,32,33,43,41,15,0,0,393,209,19,25,39,41,55,44,0,3,425,219,38,49,64,72,75,52,3,4,581,17,0,8,3,5,14,6,0,3,63,78,6,9,22,15,16,12,0,5,171,64,10,8,8,17,19,19,0,8,147
LGA25150,27,0,6,0,3,11,9,0,0,60,9,0,0,0,0,0,0,0,0,11,12,7,4,0,7,0,3,0,0,28,6,0,0,0,0,0,0,0,0,12,41,0,6,5,13,13,3,0,3,92,7,0,0,3,0,0,0,0,0,5,25,4,4,8,7,3,3,0,0,60,13,4,0,0,22,3,0,0,0,44,30,0,0,4,9,0,0,0,0,35,0,0,0,0,0,0,0,0,0,8,5,0,6,5,5,0,0,0,0,13,9,0,0,0,0,5,0,0,0,16,30,0,9,7,14,4,4,0,0,60,8,0,0,4,7,4,3,0,0,23,26,0,3,3,4,3,5,0,0,54,48,0,5,9,17,9,8,0,0,96,67,7,4,9,13,11,14,0,4,134,7,0,0,4,5,0,0,0,0,13,16,3,0,0,0,5,0,0,0,40,15,0,4,0,0,9,5,0,6,34
LGA25250,3,0,0,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,140,14,24,34,35,41,38,0,4,330,10,0,0,5,0,3,0,0,0,19,116,12,25,23,37,48,39,0,6,306,60,3,6,14,12,9,7,0,3,120,132,6,33,42,42,56,63,0,9,379,66,17,25,31,41,68,111,0,8,363,52,10,9,13,7,12,28,0,0,132,31,4,12,14,7,6,9,0,0,81,31,0,3,4,8,8,3,0,0,59,18,0,0,3,4,6,3,0,0,35,155,20,40,44,50,64,63,18,6,462,37,4,4,13,13,18,21,0,0,122,140,10,28,19,32,15,13,0,5,255,222,28,36,51,70,59,46,0,4,516,298,45,57,60,94,86,84,10,4,732,42,4,18,15,21,16,17,0,3,138,96,13,15,17,29,28,13,0,6,224,94,7,6,21,35,44,39,10,12,265
LGA25340,80,7,4,11,27,14,14,0,6,153,15,0,4,4,4,0,0,0,4,28,243,20,49,48,50,56,21,0,14,514,27,3,0,0,4,0,6,0,0,46,286,37,63,62,97,66,30,3,8,656,70,11,8,14,9,4,5,0,0,120,332,36,38,85,118,72,30,0,22,736,165,19,54,113,147,102,59,3,31,693,78,6,10,13,4,3,0,0,0,125,14,7,9,5,7,4,0,0,0,47,67,9,5,7,19,10,0,0,8,127,94,0,8,14,16,10,4,0,0,145,311,32,45,61,76,36,33,0,16,604,116,11,20,22,37,22,6,0,3,240,167,22,36,58,74,34,9,0,14,414,284,19,59,62,123,54,30,0,6,637,647,71,88,156,166,153,77,0,24,1375,82,13,19,19,34,28,14,0,5,200,136,15,17,34,50,19,22,0,6,292,134,10,30,37,37,31,29,0,19,323
LGA25430,11,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,63,9,14,10,13,7,5,0,4,116,0,0,0,0,0,0,0,0,0,0,18,3,8,3,3,3,0,0,0,36,0,0,5,0,0,0,0,0,0,7,20,0,5,3,6,3,0,0,4,45,7,0,5,4,4,3,9,0,3,28,10,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,19,5,0,3,7,8,4,0,0,42,6,0,4,6,0,0,0,0,0,20,28,5,7,3,9,4,3,0,0,62,29,3,4,5,6,8,0,0,0,46,43,7,7,14,13,9,0,0,3,98,14,0,0,0,4,0,5,0,0,27,14,0,3,0,3,0,0,0,0,21,16,4,0,4,0,4,0,0,0,34
LGA25490,27,3,18,25,17,21,16,3,5,139,4,0,0,0,0,0,0,0,0,4,14,4,10,4,5,6,5,0,0,50,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,26,3,0,0,0,0,0,0,0,0,9,13,0,0,4,4,0,0,0,0,24,10,0,5,6,5,3,5,0,3,36,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,10,4,3,0,0,3,0,0,0,0,6,6,0,0,0,7,0,0,0,0,13,8,0,0,6,0,0,0,0,0,14,20,0,3,5,10,0,8,0,0,43,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,10,4,0,0,5,4,0,0,0,0,10
LGA25620,47,0,0,4,5,4,9,0,0,64,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,3,0,0,0,15,5,0,0,0,0,0,0,0,0,5,21,0,3,4,0,0,0,0,0,31,20,5,7,0,6,3,5,0,0,45,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,4,18,8,0,0,0,0,0,0,0,0,11,14,0,0,4,3,0,0,0,0,16,18,0,0,4,4,5,9,0,0,43,32,3,4,5,0,0,3,0,9,54,0,0,0,0,0,0,5,0,0,4,7,0,0,0,0,0,0,0,0,16,7,0,0,4,0,0,0,0,3,21
LGA25710,14,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,24,6,6,0,12,0,4,0,0,50,3,0,0,0,0,0,0,0,0,14,63,10,11,11,10,7,4,0,6,123,18,0,0,0,5,4,0,0,4,26,47,0,3,13,8,10,8,0,3,101,16,3,4,15,28,14,11,0,0,87,14,0,0,0,9,6,0,0,0,35,5,0,0,5,3,3,0,0,0,22,16,3,5,5,4,0,0,0,0,29,22,0,0,0,5,0,0,0,0,31,109,7,21,25,21,14,7,0,0,209,23,0,0,7,12,0,5,0,0,53,52,9,12,14,6,3,3,0,0,97,106,9,24,32,20,21,0,0,0,213,82,14,19,20,28,18,12,0,5,189,16,3,0,3,13,0,0,0,0,43,30,0,5,7,4,4,3,0,0,53,32,0,6,6,10,11,0,0,0,72
LGA25810,5,0,0,0,0,0,0,0,0,16,8,5,0,0,3,0,0,0,0,15,5,0,0,0,0,5,3,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,12,19,0,0,4,8,8,4,3,0,33,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,11,0,0,0,3,3,0,0,0,19,5,0,4,0,0,0,0,0,0,7,31,5,7,9,0,0,3,0,0,48,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,7
LGA25900,3,0,4,4,5,0,5,0,0,19,30,3,8,13,18,6,12,0,3,89,114,22,32,44,57,71,55,0,5,392,8,0,0,8,12,3,8,0,0,39,249,50,72,74,124,128,111,3,9,822,123,15,36,40,46,54,57,3,3,388,227,42,78,106,117,138,154,6,10,872,107,23,45,93,123,181,274,8,7,861,142,14,31,51,48,47,95,5,4,445,148,17,45,46,60,73,77,0,3,470,198,41,78,69,104,85,73,7,8,658,113,16,15,39,37,37,41,0,0,309,743,149,220,273,365,398,432,15,23,2621,133,31,36,54,69,91,118,5,4,534,122,20,33,26,33,38,41,0,3,319,237,33,54,70,100,130,144,8,8,769,333,68,89,114,160,174,207,8,13,1158,69,6,21,33,38,37,45,4,0,256,141,28,25,36,84,84,80,0,3,483,156,30,57,66,73,87,97,5,17,585
LGA25990,15,0,3,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,9,6,0,0,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,11,9,0,0,3,3,0,3,0,0,23,4,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,0,4,3,0,0,0,0,0,27,9,0,0,0,0,3,0,0,0,16,9,0,0,0,0,0,0,0,0,15,7,0,0,3,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,7
LGA26170,74,5,10,11,25,3,16,0,3,154,4,0,0,0,0,3,0,0,0,7,41,4,0,5,11,12,3,0,0,84,4,0,0,0,0,0,0,0,0,8,32,0,3,7,3,0,0,0,4,57,9,0,0,0,0,3,0,0,6,22,36,0,3,8,8,5,4,0,0,65,40,0,3,9,11,0,3,0,3,73,21,0,3,3,0,0,0,0,0,30,8,0,3,0,0,0,0,0,0,12,6,0,5,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,10,39,3,3,4,5,0,0,0,0,58,18,4,0,0,0,3,0,0,0,30,13,0,5,0,4,0,0,0,0,25,48,0,6,14,11,7,0,0,0,78,84,11,9,11,15,7,10,0,5,154,6,0,0,0,0,0,4,0,0,13,20,0,0,4,3,0,6,0,0,32,24,0,0,0,0,3,0,0,3,35
LGA26260,32,5,12,11,12,6,8,0,5,89,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,4,0,0,4,4,0,0,0,0,15,6,0,4,0,7,0,0,0,0,21,9,0,0,5,5,0,9,0,4,38,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,0,0,0,20,5,0,0,0,3,0,0,0,0,11,12,0,0,4,0,5,3,0,0,29,20,0,4,3,10,0,0,0,0,42,41,6,4,11,17,14,4,0,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,6,4,0,0,0,0,17
LGA26350,4,0,0,5,6,0,0,0,0,13,3,0,3,0,0,0,0,0,0,8,41,6,14,13,18,27,24,0,0,140,5,0,3,0,0,0,3,0,0,25,120,19,33,31,48,43,51,4,3,350,38,9,16,16,18,16,14,0,0,119,295,67,119,139,155,154,163,6,20,1106,96,22,50,83,111,138,252,3,11,768,72,22,20,25,29,11,12,0,0,186,71,20,24,23,39,22,18,0,0,213,116,23,32,30,34,31,35,0,5,309,139,21,34,31,33,40,25,4,3,330,440,75,117,135,162,181,240,11,17,1379,81,10,16,29,21,31,58,0,3,251,83,5,22,18,16,20,17,0,4,187,260,38,58,65,67,71,58,0,3,634,613,99,154,187,195,198,217,10,12,1672,41,13,13,19,23,20,18,0,0,149,94,25,21,31,55,62,69,0,9,367,92,19,34,49,42,49,66,4,24,383
LGA26430,32,0,0,3,10,17,10,0,3,71,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,5,0,0,13,5,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,19,13,0,0,5,0,0,5,0,0,17,19,0,0,0,5,8,0,0,0,41,4,0,0,0,0,7,8,0,0,22,8,0,0,0,0,0,0,0,0,6,7,0,0,0,3,5,0,0,0,14
LGA26490,28,0,0,3,3,3,0,0,0,51,0,0,0,0,3,0,0,0,0,4,19,0,0,9,3,8,4,0,0,47,0,0,0,0,0,0,0,0,0,0,33,5,12,3,28,18,7,0,0,108,8,0,6,0,5,0,0,0,0,19,30,11,7,12,17,15,12,0,3,111,26,3,4,18,20,29,25,0,4,139,20,0,4,0,3,0,0,0,0,21,3,0,0,5,0,0,0,0,0,11,11,0,0,0,5,0,0,0,0,23,12,0,0,3,0,0,0,0,0,14,49,8,6,12,13,11,4,0,0,101,17,0,0,5,4,4,0,0,0,30,27,6,4,5,13,0,0,0,4,66,23,0,8,9,9,9,8,0,0,64,71,4,14,14,23,19,12,0,0,149,14,0,3,3,0,11,6,0,0,35,22,3,5,6,9,11,3,0,0,58,12,0,0,8,5,7,6,0,0,35
LGA26610,18,0,8,3,5,5,29,0,5,71,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,10,0,0,0,36,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,0,17,3,0,4,0,0,4,0,0,0,17,8,0,0,0,9,0,0,0,0,24,5,0,0,0,6,0,0,0,0,19,6,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,12,5,0,0,0,0,0,4,0,0,15,3,0,0,4,7,0,0,0,0,19,17,0,0,6,3,4,0,0,0,29,23,3,12,11,8,10,5,0,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,3,0,3,12
LGA26670,25,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,11,0,0,0,4,0,0,0,0,20,12,0,4,3,0,0,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA26700,28,0,3,0,0,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,36,6,3,8,7,10,3,0,0,77,5,0,0,0,0,0,0,0,0,8,20,4,0,6,5,5,0,0,0,39,3,0,0,0,0,0,0,0,0,8,25,0,8,4,5,6,0,0,4,50,6,6,4,3,13,6,6,0,0,42,14,0,0,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,19,12,0,0,0,6,0,0,0,0,22,28,0,9,6,7,0,5,0,0,54,58,4,0,12,8,6,6,0,0,90,103,11,16,23,21,15,12,0,4,209,4,0,0,0,0,0,4,0,0,13,17,0,0,0,0,5,0,0,0,23,13,5,0,0,4,3,0,0,0,26
LGA26730,7,0,3,0,7,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,0,9,7,8,3,18,0,0,61,4,0,0,0,3,0,0,0,0,8,18,0,9,0,7,0,5,0,0,38,6,0,4,0,5,0,0,0,0,10,42,5,10,12,13,9,12,0,4,100,12,5,4,7,17,11,15,0,0,73,11,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,15,0,5,6,6,8,9,0,0,57,8,0,5,4,0,0,0,0,0,17,29,5,5,6,7,3,3,0,0,61,46,8,7,14,10,9,8,0,0,101,107,19,16,37,27,46,24,4,0,272,8,3,3,0,0,3,4,0,0,12,9,0,0,5,7,0,0,0,0,22,14,0,7,3,0,3,3,0,5,39
LGA26810,64,9,13,16,17,22,28,4,11,183,15,4,5,3,3,0,0,0,0,26,28,0,6,5,6,4,8,0,4,53,13,0,0,3,0,0,0,0,0,13,26,4,6,3,9,7,3,0,0,59,7,0,0,0,8,0,0,0,0,19,30,3,9,9,15,13,3,0,6,78,19,0,3,8,14,0,0,0,6,58,20,3,6,3,3,4,3,0,0,41,5,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,10,21,6,3,5,10,5,9,0,3,57,13,3,5,5,0,5,4,0,0,30,84,8,19,19,20,15,15,0,6,182,43,7,14,7,14,14,13,0,0,101,109,15,9,18,28,16,11,0,3,200,11,0,0,0,0,0,0,0,0,15,16,0,4,6,4,3,0,0,6,34,23,0,3,0,7,3,6,0,6,45
LGA26890,16,5,0,0,7,0,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,0,0,3,0,0,0,4,0,0,11,6,0,0,0,0,0,0,0,0,6,137,27,26,33,23,37,29,0,3,315,56,9,11,17,21,9,6,0,0,127,150,24,36,35,46,43,47,0,5,389,113,16,32,36,32,30,20,4,0,283,280,29,49,91,80,62,56,0,10,648,33,3,17,50,47,32,38,0,3,230,79,8,9,15,12,4,20,0,4,153,85,9,17,21,23,14,19,0,4,192,66,8,25,18,17,3,13,0,0,157,49,10,6,10,14,5,0,0,5,104,320,42,58,87,88,78,79,3,8,761,96,11,19,6,17,14,27,3,0,200,298,43,64,55,49,36,18,3,3,570,502,86,128,157,148,111,106,0,20,1254,907,121,190,275,215,180,160,4,19,2080,32,4,13,18,19,15,11,0,0,112,177,37,47,53,62,35,40,0,3,455,113,22,23,35,38,39,43,0,20,332
LGA27070,17,0,0,6,3,6,3,0,0,43,5,0,0,3,4,3,0,0,0,15,294,41,56,47,78,67,50,6,5,646,23,3,5,8,3,5,3,0,0,50,247,27,44,72,107,85,76,4,13,672,132,10,16,12,25,29,19,0,6,248,218,25,39,51,76,56,59,0,13,538,43,3,8,30,55,36,42,0,5,217,124,14,33,30,37,22,22,0,3,289,9,0,4,13,8,6,8,0,0,47,37,10,0,12,9,21,8,0,0,98,34,5,12,0,3,4,0,0,0,63,94,12,21,29,25,20,21,0,0,220,71,10,7,13,26,27,21,0,3,177,118,16,21,25,18,25,6,0,4,231,212,38,37,48,81,66,45,0,5,532,423,73,101,103,180,137,125,6,20,1168,19,6,9,10,6,6,3,0,0,62,75,13,20,17,9,18,11,0,0,156,136,20,20,35,39,36,40,0,19,350
LGA27170,10,0,0,0,0,0,3,0,0,17,0,0,5,0,0,0,0,0,0,3,71,4,10,14,15,9,12,0,4,144,5,0,0,0,0,0,0,0,0,10,41,6,10,15,6,5,8,0,3,93,17,0,0,3,0,8,0,0,0,40,45,5,6,12,14,3,7,0,4,93,12,0,0,9,6,3,8,0,0,37,35,3,5,0,12,4,0,0,3,61,9,0,0,0,4,0,0,0,0,11,7,0,0,4,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,6,14,0,5,3,5,4,3,0,0,39,22,0,5,6,3,0,4,0,0,38,83,8,9,20,31,14,9,0,9,176,71,0,17,5,12,11,9,0,4,128,111,18,17,23,30,27,13,0,3,243,9,0,0,0,0,0,0,0,0,8,24,3,3,4,0,0,0,0,0,43,16,3,0,6,3,4,0,0,4,46
LGA27260,35,0,0,5,6,13,19,0,0,96,5,0,0,3,4,0,3,0,0,16,301,53,68,94,101,124,94,4,13,861,23,6,4,8,14,12,5,0,3,75,228,36,61,81,118,116,156,0,13,812,171,26,44,33,50,43,34,0,3,414,298,42,88,161,259,195,129,0,23,1190,67,5,15,76,142,109,66,0,5,487,381,62,100,158,198,200,138,0,26,1263,27,12,10,15,17,11,9,0,3,98,44,4,17,8,42,20,14,0,5,151,56,9,15,15,29,23,12,0,0,161,144,20,28,58,57,54,35,0,0,397,76,18,27,23,35,46,35,0,4,273,235,32,44,45,59,49,26,0,13,507,348,62,66,92,161,144,118,3,3,994,347,51,88,123,186,167,97,5,17,1075,25,5,4,21,20,14,16,0,3,108,116,10,10,29,50,29,22,3,4,277,150,18,36,60,83,90,76,0,43,554
