POW_LGA_CODE_2021,OIDNS_400_499_H_0,OIDNS_400_499_H_1_19,OIDNS_400_499_H_20_29,OIDNS_400_499_H_30_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40_44,OIDNS_400_499_H_45_49,OIDNS_400_499_H_50ov,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_19,OIDNS_500_649_H_20_29,OIDNS_500_649_H_30_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40_44,OIDNS_500_649_H_45_49,OIDNS_500_649_H_50ov,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_19,OIDNS_650_799_H_20_29,OIDNS_650_799_H_30_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40_44,OIDNS_650_799_H_45_49,OIDNS_650_799_H_50ov,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_19,OIDNS_800_999_H_20_29,OIDNS_800_999_H_30_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40_44,OIDNS_800_999_H_45_49,OIDNS_800_999_H_50ov,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_19,OIDNS_1000_1249_H_20_29,OIDNS_1000_1249_H_30_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40_44,OIDNS_1000_1249_H_45_49,OIDNS_1000_1249_H_50ov,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_19,OIDNS_1250_1499_H_20_29,OIDNS_1250_1499_H_30_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40_44,OIDNS_1250_1499_H_45_49,OIDNS_1250_1499_H_50ov,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_19,OIDNS_1500_1749_H_20_29,OIDNS_1500_1749_H_30_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40_44,OIDNS_1500_1749_H_45_49,OIDNS_1500_1749_H_50ov,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_19,OIDNS_1750_1999_H_20_29,OIDNS_1750_1999_H_30_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40_44,OIDNS_1750_1999_H_45_49,OIDNS_1750_1999_H_50ov,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot,OIDNS_2000_2999_H_0,OIDNS_2000_2999_H_1_19,OIDNS_2000_2999_H_20_29,OIDNS_2000_2999_H_30_34,OIDNS_2000_2999_H_35_39,OIDNS_2000_2999_H_40_44,OIDNS_2000_2999_H_45_49,OIDNS_2000_2999_H_50ov,OIDNS_2000_2999_H_NS,OIDNS_2000_2999_H_Tot,OIDNS_3000_3499_H_0,OIDNS_3000_3499_H_1_19,OIDNS_3000_3499_H_20_29,OIDNS_3000_3499_H_30_34,OIDNS_3000_3499_H_35_39,OIDNS_3000_3499_H_40_44,OIDNS_3000_3499_H_45_49,OIDNS_3000_3499_H_50ov,OIDNS_3000_3499_H_NS,OIDNS_3000_3499_H_Tot,OIDNS_3500mo_H_0,OIDNS_3500mo_H_1_19,OIDNS_3500mo_H_20_29,OIDNS_3500mo_H_30_34,OIDNS_3500mo_H_35_39,OIDNS_3500mo_H_40_44,OIDNS_3500mo_H_45_49,OIDNS_3500mo_H_50ov,OIDNS_3500mo_H_NS,OIDNS_3500mo_H_Tot,OIDNS_PINS_H_0,OIDNS_PINS_H_1_19,OIDNS_PINS_H_20_29,OIDNS_PINS_H_30_34,OIDNS_PINS_H_35_39,OIDNS_PINS_H_40_44,OIDNS_PINS_H_45_49,OIDNS_PINS_H_50ov,OIDNS_PINS_H_NS,OIDNS_PINS_H_Tot,OIDNS_Tot_H_0,OIDNS_Tot_H_1_19,OIDNS_Tot_H_20_29,OIDNS_Tot_H_30_34,OIDNS_Tot_H_35_39,OIDNS_Tot_H_40_44,OIDNS_Tot_H_45_49,OIDNS_Tot_H_50ov,OIDNS_Tot_H_NS,OIDNS_Tot_H_Tot,Tot_NNI_H_0,Tot_NNI_H_1_19,Tot_NNI_H_20_29,Tot_NNI_H_30_34,Tot_NNI_H_35_39,Tot_NNI_H_40_44,Tot_NNI_H_45_49,Tot_NNI_H_50ov,Tot_NNI_H_NS,Tot_NNI_H_Tot,Tot_1_149_H_0,Tot_1_149_H_1_19,Tot_1_149_H_20_29,Tot_1_149_H_30_34,Tot_1_149_H_35_39,Tot_1_149_H_40_44,Tot_1_149_H_45_49,Tot_1_149_H_50ov,Tot_1_149_H_NS,Tot_1_149_H_Tot,Tot_150_299_H_0,Tot_150_299_H_1_19,Tot_150_299_H_20_29,Tot_150_299_H_30_34,Tot_150_299_H_35_39,Tot_150_299_H_40_44,Tot_150_299_H_45_49,Tot_150_299_H_50ov,Tot_150_299_H_NS,Tot_150_299_H_Tot,Tot_300_399_H_0,Tot_300_399_H_1_19,Tot_300_399_H_20_29,Tot_300_399_H_30_34,Tot_300_399_H_35_39,Tot_300_399_H_40_44,Tot_300_399_H_45_49,Tot_300_399_H_50ov,Tot_300_399_H_NS,Tot_300_399_H_Tot,Tot_400_499_H_0,Tot_400_499_H_1_19,Tot_400_499_H_20_29,Tot_400_499_H_30_34,Tot_400_499_H_35_39,Tot_400_499_H_40_44,Tot_400_499_H_45_49,Tot_400_499_H_50ov,Tot_400_499_H_NS,Tot_400_499_H_Tot,Tot_500_649_H_0,Tot_500_649_H_1_19,Tot_500_649_H_20_29,Tot_500_649_H_30_34,Tot_500_649_H_35_39,Tot_500_649_H_40_44,Tot_500_649_H_45_49,Tot_500_649_H_50ov,Tot_500_649_H_NS,Tot_500_649_H_Tot,Tot_650_799_H_0,Tot_650_799_H_1_19,Tot_650_799_H_20_29,Tot_650_799_H_30_34,Tot_650_799_H_35_39,Tot_650_799_H_40_44,Tot_650_799_H_45_49,Tot_650_799_H_50ov,Tot_650_799_H_NS,Tot_650_799_H_Tot
LGA26260,0,3,0,0,0,0,0,0,4,12,0,5,0,0,0,0,0,0,0,8,0,0,4,0,4,0,0,0,0,8,4,0,0,0,0,6,0,0,0,17,0,0,0,0,4,5,0,0,3,10,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,13,14,12,11,3,11,16,5,12,42,122,0,15,6,0,3,11,3,22,8,70,36,179,6,0,0,5,0,13,10,249,29,121,28,9,4,9,6,8,14,214,31,155,38,10,9,21,4,32,4,305,22,118,67,30,45,24,4,22,13,349,36,152,180,58,47,57,14,51,11,608,50,131,197,118,146,110,22,68,19,867
LGA26350,3,6,9,0,0,0,0,0,5,31,3,9,5,3,3,4,0,0,15,52,0,11,14,3,10,6,0,0,12,67,5,11,14,12,22,19,0,0,26,108,5,7,6,3,44,14,7,5,21,113,3,4,4,10,13,20,6,8,12,70,8,0,0,6,18,20,3,0,6,65,4,0,0,0,10,11,0,5,11,50,0,6,7,4,14,19,4,13,6,75,0,0,0,0,0,11,0,10,0,32,3,9,11,13,5,18,0,39,18,121,3,8,4,0,7,17,5,12,102,152,60,122,92,61,147,166,26,118,279,1065,77,105,53,19,21,43,17,42,31,397,356,1285,37,16,7,16,5,19,20,1752,343,1511,196,29,9,14,5,9,27,2142,317,1497,406,50,48,36,9,23,35,2419,333,1403,800,117,67,61,18,23,42,2857,420,1495,1553,301,209,143,33,71,64,4296,393,1071,1497,684,731,367,51,108,67,4968
LGA26430,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,0,0,4,15,0,0,3,0,0,3,0,0,3,18,0,0,0,0,0,3,0,0,0,8,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,6,9,0,5,7,11,13,24,0,8,25,99,11,7,5,5,0,9,4,15,4,55,16,86,5,4,0,7,0,10,3,133,7,91,17,12,3,16,4,11,0,162,21,81,21,10,5,10,0,21,4,165,15,74,46,16,11,19,3,17,7,214,26,101,86,43,24,38,3,26,8,359,25,59,101,77,97,79,11,54,6,514
LGA26490,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,13,0,0,0,0,9,5,0,0,0,19,0,3,0,3,3,10,0,0,0,19,0,4,0,0,0,0,0,0,0,8,0,0,0,5,0,4,0,6,3,11,0,0,0,0,0,6,0,3,0,8,0,0,0,0,0,5,4,4,4,13,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,6,6,12,0,4,0,0,0,0,0,0,8,12,7,21,12,18,23,25,4,16,32,161,18,26,11,14,4,11,5,8,5,100,116,436,18,3,6,8,0,10,6,598,60,349,44,3,9,12,4,4,5,490,75,313,84,23,9,16,0,13,5,534,62,283,141,27,17,30,0,21,10,593,92,354,300,86,71,62,5,30,14,1017,83,267,311,169,146,121,10,53,20,1186
LGA26610,3,5,6,0,0,0,0,0,19,31,0,0,7,0,0,0,0,0,6,20,0,0,3,0,3,0,0,0,13,27,0,0,3,4,12,0,0,3,9,32,0,3,0,4,11,9,6,4,3,30,0,0,0,0,6,5,0,0,6,14,0,0,0,0,0,10,0,3,0,12,0,0,4,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,0,18,37,14,28,27,12,37,20,13,16,100,258,10,19,12,7,3,13,0,25,11,104,17,177,10,6,0,6,0,3,7,228,23,174,32,3,10,8,3,15,6,273,28,162,63,19,14,15,3,14,15,333,34,164,136,38,44,41,6,27,25,516,46,179,244,92,114,75,22,58,30,861,55,137,199,174,280,189,32,67,36,1155
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,5,4,4,5,0,0,15,46,5,4,0,0,0,3,0,10,0,32,10,59,5,0,0,0,0,0,0,69,6,41,9,4,3,6,0,13,0,84,11,47,9,6,8,8,4,12,7,97,11,36,21,4,8,9,4,19,0,113,11,41,51,9,16,24,5,29,6,195,6,37,60,28,45,28,0,38,0,254
LGA26700,4,0,6,0,0,0,0,0,0,16,0,3,0,0,0,5,0,0,3,12,3,0,3,3,0,0,0,0,4,19,0,0,0,0,12,6,0,3,4,20,3,4,0,5,10,4,0,4,6,30,0,0,0,0,5,4,0,3,3,20,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,22,28,14,17,17,13,38,31,4,17,71,213,19,28,13,3,3,17,3,20,7,112,88,388,16,3,7,3,0,7,12,536,44,249,36,15,7,17,5,21,17,402,41,207,62,17,20,23,3,28,14,428,48,191,148,46,45,43,5,34,12,572,55,301,336,109,97,85,21,57,18,1083,82,222,335,183,293,135,29,75,34,1382
LGA26730,3,4,0,0,5,0,0,0,8,15,0,6,4,0,3,0,0,0,5,21,0,4,6,0,3,7,0,0,4,23,0,0,0,5,15,8,0,6,11,38,4,0,0,3,8,8,0,0,11,40,0,0,0,4,3,3,0,3,4,16,0,0,0,0,0,4,0,5,5,13,0,0,0,0,4,7,0,0,0,12,0,3,0,0,5,0,0,5,5,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,7,0,0,0,0,3,9,0,3,13,29,8,30,18,13,50,39,7,26,80,271,18,28,13,5,13,7,0,7,12,106,94,554,15,5,0,8,0,8,12,691,58,431,55,3,12,10,0,7,17,587,75,305,101,22,23,9,0,19,8,565,68,357,196,52,72,56,12,20,22,848,91,432,443,134,159,92,26,44,19,1435,121,298,449,254,361,180,35,54,40,1785
LGA26810,5,3,4,0,0,0,0,0,5,18,0,4,5,8,3,0,0,0,13,32,0,5,3,0,3,7,0,5,11,32,8,3,0,0,9,5,0,3,5,36,4,0,0,3,13,9,3,0,5,37,0,0,0,0,11,14,0,5,3,31,0,0,0,0,0,6,0,3,4,18,0,0,0,0,0,5,0,9,0,14,6,0,0,0,5,0,0,10,0,18,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,3,0,9,6,0,0,0,3,0,0,7,30,46,38,30,26,17,42,51,10,49,111,374,24,36,10,9,8,13,3,72,13,180,105,444,23,0,6,6,0,18,22,626,59,336,63,17,13,28,4,42,7,570,53,292,99,32,29,26,7,60,24,617,63,342,229,53,64,50,13,65,23,899,84,374,401,159,114,141,36,81,52,1450,96,240,429,284,291,221,41,123,29,1769
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,8,4,6,0,4,3,4,0,3,17,31,0,3,0,4,0,6,0,20,0,35,7,20,0,0,0,3,0,0,3,29,0,22,3,0,3,4,0,3,0,42,3,26,4,5,0,12,3,14,0,63,4,22,15,9,8,5,4,20,3,82,4,30,24,14,11,17,6,21,3,130,3,25,25,20,11,32,6,41,0,166
LGA26980,4,18,22,6,3,8,0,0,21,82,7,16,19,8,4,3,0,0,19,80,5,15,17,6,21,12,3,4,12,94,0,13,15,14,37,22,0,6,23,137,5,10,10,7,56,44,3,3,34,178,6,8,6,3,33,22,5,8,12,102,5,4,7,3,28,22,0,8,13,93,6,0,0,5,15,8,0,10,6,51,3,0,0,5,25,22,5,9,12,80,0,5,0,0,3,9,0,0,6,22,0,0,4,0,3,5,0,12,3,32,3,4,10,0,8,9,5,9,123,178,57,161,134,70,254,198,34,75,349,1324,77,124,45,26,32,65,3,38,39,449,355,1924,68,17,24,21,3,11,30,2446,254,1972,266,42,31,45,8,15,30,2663,219,1667,512,103,63,74,9,37,52,2743,216,1386,929,145,110,105,35,58,57,3038,280,1507,1760,468,342,275,39,82,60,4807,320,1125,1767,858,1051,577,91,145,72,6007
LGA27070,0,20,20,4,5,6,0,0,17,72,7,18,18,6,10,0,0,0,19,78,3,11,15,11,33,11,0,10,34,125,5,15,16,7,64,31,3,9,29,174,3,9,18,14,78,49,7,14,38,227,5,5,8,7,35,44,0,8,32,141,3,6,0,0,24,32,10,11,12,86,4,0,0,0,17,11,16,16,11,72,0,3,0,0,8,23,9,9,10,66,3,0,0,0,0,0,0,3,4,15,3,0,0,0,0,3,0,4,0,17,0,6,5,6,12,21,0,13,137,201,63,161,112,62,286,236,47,92,401,1465,88,146,50,18,37,49,3,31,51,474,275,1752,75,11,19,14,0,17,38,2206,266,1827,297,52,29,33,6,18,45,2573,210,1423,542,94,65,53,13,31,60,2493,197,1322,1053,158,143,123,22,52,53,3120,285,1396,1823,540,416,324,43,126,85,5030,310,1002,1638,1108,1543,703,99,166,140,6715
LGA27170,0,5,0,0,0,0,0,0,8,19,0,4,3,3,5,0,0,0,6,23,3,3,7,4,4,4,0,0,8,31,0,7,3,5,12,8,6,4,14,54,0,0,4,5,12,17,6,9,6,54,0,5,5,0,7,13,3,0,0,32,0,0,0,0,3,9,4,3,4,24,4,0,0,3,3,5,4,8,5,16,0,0,0,0,0,8,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,5,0,0,36,46,19,39,21,17,41,67,25,30,101,354,18,26,8,3,4,12,0,13,7,85,80,452,14,0,0,4,0,12,11,574,46,357,59,5,8,3,7,5,14,503,44,275,70,11,23,10,0,12,12,456,48,280,151,51,65,53,8,21,23,701,94,338,412,133,142,111,24,53,30,1352,98,279,432,308,407,237,45,79,42,1924
LGA27260,3,17,18,0,4,0,3,0,20,66,9,19,16,5,10,6,0,3,31,99,14,17,19,17,27,19,0,6,46,166,6,32,25,28,72,48,7,16,57,286,0,12,16,12,82,79,10,14,52,288,9,4,3,10,44,54,15,24,33,186,3,4,0,6,32,42,9,21,27,147,0,0,0,3,20,35,4,16,11,98,3,0,0,0,19,34,16,29,14,111,0,0,0,0,5,0,0,9,4,23,0,0,0,0,0,4,0,13,9,30,8,4,6,8,21,20,4,7,180,255,88,182,144,97,341,373,74,162,555,2010,99,212,84,30,45,58,8,48,69,652,358,1963,89,17,24,21,4,14,26,2511,296,2051,357,72,36,48,4,17,50,2938,268,1658,686,129,73,80,10,49,71,3030,231,1340,1256,203,180,170,31,52,71,3530,330,1513,2143,654,493,375,64,123,142,5833,397,1112,1944,1343,1775,862,144,227,179,7979
LGA27350,4,12,13,3,0,0,0,0,14,46,3,11,16,10,0,4,0,0,21,76,6,11,20,7,19,4,0,4,33,107,8,14,12,12,39,29,0,9,23,145,3,8,16,20,61,30,3,11,30,177,6,4,5,5,48,37,3,10,23,149,0,6,7,11,39,38,3,14,17,134,4,3,0,3,30,28,4,15,10,107,6,7,5,4,33,51,11,28,18,162,0,0,0,0,5,10,6,4,3,31,0,6,3,0,10,17,0,36,13,85,3,9,3,0,15,24,5,17,143,215,67,150,109,79,308,290,36,154,411,1610,81,91,30,14,39,36,16,52,38,396,216,990,32,11,16,14,8,14,26,1331,258,1209,158,32,25,32,0,16,31,1772,251,1244,337,62,45,43,11,43,60,2103,257,1279,730,111,75,87,14,58,57,2664,396,1619,1546,392,245,189,38,70,83,4584,434,1232,1771,850,908,496,71,169,90,6029
LGA27450,0,4,10,4,0,0,0,5,8,33,3,7,7,0,3,0,0,4,7,34,10,8,7,3,10,10,7,0,10,63,9,7,15,6,25,16,0,9,15,106,5,4,3,10,31,20,5,5,17,99,3,0,0,4,22,17,0,3,11,63,0,0,5,3,18,14,0,6,7,55,0,0,0,0,11,12,0,10,0,36,0,4,0,0,5,0,6,8,5,33,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,4,0,19,6,0,0,0,9,13,0,0,76,112,47,85,60,36,145,115,14,67,210,784,70,127,39,21,21,35,6,48,29,390,373,1552,51,16,18,21,4,23,31,2078,265,1494,182,35,37,27,0,33,30,2111,199,1145,342,88,51,49,14,51,31,1966,219,1091,670,141,124,123,19,46,52,2487,290,1137,1234,404,337,259,53,121,64,3894,264,840,1198,691,803,486,90,144,58,4576
LGA27630,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,5,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,4,7,0,4,24,43,3,3,8,0,0,0,5,10,0,37,5,40,0,0,0,0,0,3,3,55,4,43,8,3,0,0,0,3,8,72,9,40,15,4,0,13,0,6,7,92,8,44,31,9,7,10,6,7,3,127,13,48,65,11,16,27,6,13,0,201,13,34,61,43,40,37,11,22,5,269
LGA29399,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,10,8,3,3,10,0,3,13,49,4,3,0,0,0,3,0,7,0,17,4,32,8,3,0,0,0,0,0,49,14,31,17,6,5,0,0,0,0,76,13,44,28,10,6,8,4,4,4,131,9,44,35,12,7,8,0,5,4,123,21,89,94,25,29,20,4,7,0,293,38,107,100,48,45,24,12,13,5,400
LGA29499,23,43,37,12,13,5,3,6,45,180,26,37,43,17,16,18,3,4,60,234,45,41,35,21,36,34,0,16,64,291,46,39,38,34,74,65,7,30,57,391,26,19,34,20,75,96,20,30,77,399,26,18,21,20,62,79,18,35,46,308,27,23,15,7,47,77,20,38,37,283,6,17,4,9,20,49,13,37,19,182,11,16,4,4,29,56,16,39,27,195,0,7,5,4,5,12,6,16,5,45,12,10,7,3,13,23,5,23,15,102,29,15,15,7,23,33,5,22,286,437,372,411,307,169,426,558,114,326,891,3580,267,360,152,77,85,147,21,132,129,1362,560,2091,165,51,51,55,7,43,65,3096,701,2973,462,116,74,120,10,69,113,4632,789,3068,894,251,204,244,46,125,158,5784,774,3136,1416,418,449,541,101,170,196,7203,1019,3753,2742,944,1153,1481,221,419,268,11993,1053,2846,2840,1558,1811,2118,354,626,298,13506
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
